,index,Price,Beds,Baths,Address,Postal_Code,City,Latitude,Longitude,Cluster
0,0,430000,2,2,2323 Confederation Pkwy 1102,L5B 1N1,Mississauga,43.5771,-79.6306,1
1,1,598000,2,1,816 Lansdowne Ave 411,M6H 3Z6,Toronto,43.6655,-79.4378,2
2,2,750000,4,2,109 Lake St,L2R 5Y5,St. Catharines ,43.1419,-79.2966,2
3,3,1899000,4,4,321 Queenston Rd,L8K 3P3,Hamilton,43.2211,-79.7994,1
4,4,899000,4,2,650 Upper Sherman Ave,L8V 3M7,Hamilton,43.2266,-79.8499,1
5,5,1129900,4,4,2419 Postmaster Dr,L6M 0G5,Oakville,43.4464,-79.7593,1
6,6,1699913,6,4,3 Waterwide Cres,L6X 0B3,Brampton,43.6665,-79.8054,3
7,7,1268000,5,4,75 Emms Dr,L4N 9N7,Barrie,44.3572,-79.6929,3
8,9,1188000,3,3,37 Mazarine Lane,L4S 0E9,Richmond Hill ,43.8985,-79.4143,2
9,10,1388800,7,5,24 Morbank Dr,M1W 3A4,Scarborough,43.8016,-79.3216,0
10,11,895000,4,3,4230 Fieldgate Dr 22,L4W 2B9,Mississauga,43.6413,-79.6296,1
11,12,628000,2,1,650 Sheppard Ave 614,L1V 1G2,Pickering,43.8605,-79.1618,2
12,13,999000,5,3,2437 Ploughshare Crt,L5M 4Z5,Mississauga,43.5637,-79.7202,1
13,14,2499000,5,5,36 Turtle Path,L0K 1B0,Lake Simcoe ,44.6233,-79.1235,1
14,15,1299000,4,4,1810 Castlemore Ave,L6E 1M1,Markham,43.9002,-79.2676,1
15,16,2699999,7,6,22 Horfield Ave,M1M 1X5,Scarborough,43.7247,-79.2312,0
16,17,735000,2,2,310 Burnhamthorpe Rd 1709,M9B 1Z9,Etobicoke,43.6505,-79.5517,3
17,18,950000,2,2,386 Yonge St 2703,K7M 2R2,Kingston,44.2411,-76.5788,1
18,20,1749000,3,2,10 Old York Mills Rd 701,M2P 2E3,North York ,43.75,-79.3978,1
19,21,599900,2,1,20 Forest Manor Rd 305,M2J 1M4,North York ,43.7801,-79.3479,1
20,23,999000,6,3,2 Gloucester Crt,N2B 3N1,Kitchener,43.4646,-80.4467,1
21,24,999000,3,3,10 Cahill Dr,K1V 8S1,Ottawa,45.3281,-75.6719,1
22,25,999900,2,1,24 Victoria Ave,L8E 5C5,Hamilton,43.2245,-79.6988,1
23,26,899000,4,4,98 Keating St,N1E 7E7,Guelph,43.5677,-80.2418,3
24,27,599888,3,3,8 Harvey St,L8L 5V7,Hamilton,43.2783,-79.8344,1
25,28,470000,3,2,472 Sherbrooke St,K9J 3N9,Peterborough,44.3104,-78.2396,1
26,29,1199000,7,3,5 Foster Rd,L4T 4J3,Mississauga,43.7139,-79.6434,1
27,31,1199000,4,3,2151 Kipling Ave,M9W 4K7,Etobicoke,43.7144,-79.5909,3
28,32,1379000,6,4,36 Lanyard Rd,M9M 2A8,North York ,43.7366,-79.5401,1
29,34,2799999,4,4,12629 Second Line,K9J 6X8,Peterborough,44.3104,-78.2396,0
30,35,2749000,5,5,35 Royalavon Cres,M9A 1C2,Etobicoke,43.6662,-79.5282,3
31,38,2500000,6,6,2 Louisburg Cres,L6X 2Z9,Brampton,43.6665,-79.8054,3
32,39,1199900,4,3,477 Downes Jackson Hts,L9E 0K7,Halton,43.5168,-79.8829,1
33,40,896913,7,3,66 Histon Cres,L6V 3V9,Brampton,43.7059,-79.7626,3
34,41,999000,4,3,152 Owen St,L4M 3H7,Barrie,44.4001,-79.6663,3
35,42,1988000,4,4,232 Conklin Cres,N3R 1H9,Brant,43.1692,-80.2684,3
36,43,3198888,5,5,99 Birch Ave,M4V 1E3,Toronto,43.6861,-79.4025,0
37,44,1649000,3,2,110 Avenue Rd,M5R 3J8,Toronto,43.6736,-79.4035,2
38,45,6480000,8,9,67 Cachet Pkwy,L6C 2T2,Markham,43.9045,-79.3392,0
39,46,999999,4,4,1908 Bur Oak Ave,L6E 1X1,Markham,43.9002,-79.2676,1
40,47,999900,5,4,162 Ted Miller Cres,L1C 6B5,Bowmanville,43.9714,-78.7095,3
41,48,999000,4,2,5 Kecala Rd,M1P 1M2,Scarborough,43.7612,-79.2707,2
42,49,1199000,7,5,895 Sproule Cres,L1K 1M2,Oshawa,43.9251,-78.8287,0
43,50,1000000,5,4,39 Oceanpearl Cres,L1N 8M4,Whitby,43.8721,-78.9273,0
44,51,849900,3,2,61 Tams Dr,L1Z 0C7,Ajax,43.8773,-79.0055,3
45,52,1580000,5,2,465 Cummer Ave,M2M 3M6,Willowdale,43.7915,-79.4103,2
46,53,999000,5,3,287 Codsell Ave,M3H 5R2,North York ,43.7535,-79.4472,1
47,54,750000,3,2,575 Woodward Ave,L8H 6R7,Hamilton,43.2596,-79.7925,1
48,55,599900,2,2,778 Laurelwood Dr 501,N2V 2V3,Waterloo,43.4764,-80.5842,2
49,56,609900,2,1,1135 Royal York Rd #205,M8X 2A3,Etobicoke,43.6518,-79.5076,3
50,57,898888,3,2,223 Webb Dr 2706,L5B 1T8,Mississauga,43.5771,-79.6306,1
51,58,499999,1,1,5240 Dundas St 607,L7L 0G2,Burlington,43.3799,-79.7668,3
52,59,879000,3,2,200 Manitoba St 118,M8Y 4H5,Etobicoke,43.6325,-79.4939,3
53,60,758000,2,1,25 Laidlaw St 524,M6K 1E6,Toronto,43.6383,-79.4301,2
54,61,960000,3,2,610 Bullock Dr 506,L3R 2B3,Markham,43.8479,-79.3288,1
55,64,599000,2,1,11121 Yonge St 309,L4C 0W7,Richmond Hill ,43.8669,-79.4414,2
56,65,448888,1,1,50 Brian Harrison Way 1606,M1P 4N7,Scarborough,43.7612,-79.2707,2
57,66,579900,1,1,1215 Bayly St 1110,L1V 2W8,Pickering,43.8605,-79.1618,2
58,67,799900,3,3,1800 Rex Heath Dr,L1X 2S9,Pickering,43.8558,-79.0972,2
59,69,748880,2,2,1486 Bathurst St 201,M6C 1A6,York,43.6915,-79.4307,2
60,70,625000,2,1,28 Ted Rogers Way 606,M4Y 2J4,Toronto,43.6656,-79.383,2
61,71,1550000,3,3,101 Walmer Rd,M5R 2X3,Toronto,43.6736,-79.4035,2
62,72,709000,3,2,151 Dan Leckie Way 906,M5V 4A7,Toronto,43.6404,-79.3995,2
63,73,899900,3,3,783 Rymal Rd,L4Y 3B7,Mississauga,43.6028,-79.5929,1
64,75,3889000,4,4,112 Watercrest Dr,L8E 0J7,Hamilton,43.2245,-79.6988,1
65,77,1199000,3,3,81 Hatt Crt,L9E 1H9,Halton,43.5168,-79.8829,1
66,78,999000,5,2,83 Centre St,K7L 5T9,Kingston,44.2955,-76.428,1
67,79,869900,4,3,106 Griselda Cres,L6S 4B7,Brampton,43.7379,-79.726,3
68,81,899900,5,3,17 Argyle Cres,L6T 2N8,Brampton,43.7196,-79.6854,3
69,82,1299900,4,3,101 Stoneylake Ave,L6V 4T3,Brampton,43.7059,-79.7626,3
70,83,1790000,4,2,63 Maplewood Rd,L5G 3H6,Mississauga,43.5647,-79.5852,1
71,84,1699000,7,5,24 Wexford Rd,L6Z 3M1,Brampton,43.7328,-79.7953,3
72,86,1499000,6,4,85 Pappain Cres,L6Z 4N8,Brampton,43.7328,-79.7953,3
73,87,999900,6,3,3242 Morning Star Dr,L4T 1X3,Mississauga,43.7139,-79.6434,1
74,88,2175000,3,3,121 Mill St,L4C 4A1,Richmond Hill ,43.8669,-79.4414,2
75,89,2300000,5,4,1421 Wakehurst Crescent Cres,L6J 7J8,Oakville,43.4757,-79.6591,1
76,90,899000,4,2,47 Campbell Ave,P6B 3A5,Sault Ste. ,46.5307,-84.3046,2
77,91,999999,4,3,49 Stollar Blvd,L4M 6Z4,Barrie,44.4001,-79.6663,3
78,92,1149000,5,5,153 Violet St,L4N 9M9,Barrie,44.3572,-79.6929,3
79,93,1100000,3,3,57 Lucerne Dr,N2E 1B4,Kitchener,43.4106,-80.5011,1
80,97,1199888,3,4,26 Ozner Cres,L4H 0Z4,Woodbridge,43.8432,-79.5644,2
81,102,829900,2,2,1 Burwell St,L1R 3M3,Whitby,43.9215,-78.9412,2
82,103,2199000,5,4,15 O'malley Cres,L1R 2A2,Whitby,43.9215,-78.9412,0
83,104,1449888,5,4,7 Greenbush Pl,L1R 3P8,Whitby,43.9215,-78.9412,0
84,105,700000,3,4,81 Magpie Way,L1N 2K6,Whitby,43.8721,-78.9273,2
85,106,2849000,4,5,65 Glenshaw Cres,M4B 0A2,East York ,43.7063,-79.3094,3
86,107,849000,5,4,2619 Toffee St,L7M 0H6,Burlington,43.4342,-79.8701,3
87,108,1290000,7,5,1290 Harlstone Cres,L1K 0S1,Oshawa,43.9251,-78.8287,0
88,109,2780000,4,3,7 Maureen Dr,M2K 1C3,North York ,43.7797,-79.3813,1
89,110,3399000,5,4,9 Barrydale Cres,M3B 1P7,Don Mills ,43.745,-79.359,3
90,111,2180000,7,3,465 Shaw St,M6G 1C5,Toronto,43.6683,-79.4205,0
91,112,689900,2,2,385 Prince Of Wales Dr 3509,L5B 0H7,Mississauga,43.5771,-79.6306,1
92,113,598000,2,2,1333 Bloor St 1812,L4Y 3H7,Mississauga,43.6028,-79.5929,1
93,114,799900,3,2,1300 Bloor St 2207,L4Y 3H7,Mississauga,43.6028,-79.5929,1
94,115,649000,3,2,18 Knightsbridge Rd 1602,L6T 5L6,Brampton,43.7196,-79.6854,3
95,116,419000,1,1,2900 Battleford Rd 412,L5N 6R7,Mississauga,43.5924,-79.7611,1
96,117,599900,3,2,25 Four Winds Dr 813,M3J 1V6,North York ,43.7694,-79.4921,1
97,118,799900,2,3,3455 Caplan Cres 22,L7N 3L5,Burlington,43.3512,-79.784,3
98,120,529900,2,2,90 Dale Ave 609,M1E 1N9,Scarborough,43.7678,-79.1866,2
99,121,1150000,3,2,10 Navy Wharf Crt 1112,M5V 3Y7,Toronto,43.6404,-79.3995,2
100,122,1100000,2,2,390 Cherry St 2607,M5A 3C4,Toronto,43.6555,-79.3626,2
101,123,690000,2,2,256 Doris Ave 2009,M2N 3Y2,Willowdale,43.7673,-79.4111,2
102,124,599900,2,1,17 Anndale Dr 1605,M2N 0C8,Willowdale,43.7673,-79.4111,2
103,125,545900,2,1,36 Forest Manor Rd 121,M2J 1M4,North York ,43.7801,-79.3479,1
104,126,669000,2,1,14 York St 5710,M5J 0E1,Toronto,43.623,-79.3936,2
105,127,886000,3,2,23 Sheppard Ave 510,M2N 0C8,Willowdale,43.7673,-79.4111,2
106,129,2249000,5,4,440 Bonny Meadow Rd,L6J 5W5,Oakville,43.4757,-79.6591,1
107,130,1799900,6,4,2096 Mayflower Blvd,L6H 2P2,Oakville,43.4881,-79.7098,1
108,133,1699000,7,4,27 Tamara Dr,L4S 1C6,Richmond Hill ,43.8985,-79.4143,0
109,134,1399900,8,4,31 Sesame St,M1W 1H8,Scarborough,43.8016,-79.3216,0
110,135,3498000,5,6,102 Harlandale Ave,M2N 6K9,Willowdale,43.7673,-79.4111,0
111,136,1388000,6,3,17 Baroness Cres,M2J 2W6,North York ,43.7801,-79.3479,1
112,137,2490000,5,5,19 Bobwhite Cres,M2L 2V2,North York ,43.7547,-79.3764,1
113,138,668800,3,2,400 Webb Dr 1107,L5B 3R2,Mississauga,43.5771,-79.6306,1
114,139,675000,2,1,251 Manitoba St 623,M8Y 4H5,Etobicoke,43.6325,-79.4939,3
115,140,649900,1,1,1230 Marlborough Crt 709,L6H 2R9,Oakville,43.4881,-79.7098,1
116,141,659000,3,2,190 Borough Dr 710,M1P 4X4,Scarborough,43.7612,-79.2707,2
117,142,599990,2,1,70 Forest Manor Rd 1701,M2J 1M4,North York ,43.7801,-79.3479,1
118,143,749000,2,2,111 Elizabeth St 1802,M5G 1P7,Toronto,43.6564,-79.386,2
119,145,699000,3,2,35 Jessica Dr,L2M 7Y2,St. Catharines ,43.196,-79.2161,2
120,146,1099999,4,6,1112 Edinburgh Dr,N4T 1R8,Woodstock,43.1485,-80.7319,0
121,148,1399900,3,3,28 Hands Dr,N1G 4M4,Guelph,43.5184,-80.2257,3
122,149,929900,7,3,181 Sanford Ave,K2C 0H5,Ottawa,45.3679,-75.7381,0
123,150,599900,2,1,57 Brucedale Ave,L2M 3A9,St. Catharines ,43.196,-79.2161,2
124,151,1399000,5,4,304 Amberwood Dr,N2T 2C6,Waterloo,43.453,-80.5692,0
125,153,1190000,4,4,602 Hammond St,L9V 3M7,Orangeville,43.9597,-80.1079,1
126,154,2399913,4,4,116 Elbern Markell Dr,L6X 0X5,Brampton,43.6665,-79.8054,3
127,155,3490000,4,4,145 Wolfdale Ave,L6L 1Y9,Oakville,43.4032,-79.7186,1
128,157,1699000,6,4,66 Treeline Blvd,L6R 0M5,Brampton,43.7592,-79.7605,3
129,158,1699000,8,5,48 Newbury Cres,L6S 4J8,Brampton,43.7379,-79.726,3
130,160,1389900,5,4,417 Tailfeather Cres,L4Z 3C3,Mississauga,43.6192,-79.6538,1
131,161,999000,4,4,47 Montjoy Cres,L6S 3E3,Brampton,43.7379,-79.726,3
132,166,1299000,6,4,418 Via Campanile,L4H 0X9,Woodbridge,43.8432,-79.5644,0
133,167,920000,4,4,90 Knight St,M4C 3E7,East York ,43.6913,-79.3116,3
134,168,1280000,6,5,57 Carl Cres,M1W 3R6,Scarborough,43.8016,-79.3216,0
135,169,949996,4,3,1978 Faylee Cres,L1V 3B4,Pickering,43.8605,-79.1618,2
136,170,999900,3,3,14 Rushlands Cres,L1R 2K5,Whitby,43.9215,-78.9412,2
137,171,1099999,4,3,4 Sargeant Ave,L1Z 0G7,Ajax,43.8773,-79.0055,3
138,172,1088800,6,2,7 Barrymore Rd,M1J 1T3,Scarborough,43.7464,-79.2323,2
139,173,499900,2,1,2093 Fairview St,L7R 2J6,Burlington,43.375,-79.8434,3
140,174,549000,3,2,1625 Bloor St 1216,L4X 1S5,Mississauga,43.6178,-79.5786,1
141,175,799888,3,2,4699 Glen Erin Dr 710,L5M 4G8,Mississauga,43.5637,-79.7202,1
142,177,899900,2,2,2 Toronto St 611,N1E 3E9,Guelph,43.5677,-80.2418,3
143,178,968000,3,4,26 Linda Way,L3R 1Z9,Markham,43.8479,-79.3288,1
144,180,690000,2,2,8763 Bayview Ave 711,L4B 4V9,Richmond Hill ,43.8582,-79.3985,2
145,181,449000,1,1,1600 Charles St 710,K6J 2H5,Cornwall,45.0223,-74.7569,3
146,182,490000,2,2,100 Wingarden Crt 304,M1B 1Y3,Scarborough,43.8113,-79.193,2
147,183,480000,2,2,100 Wingarden Crt 1413,M1B 1Y3,Scarborough,43.8113,-79.193,2
148,184,998000,3,2,115 Blue Jays Way 3202,M5V 1J6,Toronto,43.6404,-79.3995,2
149,185,949000,2,2,701 Sheppard Ave 622,L1V 1A9,Pickering,43.8605,-79.1618,2
150,186,699999,2,1,21 Grand Magazine St 719,M5V 1B3,Toronto,43.6404,-79.3995,2
151,187,656535,2,1,2 Church St #2301,M5E,Toronto,43.6456,-79.3754,2
152,188,599000,1,1,60 Berwick Ave 701,M4S 2C6,Toronto,43.702,-79.3853,2
153,189,1249000,6,5,290 Powell Rd,N3T 0J9,Brant,43.131,-80.3254,3
154,190,949000,3,2,94 Regency Dr,N7M 5J7,Chatham,42.4238,-82.1183,3
155,191,1299000,8,3,37 Chaplin Ave,L2R 5Y5,St. Catharines ,43.1419,-79.2966,0
156,192,1099000,5,4,91 Hands Dr,N1G 4M4,Guelph,43.5184,-80.2257,3
157,193,1150000,4,1,16 Randy Ave,L9W 5J6,Orangeville,43.9702,-80.016,1
158,194,649900,3,2,5785 Spring St,L2G 1S9,Niagara Falls ,43.0696,-79.0818,1
159,195,1295000,4,4,6 Evangelista Crt,L2N 2T1,St. Catharines ,43.1923,-79.2559,0
160,196,899900,7,2,34 Dalewood Cres,L8S 4C6,Hamilton,43.2606,-79.9161,1
161,197,799900,6,3,15 Haddon Ave,M1N 2J1,Scarborough,43.6952,-79.2646,0
162,200,999999,3,3,39 Olivia St,P3N 1K7,Greater Sudbury ,46.5845,-81.0029,3
163,201,875000,3,2,11 Geneva Dr,L9C 1N4,Hamilton,43.2313,-79.9049,1
164,202,359900,4,2,61 Talbot St,N1G 1B3,Guelph,43.5184,-80.2257,3
165,204,509900,3,1,120 Westchester Ave,L2R 3M1,St. Catharines ,43.1419,-79.2966,2
166,205,749900,5,1,419 Brown St,P7E 5M4,Thunder Bay ,48.3684,-89.284,2
167,206,849900,4,3,30 Rapids Lane,L5G 1H9,Mississauga,43.5647,-79.5852,1
168,207,799900,4,3,92 Fairview Ave,M6P,Toronto,43.6605,-79.4633,2
169,209,999900,4,4,199 Green Vista Dr,N1T 1Z7,Cambridge,43.3849,-80.2833,3
170,210,539000,3,2,592 Lambton St,N9E 1B6,Windsor,42.2652,-83.0314,2
171,211,2198000,4,2,69 Cait Crt,L9G 1L8,Ancaster,43.1836,-79.9902,3
172,216,699900,3,3,690 Zermatt Dr,N2T 3A3,Waterloo,43.453,-80.5692,2
173,217,950000,6,3,78 Youngman Dr,N1G 4W7,Guelph,43.5184,-80.2257,3
174,218,899900,3,4,6045 Ernest Cres,L2H 1H4,Niagara Falls ,43.1009,-79.1379,1
175,220,995000,5,2,669 Cumberland Ave,L7N 3P1,Burlington,43.3512,-79.784,3
176,221,1100000,3,3,99 Harvest Moon Dr,L3R 3R5,Markham,43.8479,-79.3288,1
177,222,999000,5,2,150 Voltarie Cres,L5A 1Y6,Mississauga,43.5883,-79.6091,1
178,223,1100000,3,3,66 Ludstone Dr,M9R 2J2,Etobicoke,43.6898,-79.5582,3
179,224,999000,3,1,1196 Stanley Dr,L7P 1B6,Burlington,43.3806,-79.886,3
180,225,1398000,4,2,24 Rothsay Ave,M8Z 2G6,Etobicoke,43.6256,-79.5231,3
181,228,789900,3,2,643 Lomond Cres,L7L 1X7,Burlington,43.3799,-79.7668,3
182,229,1199000,3,2,75 Elder Ave 51,M8V 3M1,Toronto,43.6075,-79.5013,2
183,232,899900,4,3,107 Meadow Dr,L9W 4V2,Orangeville,43.9702,-80.016,1
184,234,1149000,4,4,1145 Treetop Terr,L6M 3N2,Oakville,43.4464,-79.7593,1
185,236,999999,3,2,5 Darlington Cres,L6T 2Y9,Brampton,43.7196,-79.6854,3
186,237,890000,3,2,143 Arleta Ave,M3L 1Z5,Downsview,43.7334,-79.5116,3
187,238,1199000,5,4,30 Meadowlark Dr,L9A 2N9,Hamilton,43.2271,-79.871,1
188,239,1299900,5,2,1553 Waterdown Rd,L7P 5A6,Burlington,43.3806,-79.886,3
189,240,4150000,5,5,441 Wedgewood Dr,L6J 3L6,Oakville,43.4757,-79.6591,0
190,241,1695000,4,3,2340 Britannia Rd,L7P 0J1,Burlington,43.3806,-79.886,3
191,242,1599000,6,4,73 Sparta Dr,L6P 2S4,Brampton,43.7942,-79.7021,3
192,243,949900,3,3,4 Myrtle Crt,L6S 4B1,Brampton,43.7379,-79.726,3
193,244,1199999,4,4,44 Jordensen Dr,L6X 0S1,Brampton,43.6665,-79.8054,3
194,246,999000,3,2,19 Mayfair Cres,L8S 4E4,Hamilton,43.2606,-79.9161,1
195,247,1099900,5,3,53 Cavendish Cres,L6T 1V6,Brampton,43.7196,-79.6854,3
196,248,1688000,4,3,342 Wisteria Way,L6M,Oakville,43.4464,-79.7593,1
197,249,799900,4,2,81 Princess St,K7L 1A6,Kingston,44.2955,-76.428,1
198,250,1199999,5,3,7375 Sills Rd,L4T 0A4,Mississauga,43.7139,-79.6434,1
199,251,1550000,4,3,2009 Delaney Dr,L5J 2Z1,Mississauga,43.5102,-79.6296,1
200,253,4399000,5,4,1469 Broadmoor Ave,L5G 3R2,Mississauga,43.5647,-79.5852,1
201,254,1395000,4,5,12 Perdita Rd,L6Y 6B1,Brampton,43.6249,-79.7876,3
202,256,1199999,4,4,78 Wildberry Cres,L6R 1L9,Brampton,43.7592,-79.7605,3
203,257,699900,2,1,5183 Severn Pines Cres,L0K 2B0,Lake Simcoe ,44.6233,-79.1235,1
204,258,2799000,4,3,288 Steeles Line,L0K 1E0,Lake Simcoe ,44.6233,-79.1235,1
205,261,1849000,4,4,125 Second Ave,K1S 2H2,Ottawa,45.399,-75.6871,1
206,262,845000,3,2,297 Dalhousie St,K1N 7E5,Ottawa,45.4289,-75.6844,1
207,264,1349000,4,3,46 Starr Cres,N3C 1Y9,Cambridge,43.4389,-80.2649,3
208,265,1290000,3,4,44 Bawden Dr,L4S 1N5,Richmond Hill ,43.8985,-79.4143,0
209,269,1480000,4,3,5 Amos Crt,L6E 2G1,Markham,43.9002,-79.2676,1
210,272,998000,5,4,9 Ray St,L3R 5T5,Markham,43.8479,-79.3288,1
211,273,1680000,5,3,213 Douglas Rd,L4E 0T7,Richmond Hill ,43.9394,-79.4349,0
212,274,1198000,3,4,62 Rosario Dr,L4H 2W8,Woodbridge,43.8432,-79.5644,2
213,275,1980000,4,3,12 Queensborough Crt,L4E 3L2,Richmond Hill ,43.9394,-79.4349,2
214,276,899000,3,3,228 Vivant St,L3X 3G6,Newmarket,44.0433,-79.4912,1
215,277,1999000,5,3,662 Duclos Point Rd,L0E 1N0,Lake Simcoe ,44.3199,-79.2778,1
216,278,1388000,4,3,122 Viscount Dr,L6C 2E6,Markham,43.9045,-79.3392,1
217,279,1999000,2,2,70 Douglas Rd,L4E 0T7,Richmond Hill ,43.9394,-79.4349,2
218,281,1388900,5,4,55 New Yorkton Ave,L6C 0T3,Markham,43.9045,-79.3392,1
219,282,1299999,5,4,15 Houndtrail Dr,M1C 3T7,Scarborough,43.7878,-79.1564,0
220,283,1580000,3,3,174 Wheeler Ave,M4L 1V5,Toronto,43.6693,-79.3155,2
221,285,899900,4,3,7 Clinton Crt,L1C 5C6,Bowmanville,43.9714,-78.7095,3
222,287,1199000,4,3,282 Queensdale Ave,M4C 3E7,East York ,43.6913,-79.3116,3
223,288,1199999,4,4,3 Weldon St,L1R 2A1,Whitby,43.9215,-78.9412,0
224,289,1318000,3,2,180 Drayton Ave,M4C 1H8,East York ,43.6913,-79.3116,3
225,290,1150000,4,2,318 Rouge Highlands Dr,M1C 2W5,Scarborough,43.7878,-79.1564,2
226,291,1050000,4,4,1315 Gull Crossing,L1W 1W7,Pickering,43.8197,-79.0803,0
227,292,998999,4,3,12 Thackery Dr,L1T 0B4,Ajax,43.8843,-79.0534,3
228,293,799000,4,4,1011 Southport Dr,L1H 7Z4,Oshawa,43.9721,-78.8837,1
229,294,1188800,6,5,61 Rubic Cres,M1S 1V7,Scarborough,43.7946,-79.2644,0
230,295,1148000,6,2,3786 Lawrence Ave,L8G 2E9,Hamilton,43.2164,-79.7423,1
231,296,1149000,4,3,151 Underwood Dr,L1M 1E8,Whitby,43.9566,-78.9779,2
232,297,749000,3,2,809 Wolfberry Crt,L1K 1X8,Oshawa,43.9251,-78.8287,1
233,298,799990,4,3,78 Sidney Rundle Ave,L1C 4J1,Bowmanville,43.9714,-78.7095,3
234,299,699900,4,4,85 Magpie Way,L1N 2K6,Whitby,43.8721,-78.9273,0
235,301,699900,5,2,708 Carnegie Ave,L1G 4V5,Oshawa,43.9233,-78.8684,1
236,302,1680000,6,6,70 Taunton Rd,M4S 2P2,Toronto,43.702,-79.3853,0
237,303,1299000,4,2,6 Wanstead Ave,M1L 4N7,Scarborough,43.7122,-79.2843,2
238,304,999999,5,2,91 Snowball Cres,M1B 1H3,Scarborough,43.8113,-79.193,2
239,306,1999900,4,3,642 Conlin Rd,L1R 2K5,Whitby,43.9215,-78.9412,2
240,307,999999,3,2,13 Alma Ave,M6J 3L2,Toronto,43.648,-79.4177,2
241,308,1468000,4,4,8 Clairtrell Rd,M2N 3H5,Willowdale,43.7673,-79.4111,0
242,309,1699000,5,3,6 Francine Dr,M2H 2G6,North York ,43.8015,-79.3577,1
243,310,2698888,4,4,19 Daleena Dr,M3A 2P5,North York ,43.7545,-79.33,1
244,311,2599000,3,3,110 Hillhurst Blvd,M5N 2R1,Toronto,43.7113,-79.4195,2
245,312,1788800,4,2,24 Meadowglade Cres,M2J 1H5,North York ,43.7801,-79.3479,1
246,313,3499000,6,4,73 Oriole Pkwy,M4V 1W6,Toronto,43.6861,-79.4025,0
247,314,9500000,7,10,10 Berkindale Dr,L8G 5G3,Hamilton,43.2164,-79.7423,0
248,316,2338800,3,1,284 Parkview Ave,M2N 3Y2,Willowdale,43.7673,-79.4111,2
249,317,399900,2,1,215 Glenridge Ave 207,L2T 3J7,St. Catharines ,43.1313,-79.2317,2
250,318,699900,3,2,55 Duke St,P7A 8C7,Thunder Bay ,48.4601,-89.2035,2
251,320,699900,3,2,270 Melvin Ave 33,L8H 5X7,Hamilton,43.2596,-79.7925,1
252,321,699000,2,2,60 George Butchart Dr 605,M3K 0A5,Toronto,43.739,-79.4692,2
253,322,699000,3,2,310 Burnhamthorpe Rd 301,M9B 1Z9,Etobicoke,43.6505,-79.5517,3
254,323,599000,2,2,17 Zorra St 307,M8Z 1R6,Etobicoke,43.6256,-79.5231,3
255,324,449900,2,1,3105 Queen Frederica Dr 801,L4Y 2C1,Mississauga,43.6028,-79.5929,1
256,325,699500,3,1,816 Lansdowne Ave 1203,M6H 3Z6,Toronto,43.6655,-79.4378,2
257,326,980000,2,2,408 Browns Line 201,M8W 3T7,Etobicoke,43.6021,-79.5402,3
258,327,799990,2,2,70 Annie Craig Dr 313,M8V 1A2,Toronto,43.6075,-79.5013,2
259,328,599990,2,2,220 Burnhamthorpe Rd 1904,M9B 1T6,Etobicoke,43.6505,-79.5517,3
260,329,799999,2,2,70 Annie Craig Dr 203,M8V 1A2,Toronto,43.6075,-79.5013,2
261,332,569999,3,2,234 Albion Rd 304,M9W 6A5,Etobicoke,43.7144,-79.5909,3
262,333,629000,2,2,58 Lakeside Terr 301,L4M 0J2,Barrie,44.4001,-79.6663,3
263,336,599999,2,1,3600 Highway 7 327,L3R 0G6,Markham,43.8479,-79.3288,1
264,340,799000,4,3,2800 Midland Ave 26,M1V 0B8,Scarborough,43.8177,-79.2819,2
265,341,899000,2,3,1460 Whites Rd 414,L1V 1G2,Pickering,43.8605,-79.1618,2
266,342,629000,2,1,104 Petra Way 2,L1R 3G8,Whitby,43.9215,-78.9412,2
267,343,399900,1,1,5 Massey Sq 1101,M4C 5M9,East York ,43.6913,-79.3116,3
268,344,699900,2,1,70 Queens Wharf Rd 3011,M5V 2V6,Toronto,43.6404,-79.3995,2
269,345,1900000,3,3,492 Eglinton Ave 1202,M9R 3V7,Etobicoke,43.6898,-79.5582,3
270,346,649900,2,1,8 Mercer St 601,M5V 1J5,Toronto,43.6404,-79.3995,2
271,347,565000,1,1,20 Bruyeres Mews 719,M5V 0G7,Toronto,43.6404,-79.3995,2
272,348,688000,3,2,3237 Bayview Ave 911,M2M 3R7,Willowdale,43.7915,-79.4103,2
273,349,638000,2,1,390 Cherry St 708,M5A 3C4,Toronto,43.6555,-79.3626,2
274,351,599888,2,1,89 Mccaul St 515,M5T 2W7,Toronto,43.6541,-79.3978,2
275,352,819800,2,2,260 Merton St 901,M4S 1A9,Toronto,43.702,-79.3853,2
276,353,899900,2,1,458 Richmond St 1303,L2V 4N1,St. Catharines ,43.1142,-79.2035,2
277,354,819000,2,2,36 Forest Manor Rd 624,M2J 1M4,North York ,43.7801,-79.3479,1
278,355,699000,2,2,8 The Esplanade 1312,M5E 1A7,Toronto,43.6456,-79.3754,2
279,356,1680000,3,3,29 Queens Quay 616,M5E,Toronto,43.6456,-79.3754,2
280,357,1150000,1,2,20 Scrivener Sq 716,M4W 2L9,Toronto,43.6827,-79.373,2
281,358,418000,1,1,720 Spadina Ave 801,M5S 2J2,Toronto,43.6629,-79.3987,2
282,360,750000,2,1,115 Blue Jays Way 610,M5V 1J6,Toronto,43.6404,-79.3995,2
