,index,Price,Beds,Baths,Address,Postal_Code,City,Latitude,Longitude,Cluster
615,819,1198000,4,2,1 Templar Dr,M9R 1H1,Etobicoke,43.6898,-79.5582,3
616,820,1150000,3,3,3272 Council Ring Rd,L5L 4X9,Mississauga,43.5373,-79.6903,1
617,821,999900,2,1,158 Fifth St,M8V 2Z3,Toronto,43.6075,-79.5013,2
618,822,1599900,6,4,746 Twain Ave,L5W 1M1,Mississauga,43.6313,-79.7148,1
619,823,1199000,4,2,11 Belgate Pl,M9C 3Z7,Etobicoke,43.6437,-79.5767,3
620,826,1998500,3,3,2220 Colonel William Pkwy,L6M 0B7,Oakville,43.4464,-79.7593,1
621,828,938900,3,2,5439 Spruce Ave,L7L 4L8,Burlington,43.3799,-79.7668,3
622,829,1099000,4,2,59 Innes Ave,M6E 1R6,York,43.6889,-79.4507,2
623,830,999000,4,2,380 Rogers Rd,M6N,York,43.6748,-79.4839,2
624,831,1299900,4,2,643 Glen Moor Cres,L7N 3L5,Burlington,43.3512,-79.784,3
625,832,1149000,5,2,9 Mallard Cres,L6S 3L5,Brampton,43.7379,-79.726,3
626,833,799900,5,2,73 Marion St,M6R 2K6,Toronto,43.6469,-79.4521,2
627,836,849900,4,3,33 Basildon Cres,M1M 1T2,Scarborough,43.7247,-79.2312,2
628,837,949000,4,5,247 Montgomery Blvd,L9W 0V1,Orangeville,43.9702,-80.016,1
629,838,999900,4,3,6 Belcourt Ave,L4M 2E7,Barrie,44.4001,-79.6663,3
630,840,999999,4,3,19 Brookfield Cres,N2G 4E3,Kitchener,43.4443,-80.4891,1
631,841,749900,3,3,369 Essa Rd 104,L4N 9J0,Barrie,44.3572,-79.6929,3
632,842,999999,3,3,29 Allsop Cres,L4N 9N7,Barrie,44.3572,-79.6929,3
633,843,2495000,2,1,187 Florence Ave,M2N 1E8,Willowdale,43.7673,-79.4111,2
634,844,699900,3,2,481 Leacock Dr,L4N 5G4,Barrie,44.3572,-79.6929,3
635,847,899900,3,3,117 Trail Blvd,L4N 7Y3,Barrie,44.3572,-79.6929,3
636,848,949000,3,3,25 Mabern St,L4N 8G1,Barrie,44.3572,-79.6929,3
637,849,1079900,3,3,12 Monica Crt,L4L 7N7,Woodbridge,43.8064,-79.5995,2
638,853,849000,5,2,50 Lindsay Ave,L3Y 2Y7,Newmarket,44.0565,-79.4555,1
639,854,1188000,2,2,30 Cliveden Pl,L6C 2Z8,Markham,43.9045,-79.3392,1
640,857,1250000,3,2,307 Main St,L2N 4W1,St. Catharines ,43.1923,-79.2559,2
641,859,1849888,5,4,61 Casa Nova Dr,L4H 3A2,Woodbridge,43.8432,-79.5644,0
642,864,1499000,4,3,277 Narinia Cres,L3X 1H8,Newmarket,44.0433,-79.4912,1
643,865,999000,3,4,244 Flagstone Way,L3Y 8S1,Newmarket,44.0565,-79.4555,1
644,866,998000,3,4,102 Belinda Sq,M1W 3M9,Scarborough,43.8016,-79.3216,0
645,867,1100000,4,4,56 Lahaye Dr,L1P 1J1,Whitby,43.8866,-78.975,0
646,868,1139000,3,2,42 Ashdale Ave,M4L 1Z6,Toronto,43.6693,-79.3155,2
647,869,785000,3,2,50 Rosalynne Ave,L1C 3Y8,Bowmanville,43.9714,-78.7095,3
648,870,999999,5,3,836 Moretta Ave,L1W 2K2,Pickering,43.8197,-79.0803,0
649,871,750000,3,3,98 Coho Dr,L1P 1P7,Whitby,43.8866,-78.975,2
650,872,749900,3,3,78 Harbourside Dr,L1N 0H1,Whitby,43.8721,-78.9273,2
651,873,1399000,4,3,423 Leslie St,M4M 2A1,Toronto,43.6561,-79.3406,2
652,874,1349888,4,4,103 Roberson Dr,L1T 4N1,Ajax,43.8843,-79.0534,3
653,875,1400000,5,4,14 Bray Dr,L1Z 1H1,Ajax,43.8773,-79.0055,3
654,876,1099000,3,2,185 Glenmount Park Rd,M4L 1V3,Toronto,43.6693,-79.3155,2
655,877,999000,3,1,19 Condor Ave,M4J 3G4,Toronto,43.6872,-79.3368,2
656,878,899000,4,3,57 Pembry Dr,L1S 6S2,Ajax,43.8404,-79.0251,3
657,879,1299900,5,4,16 Tanis Cres,M1C 1K9,Scarborough,43.7878,-79.1564,0
658,880,1475000,3,3,49 Cliffcrest Dr,M1M 1A3,Scarborough,43.7247,-79.2312,2
659,881,599999,3,2,210 Greenwood Ave,M4L 1Y7,Toronto,43.6693,-79.3155,2
660,882,999000,4,3,336 Britannia Ave,L1G 7Y6,Oshawa,43.9233,-78.8684,1
661,883,949900,5,2,43 Jennings Dr,L1C 5B8,Bowmanville,43.9714,-78.7095,3
662,884,499900,2,1,248 Verdun Rd,L1H 2C6,Oshawa,43.9721,-78.8837,1
663,885,1000000,4,3,2368 Equestrian Cres,L5M 6R8,Mississauga,43.5637,-79.7202,1
664,886,1089000,4,3,41 Morning Glory Cres,L1N 3K6,Whitby,43.8721,-78.9273,2
665,888,649900,3,2,1300 Scugog Ave,L1J 1G5,Oshawa,43.8852,-78.8771,1
666,889,849000,3,2,313 Chestnut St,M5G 1C7,Toronto,43.6564,-79.386,2
667,890,668000,3,1,101 Arlington Ave,L1G 2C4,Oshawa,43.9233,-78.8684,1
668,891,899000,4,4,26 Rickaby St,L1C 5J6,Bowmanville,43.9714,-78.7095,3
669,892,1088888,4,3,46 Carl Cres,M1W 3R6,Scarborough,43.8016,-79.3216,2
670,893,998000,3,2,108 Packard Blvd,M1P 4N7,Scarborough,43.7612,-79.2707,2
671,894,599900,3,1,116 Wellington Ave,L7R 2X2,Burlington,43.375,-79.8434,3
672,895,1799000,4,4,177 Sammon Ave,M4J 3P8,Toronto,43.6872,-79.3368,0
673,896,749000,3,3,30 Plantation Crt,L1P 1M1,Whitby,43.8866,-78.975,2
674,897,579900,3,1,1143 Church St,L1B 1H1,Bowmanville,43.9235,-78.5457,3
675,898,829000,3,3,11 Hammond St,N5P 2A6,St. Thomas ,42.7779,-81.1769,2
676,899,699900,3,2,69 Fry Cres,L1C 0A1,Bowmanville,43.9714,-78.7095,3
677,900,1199000,5,4,1791 Silver Maple Dr,L1V 6W7,Pickering,43.8605,-79.1618,0
678,901,2288000,4,3,8 Citation Dr,M2K 1W4,North York ,43.7797,-79.3813,1
679,902,6490000,6,9,2 Carnwath Cres,M2P 2E3,North York ,43.75,-79.3978,0
680,904,575000,2,2,190 Hespeler Rd 1505,N1R 3H3,Cambridge,43.3666,-80.2239,3
681,905,789000,2,2,4655 Glen Erin Dr 1206,L5M 4G8,Mississauga,43.5637,-79.7202,1
682,906,419900,1,1,5170 Winston Churchill Blvd 105,L5M 7M4,Mississauga,43.5637,-79.7202,1
683,907,449999,3,2,28 Rexdale Blvd 16,M9W 3W7,Etobicoke,43.7144,-79.5909,3
684,908,589900,2,1,5020 Corporate Dr 217,L7L 7L6,Burlington,43.3799,-79.7668,3
685,909,1250000,2,2,39 Annie Craig Dr 416,M8V 1A2,Toronto,43.6075,-79.5013,2
686,910,949999,4,3,16 Orchard Park Gate,L6R 2W8,Brampton,43.7592,-79.7605,3
687,911,799000,4,2,34 Springside Way,M3M 2W9,Downsview,43.7319,-79.4928,3
688,912,570000,3,2,40 Panorama Crt 604,M9V 3A8,Etobicoke,43.7432,-79.5876,3
689,913,819900,2,2,60 C Line 112,L9W 3N8,Orangeville,43.9702,-80.016,1
690,914,569000,1,1,4065 Brickstone Mews 208,L5B 0A1,Mississauga,43.5771,-79.6306,1
691,915,599999,2,1,349 Rathburn Rd 2111,M9B 2R5,Etobicoke,43.6505,-79.5517,3
692,916,249900,1,1,44 Longbourne Dr 101,M9R 3T9,Etobicoke,43.6898,-79.5582,3
693,919,510000,2,1,12 Laurelcrest St 1005,L6T 5P1,Brampton,43.7196,-79.6854,3
694,920,799000,2,2,3078 Sixth Line 331,L6H 0G6,Oakville,43.4881,-79.7098,1
695,921,759000,3,2,240 Scarlett Rd 1103,M6N,York,43.6748,-79.4839,2
696,922,499000,1,1,3515 Kariya Dr 1910,L5B 1M5,Mississauga,43.5771,-79.6306,1
697,923,649000,3,2,4460 Tucana Crt 1109,L4Z 3M2,Mississauga,43.6192,-79.6538,1
698,924,649000,3,2,295 Cundles Rd 409,L4M 3A0,Barrie,44.4001,-79.6663,3
699,925,449000,2,1,235 Ferndale Dr 16,N7V 2A9,Sarnia,42.9998,-82.3926,2
700,928,950000,3,2,85 Wellington St 403,N6B 2N5,London,42.9835,-81.2386,1
701,929,699900,3,2,4 Pottle Lane,L1S 7N6,Ajax,43.8404,-79.0251,3
702,930,670000,2,2,8 Mondeo Dr 907,M1P 2W1,Scarborough,43.7612,-79.2707,2
703,931,579900,3,2,121 Ling Rd 1401,M1E 4S6,Scarborough,43.7678,-79.1866,2
704,932,799000,4,3,2588 Bromus Path 136,L1L 0R1,Oshawa,43.9581,-78.8972,1
705,933,725000,2,1,1215 Bayly St 806,L1V 2W8,Pickering,43.8605,-79.1618,2
706,934,1525000,2,2,35 Boardwalk Dr 424,M4L 1P3,Toronto,43.6693,-79.3155,2
707,935,1239900,3,2,200 Woodbine Ave 209,M4L 2C2,Toronto,43.6693,-79.3155,2
708,936,695000,2,1,1190 Dundas St 414,L7P 4C3,Burlington,43.3806,-79.886,3
709,937,650000,3,3,1235 Radom St 25,L1W 1J6,Pickering,43.8197,-79.0803,2
710,938,1549900,2,2,9 Boardwalk Dr 121,M4L 1P3,Toronto,43.6693,-79.3155,2
711,939,399900,1,1,1 Massey Sq 2612,M4C 5M9,East York ,43.6913,-79.3116,3
712,941,729000,2,1,39 Brant St 211,M5V 3N1,Toronto,43.6404,-79.3995,2
713,942,525000,1,1,318 King St 414,L3Y 4V9,Newmarket,44.0565,-79.4555,1
714,943,979000,3,2,600 Queens Quay 521,M5V 2Y3,Toronto,43.6404,-79.3995,2
715,944,499000,1,1,69 Lynn Williams St 210,M6K 3R9,Toronto,43.6383,-79.4301,2
716,946,548000,1,1,22 Leader Lane 327,N1E 0H9,Guelph,43.5677,-80.2418,1
717,947,1488000,2,2,543 Richmond Street West St #211,M5H 3W4,Toronto,43.6496,-79.3833,2
718,948,899000,3,2,14 York St 2801,M5J 0E1,Toronto,43.623,-79.3936,2
719,949,788800,2,2,505 Richmond St 729,N6A 3E6,London,42.9976,-81.2563,1
720,950,779000,2,1,111 Elizabeth St 912,M5G 1P7,Toronto,43.6564,-79.386,2
721,951,699900,1,1,197 Yonge St 4704,M5C 3G7,Toronto,43.6513,-79.3756,2
722,952,838800,2,1,11 Wellesley St 1004,L8R 2Y6,Hamilton,43.2726,-79.8792,1
723,954,629000,2,1,264 Seaton St 100,M5A 2E7,Toronto,43.6555,-79.3626,2
724,955,599000,2,2,38 Joe Shuster Way 1701,M6K 0A5,Toronto,43.6383,-79.4301,2
725,956,609880,2,1,576 Front St 512,L1H 3M2,Oshawa,43.9721,-78.8837,1
726,957,999913,5,3,8320 Feren Dr,L2H 1H3,Niagara Falls ,43.1009,-79.1379,1
727,958,825000,2,2,23 Hastings Blvd,N1E 5H5,Guelph,43.5677,-80.2418,3
728,959,1199900,3,4,3008 Max Khan Blvd,L6H 7A2,Oakville,43.4881,-79.7098,1
729,960,2388800,5,5,18 Beacon Hill Dr,L6X 0B3,Brampton,43.6665,-79.8054,3
730,961,699000,3,3,19 Gleneaden Crt,L6S 1G3,Brampton,43.7379,-79.726,3
731,962,1299000,6,4,24 Mayall Ave,M3L 1C9,Downsview,43.7334,-79.5116,3
732,963,1288999,3,4,3 Beresford Cres,L6P 2L7,Brampton,43.7942,-79.7021,3
733,964,1699000,5,4,6 Alana Dr,L4N 7Y3,Barrie,44.3572,-79.6929,3
734,966,1680000,4,4,9 Plantain Lane,L4E 0C9,Richmond Hill ,43.9394,-79.4349,0
735,970,1688800,7,4,118 Elson St,L3S 3B8,Markham,43.8486,-79.2617,1
736,973,1899000,6,4,265 Jelley Ave,L3X 1S3,Newmarket,44.0433,-79.4912,1
737,975,1190000,3,3,69 Bawden Dr,L4S 1N5,Richmond Hill ,43.8985,-79.4143,2
738,976,1199000,4,4,339 William Graham Dr,L3X 2K3,Newmarket,44.0433,-79.4912,1
739,977,1688000,6,4,2 Loyal Blue Cres,L4S 1A2,Richmond Hill ,43.8985,-79.4143,0
740,980,699900,3,3,127 Wagner Cres,L7R 1T8,Burlington,43.375,-79.8434,3
741,982,950000,3,3,857 Glenbrae St,L1J 3J0,Oshawa,43.8852,-78.8771,1
742,983,799000,4,3,331 Bluejay Cres,L1G 6X4,Oshawa,43.9233,-78.8684,1
743,984,799900,3,3,264 Swindells St,L1C 0E2,Bowmanville,43.9714,-78.7095,3
744,985,998888,3,2,231 Cornwallis Crt,L1H 7J2,Oshawa,43.9721,-78.8837,1
745,986,999000,3,3,63 Enchanted Hills Cres,M1V 4E7,Scarborough,43.8177,-79.2819,2
746,987,1198800,5,6,106 Wintermute Blvd,M1W 3M9,Scarborough,43.8016,-79.3216,0
747,988,669900,4,1,289 Ballard St,L1H 3S6,Oshawa,43.9721,-78.8837,1
748,989,799000,2,2,665 Cricklewood Dr 715,L1K 1M2,Oshawa,43.9251,-78.8287,1
749,990,899000,3,3,18 Applewood Lane 19,M9C 5S3,Etobicoke,43.6437,-79.5767,3
750,991,799000,3,4,2555 Thomas St 76,L5M 5G8,Mississauga,43.5637,-79.7202,1
751,993,599000,1,1,30 Roehampton Ave 1907,M4P 2C9,Toronto,43.7135,-79.3887,2
752,994,658000,2,1,205 Frederick St 1104,M5A 4M5,Toronto,43.6555,-79.3626,2
753,995,699999,3,3,118 Finch Ave 3,M2N 2J2,Willowdale,43.7673,-79.4111,2
754,996,579900,1,2,50 Lynn Williams St 212,M6K 3R9,Toronto,43.6383,-79.4301,2
755,997,660000,2,1,70 Queens Wharf Rd 1811,M5V 2V6,Toronto,43.6404,-79.3995,2
756,998,699999,1,1,170 Chiltern Hill Rd 511,M6C 1W4,York,43.6915,-79.4307,2
757,1000,849900,3,3,3860 Ryan Ave,N1E 4M9,Guelph,43.5677,-80.2418,3
758,1001,699900,3,3,7770 Redbud Lane,L2H 0Z2,Niagara Falls ,43.1009,-79.1379,1
759,1002,1197000,4,3,275 Hixon Rd,L8K 6N3,Hamilton,43.2211,-79.7994,1
760,1003,1699900,7,4,40 Treeline Blvd,L6R 0M5,Brampton,43.7592,-79.7605,3
761,1004,999000,3,4,8 Menoke Crt,L6Z 4N2,Brampton,43.7328,-79.7953,3
762,1005,849500,4,2,35 Avondale Blvd,L6T 1L7,Brampton,43.7196,-79.6854,3
763,1007,2388000,3,5,39 Oakwood Ave,M6H 2M1,Toronto,43.6655,-79.4378,0
764,1008,949900,3,4,6450 Hampden Woods Rd,L5N 6X3,Mississauga,43.5924,-79.7611,1
765,1009,3199000,4,6,1178 Randolf Gate,L5H 4L8,Mississauga,43.5419,-79.6164,1
766,1010,999000,3,4,3 Penguin Lane,L6R 2G3,Brampton,43.7592,-79.7605,3
767,1011,1998000,5,4,3656 Sawmill Valley Dr,L5L 2Z5,Mississauga,43.5373,-79.6903,1
768,1012,1649999,5,4,14 Fenchurch Dr,L6P 1A1,Brampton,43.7942,-79.7021,3
769,1013,649900,3,3,84 Brucker Rd,L4N 6A9,Barrie,44.3572,-79.6929,3
770,1014,899900,5,4,293 Matchedash St,L0K 1E0,Lake Simcoe ,44.6233,-79.1235,1
771,1015,1288000,5,3,4 Graham Cres,L6S 3L6,Brampton,43.7379,-79.726,3
772,1016,2698999,6,3,70 Pickett Cres,L4N 8A8,Barrie,44.3572,-79.6929,3
773,1017,2095000,4,3,35 Camlaren Cres,L4H 1W9,Woodbridge,43.8432,-79.5644,2
774,1019,3088000,4,5,51 Puccini Dr,L4E 4X5,Richmond Hill ,43.9394,-79.4349,0
775,1020,1299888,4,4,80 Bendamere Cres,L3P 3J3,Markham,43.8769,-79.2686,1
776,1022,1389000,4,2,166 Driscoll Rd,L4C 4P7,Richmond Hill ,43.8669,-79.4414,2
777,1024,1399900,4,4,763 Audley Rd,L1Z 0M6,Ajax,43.8773,-79.0055,3
778,1025,799000,3,3,25 Sawdon Dr,L1N 8M4,Whitby,43.8721,-78.9273,2
779,1026,1699900,4,3,93 Cedar Crest Beach Rd,L1C 2W4,Bowmanville,43.9714,-78.7095,3
780,1027,1099900,4,4,93 Gateway Crt,L1R 2X0,Whitby,43.9215,-78.9412,0
781,1028,1650000,2,1,7 Belmont St,M4Y 2H2,Toronto,43.6656,-79.383,2
782,1029,7880000,6,5,8 Crete Crt,M3C 2K9,Don Mills ,43.7334,-79.3329,3
783,1030,639700,2,3,2 Willow St 61,P3Y 1H6,Greater Sudbury ,46.4431,-81.127,3
784,1031,799800,3,3,107 Concession St 8,N1R 2J2,Cambridge,43.3666,-80.2239,3
785,1032,499000,1,1,225 Webb Dr 1906,L5B 1T8,Mississauga,43.5771,-79.6306,1
786,1034,399000,2,1,4091 Sheppard Ave 603,M2N 0G2,Willowdale,43.7673,-79.4111,2
787,1035,799900,3,2,1 Town Centre Crt,M1P 0B2,Scarborough,43.7612,-79.2707,2
788,1037,1200000,3,3,2799 Kingston Rd 922,M1M 1V3,Scarborough,43.7247,-79.2312,2
789,1038,599000,1,1,50 Bruyeres Mews 1513,M5V 0G7,Toronto,43.6404,-79.3995,2
790,1040,999900,2,1,1836 Lakeshore Rd,L7R 1A2,Burlington,43.375,-79.8434,3
791,1041,969900,3,3,1 Hamilton Dr,N1H 1G7,Guelph,43.5588,-80.3004,3
792,1046,699900,3,2,116 Lydia St,N2B 1E3,Kitchener,43.4646,-80.4467,1
793,1047,1099000,3,3,129 Sycamore St,L8T 3M9,Hamilton,43.2199,-79.8286,1
794,1048,1490000,5,2,3157 Seventh Ave,L8V 4B6,Hamilton,43.2266,-79.8499,1
795,1050,1249900,5,4,1210 Hansler Rd,L3C 1M3,Welland,42.9998,-79.2656,0
796,1051,599000,3,1,9 Lowrey Ave,N1R 5B4,Cambridge,43.3666,-80.2239,3
797,1053,1399999,5,5,36 Pickett Pl,N3H 5L8,Cambridge,43.4267,-80.3699,3
798,1054,799900,4,3,173 Highlands Blvd,M5J 2G2,Toronto,43.623,-79.3936,2
799,1056,1100000,4,3,49 Yorkshire Dr,L9K 1S3,Ancaster,43.225,-79.9427,3
800,1057,569000,4,2,507 Albert St,K7L 3W3,Kingston,44.2955,-76.428,1
801,1058,1499900,3,2,463 Hughes Landing Rd,K0H 1K0,Frontenac County,44.7208,-76.8334,3
802,1060,524900,2,1,7192 Sidey Dr,K0L 1E0,Peterborough County,44.7767,-77.9687,2
803,1061,649900,3,2,36 Elginfield Dr,N1E 2A8,Guelph,43.5677,-80.2418,3
804,1064,929000,3,3,4020 Crown St,P3E 5J4,Greater Sudbury ,46.2676,-80.9063,3
805,1066,795000,3,2,421 East 42nd St,L8V 4B6,Hamilton,43.2266,-79.8499,1
806,1068,1500000,6,4,28 Hendricks Cres,L6Y 4G1,Brampton,43.6249,-79.7876,3
807,1069,1099000,5,4,4 Notman Way,K1G 5R8,Ottawa,45.3548,-75.5773,0
808,1071,1250000,3,2,2031 Mountain Grove Ave,L7P 2J3,Burlington,43.3806,-79.886,3
809,1072,1449000,4,4,2165 Margot St,L6H 3N7,Oakville,43.4881,-79.7098,1
810,1073,2688000,9,6,116 Twenty Second St,M8V 3M1,Toronto,43.6075,-79.5013,0
811,1075,1599000,5,3,3945 Brandon Gate,L4T 3V9,Mississauga,43.7139,-79.6434,1
812,1076,999000,3,2,20 Juliana Crt,M6S,Toronto,43.6512,-79.4828,2
813,1078,809900,3,3,323 Perry Rd,L9W 4X9,Orangeville,43.9702,-80.016,1
814,1079,1599900,6,6,42 Ryecroft Cres,L6R 0R4,Brampton,43.7592,-79.7605,3
815,1080,1699000,5,5,57 Hardwick Crt,M9C 4R3,Etobicoke,43.6437,-79.5767,3
816,1081,1049000,4,4,40 Hollowgrove Blvd,L6P 2X4,Brampton,43.7942,-79.7021,3
817,1082,799000,3,2,2435 Greenwich Dr 71,L6M 0R4,Oakville,43.4464,-79.7593,1
818,1083,899000,3,2,185 Mount Olive Dr,M9V 2E3,Etobicoke,43.7432,-79.5876,3
819,1085,899000,5,3,170 Lambton Ave,M6N,York,43.6748,-79.4839,2
820,1086,1349000,3,3,49 The Greenery,L6H 5Z8,Oakville,43.4881,-79.7098,1
821,1087,1150000,4,3,56 Madelaine Cres,L6S 3E3,Brampton,43.7379,-79.726,3
822,1089,1899000,4,3,211 Butterfly Lane,L6L 6A4,Oakville,43.4032,-79.7186,1
823,1091,1499000,5,4,134 Naperton Dr,L6R 3S7,Brampton,43.7592,-79.7605,3
824,1093,1299000,5,4,56 Woolridge Crt,L6Y 5P2,Brampton,43.6249,-79.7876,3
825,1094,1199900,4,2,682 Maclaren Dr,L7N 3L5,Burlington,43.3512,-79.784,3
826,1095,1499000,3,2,285 Pacific Ave,M6P,Toronto,43.6605,-79.4633,2
827,1096,1377700,4,3,154 Rustic Rd,M6L 3E2,North York ,43.7137,-79.4869,1
828,1097,899000,3,3,119 Richwood Cres,L6X 4K9,Brampton,43.6665,-79.8054,3
829,1098,2999900,10,6,28 Third St,M8V 1H5,Toronto,43.6075,-79.5013,0
830,1099,1599000,6,5,20 Hillview Cres,L4M 4Y8,Barrie,44.4001,-79.6663,3
831,1100,1995000,3,3,886 Sixth St,L5E 1L8,Mississauga,43.5836,-79.561,1
832,1101,649900,3,2,79 39th St,L8V 4H9,Hamilton,43.2266,-79.8499,1
833,1102,899999,3,3,20 Blue Forest Cres,N1E 7L4,Guelph,43.5677,-80.2418,3
834,1103,899999,3,3,18 Blue Forest Cres,N1E 7L4,Guelph,43.5677,-80.2418,3
835,1104,549000,3,2,50 Michelle Dr,L4L 9E1,Woodbridge,43.8064,-79.5995,2
836,1105,939900,3,3,485 Peel St,N4S 7Y3,Woodstock,43.1432,-80.7338,2
837,1106,799900,4,2,111 Strabane Ave,L4M 2E9,Barrie,44.4001,-79.6663,3
838,1107,669999,2,1,1117 Fox Farm Rd,L4M 4Y8,Barrie,44.4001,-79.6663,3
839,1108,3188000,6,7,19 Ardwold Gate,M5R 1X9,Toronto,43.6736,-79.4035,0
840,1114,1249990,2,2,20 Cliff Thompson Cres,L0E 1R0,Lake Simcoe ,44.3199,-79.2778,1
841,1117,3888888,5,6,44 River Bend Rd,L3R 2B3,Markham,43.8479,-79.3288,1
842,1119,1688000,6,6,227 Mingay Ave,L6E 1T5,Markham,43.9002,-79.2676,1
843,1120,999000,4,4,359 Wood Duck Lane,L3X 2X1,Newmarket,44.0433,-79.4912,1
844,1121,1180000,4,3,124 Savage Rd,L3X 1R1,Newmarket,44.0433,-79.4912,1
845,1124,1988000,6,4,122 May Ave,L4C 3T9,Richmond Hill ,43.8669,-79.4414,0
846,1127,1588000,4,4,17 Durango Dr,L6X 0Z3,Brampton,43.6665,-79.8054,3
847,1128,749000,5,2,490 Dieppe Ave,L1H 6E4,Oshawa,43.9721,-78.8837,1
848,1129,1249000,4,4,222 Hamilton St,M4M 2G9,Toronto,43.6561,-79.3406,0
849,1130,990000,4,3,248 Coronation Dr,M1E 2J3,Scarborough,43.7678,-79.1866,2
850,1131,999000,2,1,13 Thyra Ave,M4C 1M9,East York ,43.6913,-79.3116,3
851,1132,1499900,4,4,1675 William Lott Dr,L1K 0S7,Oshawa,43.9251,-78.8287,1
852,1133,1289000,4,3,120 Harcourt Ave,M4J 1K5,Toronto,43.6872,-79.3368,2
853,1134,699000,4,3,29 Filly Path,L1L 1C4,Oshawa,43.9581,-78.8972,1
854,1135,999990,5,5,2208 Sunflower Rd,L1V 2P8,Pickering,43.8605,-79.1618,0
855,1136,849999,5,3,817 Sanok Dr,L1W 2K2,Pickering,43.8197,-79.0803,0
856,1137,569900,4,2,148 Oshawa Blvd,L1H 2C6,Oshawa,43.9721,-78.8837,1
857,1138,799000,2,2,60 King Edward Ave,M4C 5K6,East York ,43.6913,-79.3116,3
858,1139,999000,4,2,49 Erinlea Cres,M1H 1H1,Scarborough,43.7686,-79.2389,2
859,1140,1799000,5,4,809 Fairview Ave,L1W 1J6,Pickering,43.8197,-79.0803,0
860,1141,849000,4,3,18 Sedgemoor St,L1P 1J1,Whitby,43.8866,-78.975,2
861,1142,1499000,4,3,328 Moore Park Ave,M2R 2R1,Willowdale,43.7786,-79.445,2
862,1144,1388000,6,2,36 Madawaska Ave,M2M 2S5,Willowdale,43.7915,-79.4103,2
863,1146,1088000,3,2,570 Vaughan Rd,M6C 2R1,York,43.6915,-79.4307,2
864,1147,419990,1,1,32 Duke St 1108,N3T 3V5,Brant,43.131,-80.3254,3
865,1149,965000,3,2,2280 Marine Dr,L6L 3B6,Oakville,43.4032,-79.7186,1
866,1150,749000,3,3,1180 Mississauga Valley Blvd 2,L5A 3M9,Mississauga,43.5883,-79.6091,1
867,1151,498900,2,1,3533 Derry Rd 606,L7P 0B4,Burlington,43.3806,-79.886,3
868,1152,899000,3,3,3140 Fifth Line 8,L5K 2K7,Mississauga,43.5272,-79.6617,1
869,1153,898888,2,2,65 Annie Craig Dr 308,M8V 1A2,Toronto,43.6075,-79.5013,2
870,1154,549900,1,1,7 Mabelle Ave 2305,M9A 4Y1,Etobicoke,43.6662,-79.5282,3
871,1155,849900,4,3,200 Malta Ave 70,L6Y 3M9,Brampton,43.6249,-79.7876,3
872,1156,989000,2,2,70 Annie Craig Dr 4606,M8V 1A2,Toronto,43.6075,-79.5013,2
873,1157,799900,3,2,2315 Bromsgrove Rd 29,L5J 4S8,Mississauga,43.5102,-79.6296,1
874,1158,549900,1,1,4055 Parkside Village Dr 331,L5B 0A1,Mississauga,43.5771,-79.6306,1
875,1161,749000,3,2,8763 Bayview Ave 709,L4B 4V9,Richmond Hill ,43.8582,-79.3985,2
876,1162,888888,2,2,40 Harding Blvd 902,M1N 1S2,Scarborough,43.6952,-79.2646,2
877,1164,939900,4,4,117 Sunset Blvd,N1S 1A9,Cambridge,43.3592,-80.3347,3
878,1165,699000,2,2,20 Dunsheath Way 311,L3P 7P0,Markham,43.8769,-79.2686,1
879,1167,499999,2,1,60 Brian Harrison Way 2305,M1P 4N7,Scarborough,43.7612,-79.2707,2
880,1168,899900,2,2,225 Sumach St 2009,M5A 3H6,Toronto,43.6555,-79.3626,2
881,1170,849900,2,2,80 Harrison Garden Blvd 2316,M2N 0C2,Willowdale,43.7673,-79.4111,2
882,1171,699900,2,1,199 Richmond St 1106,N6A 1C5,London,42.9976,-81.2563,1
883,1172,619000,2,1,251 Jarvis St 920,M5B 2L1,Toronto,43.6572,-79.3783,2
884,1173,649000,2,2,1 Avondale Ave 604,M2N 7J1,Willowdale,43.7673,-79.4111,2
885,1174,398888,2,1,1360 York Mills Rd 204,M3A 3R1,North York ,43.7545,-79.33,1
886,1175,678888,3,2,8 Rean Dr 1801,M2K 0A4,North York ,43.7797,-79.3813,1
887,1177,1599900,2,3,88 Cumberland St 2302,L4N 3K6,Barrie,44.3572,-79.6929,3
888,1179,1188800,4,3,2136 Bayview Ave,M2N 4S5,Willowdale,43.7673,-79.4111,2
889,1180,1029900,2,2,19 Grand Trunk Cres 1611,M5V 3L9,Toronto,43.6404,-79.3995,2
890,1181,599900,1,1,78 Harrison Garden Blvd 1505,M2N 0C2,Willowdale,43.7673,-79.4111,2
891,1182,1048000,3,2,5444 Yonge St 1703,M2N 5R6,Willowdale,43.7673,-79.4111,2
892,1183,739000,2,2,11 Lillian St 1208,M4S 2H3,Toronto,43.702,-79.3853,2
893,1184,599800,2,1,70 Queens Wharf Rd 2601,M5V 2V6,Toronto,43.6404,-79.3995,2
894,1185,499000,1,1,20 Bruyeres Mews 305,M5V 0G7,Toronto,43.6404,-79.3995,2
895,1186,745000,2,2,38 Forest Manor Rd 320,M2J 1M4,North York ,43.7801,-79.3479,1
896,1187,549000,1,1,231 Fort York Blvd 1708,M5V 1A9,Toronto,43.6404,-79.3995,2
