,Unnamed: 0,Address,Price,Beds,Baths
593,593,40 Borden Hill Crt,1099000,4+1,4
594,594,10 Sandpiper Crt,1790000,4+1,5
595,595,81 Yellow Brick Rd,849000,3,3
596,596,51 Evans Ave,1050000,3,4
597,597,48 C Line Ave 119,869000,3,3
598,598,3443 Whilabout Terr,1659000,4,3
599,599,35 Sir Jacobs Cres,1299900,4+1,5
600,600,256 Pearl St,799000,3,2
601,601,1204 Hudson Pl,1225000,3+2,3
602,602,2394 Chilsworthy Ave,1299000,4,4
603,603,8047 Financial Dr,1799000,4+1,4
604,604,93 Greenbriar Rd,799900,3,2
605,605,1140 Bryn Mawr Lane,3900000,4,5
606,606,493 Coleen Dr,2598000,4+1,4
607,607,37 Carlton Dr,899900,3,2
608,608,25 Triple Crown Dr,1249900,4+1,4
609,609,3444 Angel Pass Dr,1390000,4+1,4
610,610,11 Four Leaf Dr,968888,3+1,3
611,611,84 Eighth St,1339000,3,2
612,612,48 Vanhorne Clse,999000,4,4
613,613,43 Coral Gable Dr,1088000,4+1,2
614,614,32 Cape Dorset Cres,1499900,4,3
615,615,22 Hobart Gdns,899900,3+1,3
616,616,3171 William Rose Way,1880000,5,4
617,617,43 Webster Way,1195000,4,3
618,618,64 Lockerbie Ave,1388000,3,1
619,619,2421 Old Pheasant Rd,1500000,4,3
620,620,65 James St,925000,4,3
621,621,210 Edgehill Dr,899000,3+1,4
622,622,75 Broadview St,1145000,3,2
623,623,8 Frances St,849900,4,2
624,624,78 Connor Ave,1099900,3+1,4
625,625,90 Versailles Cres,999900,4,3
626,626,7 Black Willow Dr,1199000,4+2,4
627,627,359 Emms Dr,989000,3+1,4
628,628,17 Eva Cres,1195000,3,4
629,629,8 Gibbard Cres,749000,3,1
630,630,27 Bailey St,699900,3,3
631,631,76 Highland Dr,1949000,2+1,4
632,632,40 Meteorite St,2699000,4+1,5
633,633,90 Long St,1199999,4+2,4
634,634,18 Bannockburn Dr,1999000,5,4
635,635,11 Penny Pl,1885000,2+2,3
636,636,25 Brolley Cres,1795000,3,3
637,637,61 Dunning Dr,999900,3+2,3
638,638,21763 Highway 48,599000,3,1
639,639,99 Black Walnut Crt,1749990,4,4
640,640,2848 Concession Rd 5,1995000,0,0
641,641,59 Donnan Dr,949000,4,4
642,642,29 Castle Harbour Lane,1699900,3+1,3
643,643,212 Royal Rd,949900,3+1,4
644,644,87 Ferretti St,1749000,4,5
645,645,44 Presidential St,1599900,4+3,4
646,646,358 The Queensway,1199900,6+1,3
647,647,65 Clifford Fairbarn Dr,999888,4,4
648,648,25 Robb Thompson Rd,989900,4,3
649,649,138 Rose Ave,1495000,4,4
650,650,148 Gwendolyn Blvd,1325000,4+1,4
651,651,18 Prosser Ave,849900,3+1,2
652,652,36 Oakhaven Dr,1180000,3,3
653,653,193 Bellefontaine St,799900,4+1,4
654,654,27 Blunden Rd,749000,2,3
655,655,2026 Solar Pl,1488000,5+1,5
656,656,292 Adelaide Ave,599900,3,2
657,657,295 Dover St,889000,2+1,2
658,658,149 Garrard Rd,999900,3+3,2
659,659,17 Ferrier Ave,1599000,3+1,4
660,660,17 Lord Sydenham Crt,988000,3+1,3
661,661,25 Dorvis Dr,899900,4+2,4
662,662,644 Annapolis Ave,699900,3+1,2
663,663,179 Lynnbrook Dr,1288000,4+1,3
664,664,78 Erikson Dr,899900,3+1,3
665,665,131 John St,899900,3+1,4
666,666,348 Springdale Blvd,1089000,3,2
667,667,1176 Park Ridge Dr,1050000,4+1,3
668,668,813 Black Cherry Dr,899000,2+3,3
669,669,92 Hartrick Pl,899000,3+1,3
670,670,2517 Castlegate Crossing,899999,3,5
671,671,56 Juneau Cres,829900,3,3
672,672,79 Fencerow Dr,899900,3+1,3
673,673,50 Westover Dr,699900,3,4
674,674,106 Creekwood Cres,699900,3,3
675,675,45 Chine Dr,2000000,2,2
676,676,20 Daniel Cozens Crt,3599000,5+1,7
677,677,2 Brian Cliff Dr,5800000,5+2,7
678,678,216 Yonge Blvd,4399000,4+1,7
679,679,196 Goulding Ave,1499000,3+2,2
680,680,84 Murellen Cres,999000,4,2
681,681,17 Clematis Rd,899888,3,2
682,682,267 Major St,2049000,3,4
683,683,760 Woodhill Dr,495000,2,2
684,684,150 Main St 1208,999000,1,3
685,685,69 Hagey Ave 1,339900,3,2
686,686,125 Fairway Crt 217,849000,2,2
687,687,118 King St 1121,455000,1,1
688,688,200 Stinson St 308,620000,1,2
689,689,4658 Drummond Rd 128,329900,1,1
690,690,330 Phillip St S-213,529000,1+1,1
691,691,275 Larch St 304A,499900,2,2
692,692,90 Charlton Ave 506,449900,1,1
693,693,20 John St 308,459900,2,1
694,694,75 Emmett Ave Ph2511,549000,3+1,2
695,695,4633 Glen Erin Dr 1002,699900,2,1
696,696,2230 Lakeshore Blvd 2905,684888,1+1,1
697,697,120 Varna Dr 525,529000,1,1
698,698,70 Annie Craig Dr 607,899900,2+1,2
699,699,50 Absolute Ave 3505,625000,2,2
700,700,4673 Jane St 906,299000,3,2
701,701,17 Zorra St 205,499900,1,1
702,702,3533 Derry Rd 201,405000,2,1
703,703,50 George Butchard Dr 507,720000,2,2
704,704,50 George Butchard Dr 324,720000,2,2
705,705,1300 Islington Ave 404,784000,2,2
706,706,65 Brickyard Way 31,799900,3+1,3
707,707,1292 Sherwood Mills Blvd 65,799000,3,3
708,708,128 Grovewood Common Circ 402,649900,1+1,1
709,709,80 Grandravine Dr 909,599000,3,2
710,710,100 Quebec Ave 1001,1250000,3,2
711,711,236 Albion Rd 1712,380000,2+1,1
712,712,625 The West Mall 2002,524900,3+1,2
713,713,1 Valhalla Inn Rd 207,489000,1,1
714,714,66 High St 203,939900,3,3
715,715,10 Markbrook Lane 1512,619999,2+1,2
716,716,50 Mississauga Valley Blvd 1720,599900,3,2
717,717,7385 Magistrate Terr 13,999999,3+1,4
718,718,251 Manitoba St 102,1025000,2,3
719,719,5260 Mcfarren Blvd 56,899000,3,2
720,720,4080 Living Arts Dr 1103,589888,1+1,2
721,721,3077 Weston Rd 905,630000,2,2
722,722,225 Webb Dr 3601,574500,1+1,1
723,723,4185 Shipp Drive Dr 715,399900,1,1
724,724,151 Edgehill Dr H11,360000,2,1
725,725,58 Lakeside Terr 208,599900,2,2
726,726,53 Ferndale Dr 3,499900,2,1
727,727,302 Essa Rd 109,499000,1,1
728,728,190 Harding Blvd 33,999000,3,3
729,729,30 Wilson St 203,579000,1+1,2
730,730,9600 Yonge St 602B,799000,2,2
731,731,960 Glen St 44,399900,3,2
732,732,50 Blackwell Ave 2,749000,4,3
733,733,90 Ling Rd 1402,450000,2,1
734,734,50 Town Centre Crt 902,599000,2,2
735,735,1610 Crawforth St 62,679900,3,2
736,736,8835 Sheppard Ave 112,699900,2+1,2
737,737,909 Burns St 76,599990,3,2
738,738,2152 Lawrence Ave 1610,649900,2,2
739,739,2799 Kingston Rd 612,539900,1,1
740,740,70 Montclair Ave 705,1075000,2,2
741,741,5162 Yonge St 1209,825000,2,1
742,742,75 Graydon Hall Dr 705,739900,3,2
743,743,29 Singer Crt 1712,589000,1+1,1
744,744,16 Bonnycastle St 1903,699000,1,1
745,745,5937 Bathurst St 4,980000,3,4
746,746,32 Forest Manor Rd 210,720000,1+1,2
747,747,275 Yorkland Rd 1906,599000,1+1,1
748,748,10 Capreol Crt 1056,699880,1+2,2
749,749,75 Portland St 419,799900,1+1,2
750,750,12 York St 1411,619900,1+1,1
751,751,71 Simcoe St 901,888000,1+1,2
752,752,88 Scott St 207,1190000,1+1,2
753,753,1555 Finch Ave 2907,1088000,2+1,3
754,754,68 Shuter St 2210,849900,2+1,2
755,755,220 Victoria St 1706,748888,2+1,2
756,756,117 Dundas St 1601,1389000,3,3
757,757,300 Front St 3009,899000,2,2
758,758,2 Old Stone Crt,2499000,5+1,9
759,759,7 Simcoe St,399900,3,1
760,760,135 Spring St,359900,2+2,1
761,761,447 Crestview Rd,899000,3+1,3
762,762,86 Century Hill Dr,649000,3+1,2
763,763,21 Forster St,739900,2+1,2
764,764,35 Madison Ave,649000,3+1,3
765,765,599 Scott St,575000,3+1,2
766,766,154 Oxford St,849900,5+3,3
767,767,216 Cherry St,800000,4,3
768,768,146 Greenceder Dr,899999,3+2,2
769,769,171 Norfolk Ave,749900,3+1,3
770,770,75 Springdale Dr,899900,3+1,3
771,771,90 Hemlock Way,999900,3,3
772,772,137 Morton Lane,629900,2+2,2
773,773,1890 Rymal Rd 72,799900,3,3
774,774,23 Redcap Beach Lane,1588800,3+1,2
775,775,5783 Summer St,638000,3+1,2
776,776,3069 County Road # 10 Rd,1193000,4,2
777,777,4100 Canby St,829000,3+1,4
778,778,8390 Dale Rd,450000,5,2
779,779,641183 270 Sdrd,1149000,3,1
780,780,235 Auden Rd,719900,3,2
781,781,8261 Albert Crt,985000,3,2
782,782,166 Gage Ave,599000,3,2
783,783,1084 Nicola St,829900,2+1,2
784,784,358 Pelham Rd,1790000,4+2,5
785,785,39 Third Ave,549000,3,2
786,786,659 Highway 6,949900,3+1,2
787,787,1327 Highway 8,1650000,3,3
788,788,20 Maple Blvd,799000,3,3
789,789,24 Four Seasons Circ,1199000,4+1,4
790,790,3218 Hazelwood Ave,1399900,4,4
791,791,16 Holgate Crt,999999,4+2,3
792,792,3 Helena Crt,799000,3,3
793,793,647 Beresford Ave,2239000,3+1,5
794,794,7183 Tamar Rd,999999,3+1,2
795,795,3 Pritchard Rd,949000,3,3
796,796,12 Colorado Pl,1699000,4+1,4
797,797,36 Noranda Cres,1799000,4+2,4
798,798,756 Savoy Cres,899000,3,2
799,799,32 Leila Jackson Terr,1099000,4,3
800,800,951 White Clover Way,1899900,4+2,4
801,801,439 Lees Lane,1499000,3,1
802,802,21 Rosepac Ave,899900,3,3
803,803,424 Rockwell Common Ave,1199000,3+1,3
804,804,2226 Casselman Crt,1150000,3,3
805,805,48 Major William Sharpe Dr,1399000,4+1,4
806,806,3 Sandyshore Dr,1297000,3+2,4
807,807,6600 Mayfield Rd,2995000,6,2
808,808,165 Hampshire Way 62,949000,3,3
809,809,1649 Credition Pkwy,6000000,0,3
810,810,1388 No.2 Side Rd,1999999,3+1,3
811,811,597 Mcroberts Ave,1829900,4,8
812,812,595 Mcroberts Ave,1829900,4,5
813,813,49 Twenty-Fifth St,1198800,3+2,2
814,814,12 Pelican Wood,2200000,4+1,4
815,815,2415 Ventura Dr,1799000,3+1,3
816,816,42 Margaret St,879900,3,2
817,817,1 Templar Dr,1198000,3+1,2
818,818,3272 Council Ring Rd,1150000,3,3
819,819,158 Fifth St,999900,2,1
820,820,746 Twain Ave,1599900,4+2,4
821,821,11 Belgate Pl,1199000,3+1,2
822,822,38 Sunset Dr,979900,2+1,3
823,823,1018 Borden Lane,949900,3,3
824,824,10 Back St,659000,3,1
825,825,2220 Colonel William Pkwy,1998500,3,3
826,826,17 Mistdale Cres,999000,3+1,4
827,827,5439 Spruce Ave,938900,3,2
828,828,59 Innes Ave,1099000,3+1,2
829,829,380 Rogers Rd,999000,3+1,2
830,830,643 Glen Moor Cres,1299900,3+1,2
831,831,9 Mallard Cres,1149000,3+2,2
832,832,73 Marion St,799900,3+2,2
833,833,19 Heathwood Dr,1099999,3+1,4
834,834,332 Giddings Cres,1098000,3,4
835,835,33 Basildon Cres,849900,4,3
836,836,247 Montgomery Blvd,949000,4,5
837,837,6 Belcourt Ave,999900,4,3
838,838,18 18th St,1029000,3,4
839,839,19 Brookfield Cres,999999,2+2,3
840,840,369 Essa Rd 104,749900,3,3
841,841,29 Allsop Cres,999999,2+1,3
842,842,187 Florence Ave,2495000,2,1
843,843,222 Bayshore Dr,399000,0,0
844,844,481 Leacock Dr,699900,3,2
845,845,729 Frazer Dr,539900,3,3
846,846,119 Albert St,649000,2,2
847,847,117 Trail Blvd,899900,3,3
848,848,25 Mabern St,949000,3,3
849,849,3413 3/4 Sunnidale Sdrd,2000000,3+2,3
850,850,12 Monica Crt,1079900,2+1,3
851,851,281 Centennial Dr,140000,0,0
852,852,293 Centennial Dr,140000,0,0
853,853,294 Centennial Dr,140000,0,0
854,854,299 Centennial Dr,140000,0,0
855,855,287 Centennial Dr,140000,0,0
856,856,18 West Park Blvd,2399000,3+3,4
857,857,1107 Muriel St,989900,3+1,3
858,858,30 Emma Rd,1999888,3+1,3
859,859,251 Kemano Rd,2399900,3+1,3
860,860,50 Lindsay Ave,849000,3+2,2
861,861,30 Cliveden Pl,1188000,2,2
862,862,77 Collier Cres,1088000,4,4
863,863,66 Jennifer Cres,2799900,5+2,6
864,864,307 Main St,1250000,3,2
865,865,136 Yellowood Circ,1199999,3,4
866,866,11 Bayview Forest Lane,4000000,6+2,10
867,867,61 Casa Nova Dr,1849888,4+1,4
868,868,77 Dewpoint Rd,1450000,4+1,4
869,869,361 Lake Dr,2650000,4+1,4
870,870,396 Fernleigh Circ,1680000,5+3,6
871,871,38 Grant Crt,1549900,4+1,3
872,872,539 New England Crt,1500000,3,4
873,873,35 Katerina Ave,1799900,4+1,5
874,874,277 Narinia Cres,1499000,3+1,3
875,875,244 Flagstone Way,999000,3,4
876,876,75 Barkerville Dr,1539000,4,4
877,877,102 Belinda Sq,998000,3,4
878,878,56 Lahaye Dr,1100000,4,4
879,879,42 Ashdale Ave,1139000,3,2
880,880,50 Rosalynne Ave,785000,3,2
881,881,836 Moretta Ave,999999,4+1,3
882,882,98 Coho Dr,750000,3,3
883,883,78 Harbourside Dr,749900,3,3
884,884,423 Leslie St,1399000,3+1,3
885,885,103 Roberson Dr,1349888,4,4
886,886,14 Bray Dr,1400000,4+1,4
887,887,185 Glenmount Park Rd,1099000,3,2
888,888,19 Condor Ave,999000,3,1
889,889,57 Pembry Dr,899000,3+1,3
890,890,16 Tanis Cres,1299900,4+1,4
891,891,49 Cliffcrest Dr,1475000,3,3
892,892,210 Greenwood Ave,599999,3,2
893,893,336 Britannia Ave,999000,4,3
894,894,43 Jennings Dr,949900,3+2,2
895,895,248 Verdun Rd,499900,2,1
896,896,38 Dockside Way,1100000,3,3
897,897,2368 Equestrian Cres,1000000,4,3
898,898,41 Morning Glory Cres,1089000,4,3
899,899,35 Martorino Dr,995513,3+1,2
900,900,1300 Scugog Ave,649900,3,2
901,901,313 Chestnut St,849000,2+1,2
902,902,101 Arlington Ave,668000,3,1
903,903,26 Rickaby St,899000,3+1,4
904,904,46 Carl Cres,1088888,4,3
905,905,108 Packard Blvd,998000,3,2
906,906,116 Wellington Ave,599900,3,1
907,907,177 Sammon Ave,1799000,3+1,4
908,908,30 Plantation Crt,749000,3,3
909,909,1143 Church St,579900,3,1
910,910,11 Hammond St,829000,3,3
911,911,69 Fry Cres,699900,3,2
912,912,1791 Silver Maple Dr,1199000,3+2,4
913,913,536 Old Orchard Grve,3389000,4+1,4
914,914,8 Citation Dr,2288000,4,3
915,915,166 Lisgar St,4299800,4+1,5
916,916,2 Carnwath Cres,6490000,5+1,9
917,917,567 Goldenrod Lane,749000,3,2
918,918,165 Limeridge Rd 24,399000,2,1
919,919,61 Vienna Rd 8,499000,3,3
920,920,190 Hespeler Rd 1505,575000,2,2
921,921,4655 Glen Erin Dr 1206,789000,2,2
922,922,5170 Winston Churchill Blvd 105,419900,0+1,1
923,923,28 Rexdale Blvd 16,449999,3,2
924,924,5020 Corporate Dr 217,589900,2,1
925,925,39 Annie Craig Dr 416,1250000,2,2
926,926,216 Plains Rd B103,579900,1,1
927,927,102 Grovewood Common 107,749000,2,2
928,928,16 Orchard Park Gate,949999,2+2,3
929,929,34 Springside Way,799000,3+1,2
930,930,40 Panorama Crt 604,570000,3,2
931,931,60 C Line 112,819900,2,2
932,932,4065 Brickstone Mews 208,569000,1,1
933,933,90 Darras Crt,649900,3,2
934,934,349 Rathburn Rd 2111,599999,1+1,1
935,935,44 Longbourne Dr 101,249900,1,1
936,936,2285 Lake Shore Blvd 1414,1100000,2,2
937,937,830 Lawrence Ave 240,598800,2,2
938,938,33 Whitmer St 315,799000,2+1,2
939,939,12 Laurelcrest St 1005,510000,2,1
940,940,3078 Sixth Line 331,799000,2,2
941,941,1131 Cooke Blvd 707,699999,3+1,3
942,942,240 Scarlett Rd 1103,759000,3,2
943,943,3515 Kariya Dr 1910,499000,1,1
944,944,4460 Tucana Crt 1109,649000,2+1,2
945,945,295 Cundles Rd 409,649000,2+1,2
946,946,235 Ferndale Dr 16,449000,2,1
947,947,26 Bruce St D05,699000,2,2
948,948,75 North Park Rd 804,599900,1,1
949,949,120 Promenade Circ 701,799000,2,2
950,950,481 Rupert Ave 2310,599900,1+1,1
951,951,672 Wendy Culbert Cres,799900,3,4
952,952,85 Wellington St 403,950000,2+1,2
953,953,4 Pottle Lane,699900,3,2
954,954,8 Mondeo Dr 907,670000,2,2
955,955,121 Ling Rd 1401,579900,2+1,2
956,956,2588 Bromus Path 136,799000,4,3
957,957,1215 Bayly St 806,725000,1+1,1
958,958,35 Boardwalk Dr 424,1525000,2,2
959,959,200 Woodbine Ave 209,1239900,2+1,2
960,960,2466 Eglinton Ave 214,589000,2+1,2
961,961,1190 Dundas St 414,695000,1+1,1
962,962,1235 Radom St 25,650000,3,3
963,963,9 Boardwalk Dr 121,1549900,2,2
964,964,1 Massey Sq 2612,399900,1,1
965,965,1005 King St 132,650000,1+1,2
966,966,39 Brant St 211,729000,1+1,1
967,967,318 King St 414,525000,1,1
968,968,600 Queens Quay 521,979000,2+1,2
969,969,69 Lynn Williams St 210,499000,1,1
970,970,219 Fort York Blvd 907,425000,0,1
971,971,92 King St 412,642000,1+1,1
972,972,22 Leader Lane 327,548000,1,1
973,973,543 Richmond Street West St #211,1488000,2,2
974,974,14 York St 2801,899000,3,2
975,975,1900 Sheppard Ave 2204,500000,2,1
976,976,505 Richmond St 729,788800,2,2
977,977,8 Hillsdale Ave 837,480000,0,1
978,978,111 Elizabeth St 912,779000,1+1,1
979,979,197 Yonge St 4704,699900,1,1
980,980,55 Merchants Wharf 225,849000,1+1,1
981,981,11 Wellesley St 1004,838800,1+1,1
982,982,1888 Bayview Ave 818,3200000,2+1,3
983,983,264 Seaton St 100,629000,2,1
984,984,565 Wilson Ave Ph1303W,850000,2,3
985,985,39 Drewry Ave 25,788000,2,3
986,986,38 Joe Shuster Way 1701,599000,1+1,2
987,987,576 Front St 512,609880,1+1,1
988,988,270 Queens Quay 1202,1499000,2+1,2
989,989,8320 Feren Dr,999913,4+1,3
990,990,23 Hastings Blvd,825000,2,2
991,991,32 Forest Ridge Ave,1299900,3,3
992,992,3008 Max Khan Blvd,1199900,3,4
993,993,18 Beacon Hill Dr,2388800,4+1,5
994,994,19 Gleneaden Crt,699000,3,3
995,995,2 Duncairn Dr,1249000,3+2,2
996,996,24 Mayall Ave,1299000,4+2,4
997,997,3 Beresford Cres,1288999,3,4
998,998,3 Honeysuckle Way,1395000,3+2,4
999,999,6 Alana Dr,1699000,4+1,4
1000,1000,72 Rosena Lane,999000,4,4
1001,1001,9 Plantain Lane,1680000,4,4
1002,1002,9 Highland Crt,4890000,5+1,9
1003,1003,86 Sir Benson Dr,2290000,4+1,5
1004,1004,9 Wexford Dr,1299000,3+2,2
1005,1005,118 Elson St,1688800,5+2,4
1006,1006,1052 Barton Way,1278000,4,3
1007,1007,2 Myron St,1299990,4+1,4
1008,1008,265 Jelley Ave,1899000,4+2,4
1009,1009,27 Luxton Ave,998000,3,3
1010,1010,69 Bawden Dr,1190000,3,3
1011,1011,339 William Graham Dr,1199000,4,4
1012,1012,2 Loyal Blue Cres,1688000,4+2,4
1013,1013,44 Taurus Cres,2198000,4,4
1014,1014,310 Lakeview Blvd,599900,2,1
1015,1015,127 Wagner Cres,699900,3,3
1016,1016,3657 Concession 4 Rd,2050000,2,1
1017,1017,857 Glenbrae St,950000,3,3
1018,1018,331 Bluejay Cres,799000,4,3
1019,1019,264 Swindells St,799900,3,3
1020,1020,231 Cornwallis Crt,998888,3,2
1021,1021,63 Enchanted Hills Cres,999000,3,3
1022,1022,106 Wintermute Blvd,1198800,3+2,6
1023,1023,4 Alomar St,1099000,4,4
1024,1024,289 Ballard St,669900,2+2,1
1025,1025,1 De Boers Dr 304,499000,1+1,1
1026,1026,665 Cricklewood Dr 715,799000,2,2
1027,1027,18 Applewood Lane 19,899000,3,3
1028,1028,2555 Thomas St 76,799000,3,4
1029,1029,131 Upper Duke Cres 903,599000,1+1,1
1030,1030,1 Falaise Rd 219,549900,1+1,2
1031,1031,60 Shuter St 2210,549800,1,1
1032,1032,30 Roehampton Ave 1907,599000,1,1
1033,1033,205 Frederick St 1104,658000,1+1,1
1034,1034,22 Olive Ave Lph11,649000,1,1
1035,1035,118 Finch Ave 3,699999,2+1,3
1036,1036,50 Lynn Williams St 212,579900,1,2
1037,1037,955 Bay St 1705,688000,1,1
1038,1038,70 Queens Wharf Rd 1811,660000,1+1,1
1039,1039,170 Chiltern Hill Rd 511,699999,1,1
1040,1040,1198 Valens Rd,1999000,3,2
1041,1041,3860 Ryan Ave,849900,3,3
1042,1042,7770 Redbud Lane,699900,3,3
1043,1043,51 Cameron Rd,649900,3,2
1044,1044,275 Hixon Rd,1197000,4,3
1045,1045,480 Grindstone Tr,1699900,4,4
1046,1046,40 Treeline Blvd,1699900,4+3,4
1047,1047,8 Menoke Crt,999000,3,4
1048,1048,35 Avondale Blvd,849500,3+1,2
1049,1049,181 Sunforest Dr,899500,3,2
1050,1050,39 Oakwood Ave,2388000,3,5
1051,1051,6450 Hampden Woods Rd,949900,3,4
1052,1052,1178 Randolf Gate,3199000,4,6
1053,1053,3 Penguin Lane,999000,3,4
1054,1054,3656 Sawmill Valley Dr,1998000,4+1,4
1055,1055,14 Fenchurch Dr,1649999,4+1,4
1056,1056,84 Brucker Rd,649900,3,3
1057,1057,32 High Tide Dr,799000,3,3
1058,1058,293 Matchedash St,899900,5,4
1059,1059,4 Graham Cres,1288000,3+2,3
1060,1060,70 Pickett Cres,2698999,4+2,3
1061,1061,35 Camlaren Cres,2095000,4,3
1062,1062,229 Elm Ave,599000,2,1
1063,1063,8 Bennington Rd T466,1338888,3+1,4
1064,1064,51 Puccini Dr,3088000,4,5
1065,1065,80 Bendamere Cres,1299888,3+1,4
1066,1066,2 Pettit Crt,875000,4,2
1067,1067,166 Driscoll Rd,1389000,3+1,2
1068,1068,118 Fortis Cres,998000,4,3
1069,1069,763 Audley Rd,1399900,4,4
1070,1070,25 Sawdon Dr,799000,3,3
1071,1071,93 Cedar Crest Beach Rd,1699900,4,3
1072,1072,93 Gateway Crt,1099900,4,4
1073,1073,343 Orange Cres,799000,3+1,2
1074,1074,7 Belmont St,1650000,2,1
1075,1075,8 Crete Crt,7880000,4+2,5
1076,1076,2 Willow St 61,639700,2,3
1077,1077,931 Glasgow St 30A,399900,1,1
1078,1078,107 Concession St 8,799800,3,3
1079,1079,2240 Lake Shore Blvd 2505,719900,1+1,1
1080,1080,225 Webb Dr 1906,499000,1,1
1081,1081,155 Legion Rd 2704,989000,2+1,2
1082,1082,8110 Birchmount Rd 1101E,797700,2+1,2
1083,1083,4620 Highway 7 Rd #301,899000,2,2
1084,1084,277 South Park Rd 1106,799000,2,2
1085,1085,4091 Sheppard Ave 603,399000,2,1
1086,1086,1 Town Centre Crt,699900,3,2
1087,1087,1 Falaise Rd 401,529900,1+1,1
1088,1088,2799 Kingston Rd 922,1200000,3,3
1089,1089,5 Bards Walkway Walk,699900,3,3
1090,1090,50 Bruyeres Mews 1513,599000,1,1
1091,1091,11 St Joseph St 1705,959000,2,2
1092,1092,1836 Lakeshore Rd,999900,2,1
1093,1093,1 Hamilton Dr,969900,3,3
1094,1094,2760 Chippawa Rd,998000,4,4
1095,1095,35 Bowes St,399000,4,2
1096,1096,19 Patterson Dr,899000,3+1,4
1097,1097,262 South Trent St,499900,3,2
1098,1098,555106 Mono-Amaranth Line,949000,0,0
1099,1099,116 Lydia St,699900,3,2
1100,1100,129 Sycamore St,1099000,3,3
1101,1101,3157 Seventh Ave,1490000,5,2
1102,1102,3354 Highway 35,899900,3+1,3
1103,1103,1210 Hansler Rd,1249900,4+1,4
1104,1104,9 Lowrey Ave,599000,3,1
1105,1105,71 Bond St,599900,3+1,2
1106,1106,36 Pickett Pl,1399999,4+1,5
1107,1107,173 Highlands Blvd,799900,4,3
1108,1108,24 Dressage Tr,1159000,4,3
1109,1109,42 Jayla Lane,789900,3,3
1110,1110,49 York St,699999,3,3
1111,1111,49 Yorkshire Dr,1100000,4,3
1112,1112,507 Albert St,569000,3+1,2
1113,1113,463 Hughes Landing Rd,1499900,3,2
1114,1114,3622 Queen St,349000,3+1,2
1115,1115,7192 Sidey Dr,524900,2,1
1116,1116,36 Elginfield Dr,649900,3,2
1117,1117,46 Clearview Dr,989900,2+2,4
1118,1118,410 Ridge Rd 6,549900,2,2
1119,1119,4020 Crown St,929000,3,3
1120,1120,7604 Mud St,1199900,4,1
1121,1121,421 East 42nd St,795000,3,2
1122,1122,117 Springview Dr,1699900,4+1,4
1123,1123,522 Alexis Crt,1299999,3+1,4
1124,1124,28 Hendricks Cres,1500000,4+2,4
1125,1125,4 Notman Way,1099000,4+1,4
1126,1126,921 Sprague Pl,799000,2,3
1127,1127,2031 Mountain Grove Ave,1250000,3,2
1128,1128,2165 Margot St,1449000,4,4
1129,1129,116 Twenty Second St,2688000,6+3,6
1130,1130,14065 Kennedy Rd,1899000,4+3,4
1131,1131,3945 Brandon Gate,1599000,5,3
1132,1132,20 Juliana Crt,999000,3,2
1133,1133,213 John St,799000,3+1,2
1134,1134,323 Perry Rd,809900,3,3
1135,1135,42 Ryecroft Cres,1599900,4+2,6
1136,1136,57 Hardwick Crt,1699000,4+1,5
1137,1137,40 Hollowgrove Blvd,1049000,3+1,4
1138,1138,2435 Greenwich Dr 71,799000,2+1,2
1139,1139,185 Mount Olive Dr,899000,3,2
1140,1140,12 Confederation St,799900,2+1,1
1141,1141,170 Lambton Ave,899000,4+1,3
1142,1142,49 The Greenery,1349000,3,3
1143,1143,56 Madelaine Cres,1150000,4,3
1144,1144,73 Delrex Blvd,1099900,3+1,3
1145,1145,211 Butterfly Lane,1899000,4,3
1146,1146,30 Swansea Meadows Dr,1399000,4+2,4
1147,1147,369 Lara Wood,999000,4+1,3
1148,1148,84 Quillberry Clse,1089900,3,3
1149,1149,134 Naperton Dr,1499000,4+1,4
1150,1150,107 Hemlock St,899999,2+1,2
1151,1151,56 Woolridge Crt,1299000,3+2,4
1152,1152,682 Maclaren Dr,1199900,3+1,2
1153,1153,3900 Lodi Rd,1799999,5,5
1154,1154,285 Pacific Ave,1499000,3,2
1155,1155,154 Rustic Rd,1377700,3+1,3
1156,1156,119 Richwood Cres,899000,3,3
1157,1157,28 Third St,2999900,8+2,6
1158,1158,20 Hillview Cres,1599000,4+2,5
1159,1159,886 Sixth St,1995000,3,3
1160,1160,79 39th St,649900,3,2
1161,1161,1607 Rimkey Cres,1399900,3,2
1162,1162,20 Blue Forest Cres,899999,3,3
1163,1163,18 Blue Forest Cres,899999,3,3
1164,1164,50 Michelle Dr,549000,3,2
1165,1165,38 Blue Forest Cres B3Lt12,949000,3,3
1166,1166,485 Peel St,939900,3,3
1167,1167,111 Strabane Ave,799900,3+1,2
1168,1168,1117 Fox Farm Rd,669999,2,1
1169,1169,19 Ardwold Gate,3188000,5+1,7
1170,1170,26 Sir Giancarlo Crt,2890000,5+1,8
1171,1171,35 Morgan Ave,1480000,2+1,2
1172,1172,25655 Maple Beach Rd,799000,2+2,2
1173,1173,58 Woodroof Cres,999000,3,3
1174,1174,7 Hawkes Dr,998000,3,4
1175,1175,158 Bentoak Cres,1599000,4+1,5
1176,1176,20 Cliff Thompson Cres,1249990,2,2
1177,1177,2 Harness Circ,1299000,4+1,4
1178,1178,11 Amstel Ave,1499000,4+2,5
