,Price,Beds,Baths,Postal_Code,City,Latitude,Longitude,Cluster
118,799900,2,3,L7N 3L5,Burlington,43.3512,-79.784,2
120,529900,2,2,M1E 1N9,Scarborough,43.7678,-79.1866,0
121,1150000,3,2,M5V 3Y7,Toronto,43.6404,-79.3995,3
122,1100000,2,2,M5A 3C4,Toronto,43.6555,-79.3626,0
123,690000,2,2,M2N 3Y2,Willowdale,43.7673,-79.4111,2
124,599900,2,1,M2N 0C8,Willowdale,43.7673,-79.4111,0
125,545900,2,1,M2J 1M4,North York ,43.7801,-79.3479,1
126,669000,2,1,M5J 0E1,Toronto,43.623,-79.3936,3
127,886000,3,2,M2N 0C8,Willowdale,43.7673,-79.4111,1
129,2249000,5,4,L6J 5W5,Oakville,43.4757,-79.6591,3
130,1799900,6,4,L6H 2P2,Oakville,43.4881,-79.7098,1
133,1699000,7,4,L4S 1C6,Richmond Hill ,43.8985,-79.4143,3
134,1399900,8,4,M1W 1H8,Scarborough,43.8016,-79.3216,0
135,3498000,5,6,M2N 6K9,Willowdale,43.7673,-79.4111,2
136,1388000,6,3,M2J 2W6,North York ,43.7801,-79.3479,2
137,2490000,5,5,M2L 2V2,North York ,43.7547,-79.3764,3
138,668800,3,2,L5B 3R2,Mississauga,43.5771,-79.6306,2
139,675000,2,1,M8Y 4H5,Etobicoke,43.6325,-79.4939,3
140,649900,1,1,L6H 2R9,Oakville,43.4881,-79.7098,1
141,659000,3,2,M1P 4X4,Scarborough,43.7612,-79.2707,1
142,599990,2,1,M2J 1M4,North York ,43.7801,-79.3479,3
143,749000,2,2,M5G 1P7,Toronto,43.6564,-79.386,1
145,699000,3,2,L2M 7Y2,St. Catharines ,43.196,-79.2161,3
146,1099999,4,6,N4T 1R8,Woodstock,43.1485,-80.7319,2
148,1399900,3,3,N1G 4M4,Guelph,43.5184,-80.2257,2
149,929900,7,3,K2C 0H5,Ottawa,45.3679,-75.7381,2
150,599900,2,1,L2M 3A9,St. Catharines ,43.196,-79.2161,2
151,1399000,5,4,N2T 2C6,Waterloo,43.453,-80.5692,2
153,1190000,4,4,L9V 3M7,Orangeville,43.9597,-80.1079,3
154,2399913,4,4,L6X 0X5,Brampton,43.6665,-79.8054,3
155,3490000,4,4,L6L 1Y9,Oakville,43.4032,-79.7186,0
157,1699000,6,4,L6R 0M5,Brampton,43.7592,-79.7605,1
158,1699000,8,5,L6S 4J8,Brampton,43.7379,-79.726,1
160,1389900,5,4,L4Z 3C3,Mississauga,43.6192,-79.6538,1
161,999000,4,4,L6S 3E3,Brampton,43.7379,-79.726,0
166,1299000,6,4,L4H 0X9,Woodbridge,43.8432,-79.5644,2
167,920000,4,4,M4C 3E7,East York ,43.6913,-79.3116,1
168,1280000,6,5,M1W 3R6,Scarborough,43.8016,-79.3216,2
169,949996,4,3,L1V 3B4,Pickering,43.8605,-79.1618,3
170,999900,3,3,L1R 2K5,Whitby,43.9215,-78.9412,2
171,1099999,4,3,L1Z 0G7,Ajax,43.8773,-79.0055,3
172,1088800,6,2,M1J 1T3,Scarborough,43.7464,-79.2323,2
173,499900,2,1,L7R 2J6,Burlington,43.375,-79.8434,3
174,549000,3,2,L4X 1S5,Mississauga,43.6178,-79.5786,1
175,799888,3,2,L5M 4G8,Mississauga,43.5637,-79.7202,3
177,899900,2,2,N1E 3E9,Guelph,43.5677,-80.2418,1
178,968000,3,4,L3R 1Z9,Markham,43.8479,-79.3288,3
180,690000,2,2,L4B 4V9,Richmond Hill ,43.8582,-79.3985,3
181,449000,1,1,K6J 2H5,Cornwall,45.0223,-74.7569,3
182,490000,2,2,M1B 1Y3,Scarborough,43.8113,-79.193,2
183,480000,2,2,M1B 1Y3,Scarborough,43.8113,-79.193,1
184,998000,3,2,M5V 1J6,Toronto,43.6404,-79.3995,1
185,949000,2,2,L1V 1A9,Pickering,43.8605,-79.1618,3
186,699999,2,1,M5V 1B3,Toronto,43.6404,-79.3995,3
187,656535,2,1,M5E,Toronto,43.6456,-79.3754,1
188,599000,1,1,M4S 2C6,Toronto,43.702,-79.3853,3
189,1249000,6,5,N3T 0J9,Brant,43.131,-80.3254,0
190,949000,3,2,N7M 5J7,Chatham,42.4238,-82.1183,3
191,1299000,8,3,L2R 5Y5,St. Catharines ,43.1419,-79.2966,3
192,1099000,5,4,N1G 4M4,Guelph,43.5184,-80.2257,3
193,1150000,4,1,L9W 5J6,Orangeville,43.9702,-80.016,3
194,649900,3,2,L2G 1S9,Niagara Falls ,43.0696,-79.0818,1
195,1295000,4,4,L2N 2T1,St. Catharines ,43.1923,-79.2559,3
196,899900,7,2,L8S 4C6,Hamilton,43.2606,-79.9161,1
197,799900,6,3,M1N 2J1,Scarborough,43.6952,-79.2646,1
200,999999,3,3,P3N 1K7,Greater Sudbury ,46.5845,-81.0029,1
201,875000,3,2,L9C 1N4,Hamilton,43.2313,-79.9049,3
202,359900,4,2,N1G 1B3,Guelph,43.5184,-80.2257,3
204,509900,3,1,L2R 3M1,St. Catharines ,43.1419,-79.2966,1
205,749900,5,1,P7E 5M4,Thunder Bay ,48.3684,-89.284,1
206,849900,4,3,L5G 1H9,Mississauga,43.5647,-79.5852,1
207,799900,4,3,M6P,Toronto,43.6605,-79.4633,3
209,999900,4,4,N1T 1Z7,Cambridge,43.3849,-80.2833,1
210,539000,3,2,N9E 1B6,Windsor,42.2652,-83.0314,1
211,2198000,4,2,L9G 1L8,Ancaster,43.1836,-79.9902,0
216,699900,3,3,N2T 3A3,Waterloo,43.453,-80.5692,1
217,950000,6,3,N1G 4W7,Guelph,43.5184,-80.2257,2
218,899900,3,4,L2H 1H4,Niagara Falls ,43.1009,-79.1379,1
220,995000,5,2,L7N 3P1,Burlington,43.3512,-79.784,2
221,1100000,3,3,L3R 3R5,Markham,43.8479,-79.3288,3
222,999000,5,2,L5A 1Y6,Mississauga,43.5883,-79.6091,3
223,1100000,3,3,M9R 2J2,Etobicoke,43.6898,-79.5582,0
224,999000,3,1,L7P 1B6,Burlington,43.3806,-79.886,3
225,1398000,4,2,M8Z 2G6,Etobicoke,43.6256,-79.5231,2
228,789900,3,2,L7L 1X7,Burlington,43.3799,-79.7668,1
229,1199000,3,2,M8V 3M1,Toronto,43.6075,-79.5013,0
232,899900,4,3,L9W 4V2,Orangeville,43.9702,-80.016,1
234,1149000,4,4,L6M 3N2,Oakville,43.4464,-79.7593,0
236,999999,3,2,L6T 2Y9,Brampton,43.7196,-79.6854,0
237,890000,3,2,M3L 1Z5,Downsview,43.7334,-79.5116,2
238,1199000,5,4,L9A 2N9,Hamilton,43.2271,-79.871,2
239,1299900,5,2,L7P 5A6,Burlington,43.3806,-79.886,2
240,4150000,5,5,L6J 3L6,Oakville,43.4757,-79.6591,2
241,1695000,4,3,L7P 0J1,Burlington,43.3806,-79.886,0
242,1599000,6,4,L6P 2S4,Brampton,43.7942,-79.7021,1
243,949900,3,3,L6S 4B1,Brampton,43.7379,-79.726,1
244,1199999,4,4,L6X 0S1,Brampton,43.6665,-79.8054,2
246,999000,3,2,L8S 4E4,Hamilton,43.2606,-79.9161,0
247,1099900,5,3,L6T 1V6,Brampton,43.7196,-79.6854,0
248,1688000,4,3,L6M,Oakville,43.4464,-79.7593,2
249,799900,4,2,K7L 1A6,Kingston,44.2955,-76.428,2
250,1199999,5,3,L4T 0A4,Mississauga,43.7139,-79.6434,2
251,1550000,4,3,L5J 2Z1,Mississauga,43.5102,-79.6296,1
253,4399000,5,4,L5G 3R2,Mississauga,43.5647,-79.5852,3
254,1395000,4,5,L6Y 6B1,Brampton,43.6249,-79.7876,3
256,1199999,4,4,L6R 1L9,Brampton,43.7592,-79.7605,2
257,699900,2,1,L0K 2B0,Lake Simcoe ,44.6233,-79.1235,3
258,2799000,4,3,L0K 1E0,Lake Simcoe ,44.6233,-79.1235,2
261,1849000,4,4,K1S 2H2,Ottawa,45.399,-75.6871,3
262,845000,3,2,K1N 7E5,Ottawa,45.4289,-75.6844,3
264,1349000,4,3,N3C 1Y9,Cambridge,43.4389,-80.2649,2
265,1290000,3,4,L4S 1N5,Richmond Hill ,43.8985,-79.4143,2
269,1480000,4,3,L6E 2G1,Markham,43.9002,-79.2676,3
272,998000,5,4,L3R 5T5,Markham,43.8479,-79.3288,2
273,1680000,5,3,L4E 0T7,Richmond Hill ,43.9394,-79.4349,2
274,1198000,3,4,L4H 2W8,Woodbridge,43.8432,-79.5644,2
275,1980000,4,3,L4E 3L2,Richmond Hill ,43.9394,-79.4349,2
276,899000,3,3,L3X 3G6,Newmarket,44.0433,-79.4912,2
277,1999000,5,3,L0E 1N0,Lake Simcoe ,44.3199,-79.2778,1
278,1388000,4,3,L6C 2E6,Markham,43.9045,-79.3392,2
279,1999000,2,2,L4E 0T7,Richmond Hill ,43.9394,-79.4349,2
281,1388900,5,4,L6C 0T3,Markham,43.9045,-79.3392,2
282,1299999,5,4,M1C 3T7,Scarborough,43.7878,-79.1564,2
283,1580000,3,3,M4L 1V5,Toronto,43.6693,-79.3155,2
285,899900,4,3,L1C 5C6,Bowmanville,43.9714,-78.7095,2
287,1199000,4,3,M4C 3E7,East York ,43.6913,-79.3116,1
288,1199999,4,4,L1R 2A1,Whitby,43.9215,-78.9412,1
289,1318000,3,2,M4C 1H8,East York ,43.6913,-79.3116,2
290,1150000,4,2,M1C 2W5,Scarborough,43.7878,-79.1564,1
291,1050000,4,4,L1W 1W7,Pickering,43.8197,-79.0803,2
292,998999,4,3,L1T 0B4,Ajax,43.8843,-79.0534,2
293,799000,4,4,L1H 7Z4,Oshawa,43.9721,-78.8837,1
294,1188800,6,5,M1S 1V7,Scarborough,43.7946,-79.2644,1
295,1148000,6,2,L8G 2E9,Hamilton,43.2164,-79.7423,3
296,1149000,4,3,L1M 1E8,Whitby,43.9566,-78.9779,3
297,749000,3,2,L1K 1X8,Oshawa,43.9251,-78.8287,1
298,799990,4,3,L1C 4J1,Bowmanville,43.9714,-78.7095,3
299,699900,4,4,L1N 2K6,Whitby,43.8721,-78.9273,1
301,699900,5,2,L1G 4V5,Oshawa,43.9233,-78.8684,1
302,1680000,6,6,M4S 2P2,Toronto,43.702,-79.3853,1
303,1299000,4,2,M1L 4N7,Scarborough,43.7122,-79.2843,0
304,999999,5,2,M1B 1H3,Scarborough,43.8113,-79.193,1
306,1999900,4,3,L1R 2K5,Whitby,43.9215,-78.9412,1
307,999999,3,2,M6J 3L2,Toronto,43.648,-79.4177,3
308,1468000,4,4,M2N 3H5,Willowdale,43.7673,-79.4111,3
309,1699000,5,3,M2H 2G6,North York ,43.8015,-79.3577,3
310,2698888,4,4,M3A 2P5,North York ,43.7545,-79.33,1
311,2599000,3,3,M5N 2R1,Toronto,43.7113,-79.4195,1
312,1788800,4,2,M2J 1H5,North York ,43.7801,-79.3479,2
313,3499000,6,4,M4V 1W6,Toronto,43.6861,-79.4025,3
314,9500000,7,10,L8G 5G3,Hamilton,43.2164,-79.7423,0
316,2338800,3,1,M2N 3Y2,Willowdale,43.7673,-79.4111,3
317,399900,2,1,L2T 3J7,St. Catharines ,43.1313,-79.2317,2
318,699900,3,2,P7A 8C7,Thunder Bay ,48.4601,-89.2035,3
320,699900,3,2,L8H 5X7,Hamilton,43.2596,-79.7925,1
321,699000,2,2,M3K 0A5,Toronto,43.739,-79.4692,3
322,699000,3,2,M9B 1Z9,Etobicoke,43.6505,-79.5517,1
323,599000,2,2,M8Z 1R6,Etobicoke,43.6256,-79.5231,3
324,449900,2,1,L4Y 2C1,Mississauga,43.6028,-79.5929,0
325,699500,3,1,M6H 3Z6,Toronto,43.6655,-79.4378,3
326,980000,2,2,M8W 3T7,Etobicoke,43.6021,-79.5402,1
327,799990,2,2,M8V 1A2,Toronto,43.6075,-79.5013,3
328,599990,2,2,M9B 1T6,Etobicoke,43.6505,-79.5517,3
329,799999,2,2,M8V 1A2,Toronto,43.6075,-79.5013,1
332,569999,3,2,M9W 6A5,Etobicoke,43.7144,-79.5909,3
333,629000,2,2,L4M 0J2,Barrie,44.4001,-79.6663,3
336,599999,2,1,L3R 0G6,Markham,43.8479,-79.3288,2
340,799000,4,3,M1V 0B8,Scarborough,43.8177,-79.2819,1
341,899000,2,3,L1V 1G2,Pickering,43.8605,-79.1618,1
342,629000,2,1,L1R 3G8,Whitby,43.9215,-78.9412,2
343,399900,1,1,M4C 5M9,East York ,43.6913,-79.3116,3
344,699900,2,1,M5V 2V6,Toronto,43.6404,-79.3995,0
345,1900000,3,3,M9R 3V7,Etobicoke,43.6898,-79.5582,0
346,649900,2,1,M5V 1J5,Toronto,43.6404,-79.3995,0
347,565000,1,1,M5V 0G7,Toronto,43.6404,-79.3995,2
348,688000,3,2,M2M 3R7,Willowdale,43.7915,-79.4103,0
349,638000,2,1,M5A 3C4,Toronto,43.6555,-79.3626,3
351,599888,2,1,M5T 2W7,Toronto,43.6541,-79.3978,1
352,819800,2,2,M4S 1A9,Toronto,43.702,-79.3853,0
353,899900,2,1,L2V 4N1,St. Catharines ,43.1142,-79.2035,2
354,819000,2,2,M2J 1M4,North York ,43.7801,-79.3479,2
355,699000,2,2,M5E 1A7,Toronto,43.6456,-79.3754,2
356,1680000,3,3,M5E,Toronto,43.6456,-79.3754,3
357,1150000,1,2,M4W 2L9,Toronto,43.6827,-79.373,2
358,418000,1,1,M5S 2J2,Toronto,43.6629,-79.3987,1
360,750000,2,1,M5V 1J6,Toronto,43.6404,-79.3995,3
363,499900,2,1,L3C 4W5,Welland,42.9998,-79.2656,3
364,1699900,4,4,N1E 1G2,Guelph,43.5677,-80.2418,2
365,749000,4,2,N2L 4Z9,Waterloo,43.4715,-80.5454,1
369,799800,3,3,N2R 0N1,Kitchener,43.3849,-80.487,3
370,509000,3,2,N2A 2C4,Kitchener,43.4413,-80.4246,1
371,849900,3,2,L9B 2E3,Hamilton,43.2055,-79.9004,3
372,675000,3,1,L2N 2Z7,St. Catharines ,43.1923,-79.2559,2
373,1400000,4,2,L9W 6W6,Orangeville,43.9702,-80.016,3
374,999000,3,3,K0L 2W0,Peterborough County,44.7767,-77.9687,2
375,549900,2,1,K9J 6X2,Peterborough,44.3104,-78.2396,2
377,489900,3,1,L5M 1Y4,Mississauga,43.5637,-79.7202,2
379,995000,2,2,L9E 0B5,Halton,43.5168,-79.8829,1
380,1249000,5,4,L7P 4C3,Burlington,43.3806,-79.886,2
381,1178888,4,4,L6R 3S7,Brampton,43.7592,-79.7605,2
382,799000,3,1,L5J 3X1,Mississauga,43.5102,-79.6296,2
383,1699900,6,4,L6R 3C3,Brampton,43.7592,-79.7605,2
384,1599900,4,4,L5M 7M8,Mississauga,43.5637,-79.7202,1
385,999000,5,2,L6Y 1J2,Brampton,43.6249,-79.7876,1
386,1998000,4,4,L6M 0T7,Oakville,43.4464,-79.7593,1
387,1299900,3,4,L5M 7M4,Mississauga,43.5637,-79.7202,1
388,2288000,6,6,M6R 2V4,Toronto,43.6469,-79.4521,0
389,1680000,5,4,L6M 5K3,Oakville,43.4464,-79.7593,0
390,1250000,5,3,L6L 2C3,Oakville,43.4032,-79.7186,2
391,1388888,5,4,L5L 1G5,Mississauga,43.5373,-79.6903,1
393,1299000,5,4,L6Y 5N2,Brampton,43.6249,-79.7876,1
394,899999,4,3,L6Z 0E4,Brampton,43.7328,-79.7953,2
395,1995000,9,6,L6Z 3L5,Brampton,43.7328,-79.7953,3
396,1399000,3,3,L6K 2X3,Oakville,43.4396,-79.6878,2
397,1499000,6,5,L5N 6X7,Mississauga,43.5924,-79.7611,3
398,1038888,3,2,M6E 4Y2,York,43.6889,-79.4507,1
400,1449900,6,5,L6R 1B9,Brampton,43.7592,-79.7605,3
401,2649000,3,4,M1J 3M5,Scarborough,43.7464,-79.2323,1
402,1399900,4,4,L4N 7H6,Barrie,44.3572,-79.6929,2
403,1299000,5,4,M9A 3E1,Etobicoke,43.6662,-79.5282,3
405,899000,4,2,N7T 4K7,Sarnia,42.9578,-82.2777,1
407,799900,3,2,L7L 5P9,Burlington,43.3799,-79.7668,3
410,1099000,4,4,L5M 7J8,Mississauga,43.5637,-79.7202,0
411,1399900,6,4,N2H 6R3,Kitchener,43.4581,-80.4818,3
412,1699900,4,4,L6X 0H7,Brampton,43.6665,-79.8054,3
413,1825000,5,4,L6M 2G3,Oakville,43.4464,-79.7593,0
414,1899000,7,5,L6P 2B1,Brampton,43.7942,-79.7021,1
415,1599999,4,4,N2V 2W9,Waterloo,43.4764,-80.5842,1
417,1199900,3,3,L7L 0B9,Burlington,43.3799,-79.7668,1
418,1798000,6,3,L5G 4G8,Mississauga,43.5647,-79.5852,2
422,1199900,5,4,L6P 2G7,Brampton,43.7942,-79.7021,1
423,1049000,4,4,L6R 1J1,Brampton,43.7592,-79.7605,1
424,799000,4,2,L5J 2B5,Mississauga,43.5102,-79.6296,3
425,1499900,6,4,L6X 3V2,Brampton,43.6665,-79.8054,2
427,699900,3,3,L4N 1C3,Barrie,44.3572,-79.6929,3
428,699900,4,2,L4N 4E2,Barrie,44.3572,-79.6929,2
429,1425000,4,4,L4N 9R6,Barrie,44.3572,-79.6929,2
431,699000,3,2,L4N 6A9,Barrie,44.3572,-79.6929,2
432,474900,3,1,K1A 0G5,Ottawa,45.4207,-75.7023,2
437,1098800,3,3,L4C 0A6,Richmond Hill ,43.8669,-79.4414,3
438,2639000,7,5,L4H 3J8,Woodbridge,43.8432,-79.5644,1
439,499000,2,1,L0E 1N0,Lake Simcoe ,44.3199,-79.2778,3
445,999000,4,4,L4S 2K9,Richmond Hill ,43.8985,-79.4143,3
446,1890000,4,2,L3Y 5W1,Newmarket,44.0565,-79.4555,0
447,2300000,4,4,L3Y 4W1,Newmarket,44.0565,-79.4555,2
450,899900,3,4,L1R 2K5,Whitby,43.9215,-78.9412,1
451,1079888,6,5,L4N 9R6,Barrie,44.3572,-79.6929,2
452,888000,5,3,L1V 1X2,Pickering,43.8605,-79.1618,1
453,1398800,8,5,L1V 7A3,Pickering,43.8605,-79.1618,2
454,2389999,5,4,M4L 6S5,Toronto,43.6693,-79.3155,1
455,949000,3,3,M1B 5S1,Scarborough,43.8113,-79.193,2
457,1049000,5,4,L1N 2A3,Whitby,43.8721,-78.9273,2
458,1649900,6,4,M4B 2J0,East York ,43.7063,-79.3094,2
459,799900,3,2,L1W 1W7,Pickering,43.8197,-79.0803,2
460,600000,3,3,L1J 2L4,Oshawa,43.8852,-78.8771,3
462,949000,4,4,M1B 2X2,Scarborough,43.8113,-79.193,1
463,899900,4,2,M1P 4N7,Scarborough,43.7612,-79.2707,1
464,699000,2,2,M1J 2V6,Scarborough,43.7464,-79.2323,1
465,1189000,3,2,M4L 3G8,Toronto,43.6693,-79.3155,3
466,649900,4,2,L1C 1P8,Bowmanville,43.9714,-78.7095,3
467,999000,3,3,L1P 1N9,Whitby,43.8866,-78.975,3
468,1699000,4,2,M3H 2T1,North York ,43.7535,-79.4472,0
469,999998,4,1,M6E 2W1,York,43.6889,-79.4507,3
471,499900,3,2,N1H 3C3,Guelph,43.5588,-80.3004,2
472,549900,3,2,L8G 1C2,Hamilton,43.2164,-79.7423,3
474,499000,3,2,M9V 4P2,Etobicoke,43.7432,-79.5876,1
475,749000,3,3,L7P 3G9,Burlington,43.3806,-79.886,1
476,569000,2,1,M2N 0G2,Willowdale,43.7673,-79.4111,3
477,629900,1,1,L5R 0E5,Mississauga,43.606,-79.6708,3
478,539900,1,1,L4Z 1V9,Mississauga,43.6192,-79.6538,1
479,985000,2,3,M6H 4B5,Toronto,43.6655,-79.4378,1
480,458800,3,2,M3N 1L6,North York ,43.7568,-79.521,1
481,929000,3,2,L7L 1C7,Burlington,43.3799,-79.7668,3
482,499000,2,1,L4Z 0A3,Mississauga,43.6192,-79.6538,2
483,1299000,5,4,L6R 3S7,Brampton,43.7592,-79.7605,1
484,499900,1,1,M6H 3Z6,Toronto,43.6655,-79.4378,3
485,1599999,3,3,M8Z 2R4,Etobicoke,43.6256,-79.5231,3
487,599900,3,2,M1P 4N7,Scarborough,43.7612,-79.2707,1
490,635000,1,1,M5V 2V6,Toronto,43.6404,-79.3995,3
493,599990,1,1,M2N 7L3,Willowdale,43.7673,-79.4111,0
494,599000,2,1,M2N 7H4,Willowdale,43.7673,-79.4111,2
495,569000,1,1,N3S 5M2,Brant,43.1394,-80.2357,1
496,639900,2,2,L5M 3A9,Mississauga,43.5637,-79.7202,0
497,699999,2,2,M2N 7B2,Willowdale,43.7673,-79.4111,3
498,899500,2,2,M5J 0B5,Toronto,43.623,-79.3936,0
500,899900,3,2,M6K 3R9,Toronto,43.6383,-79.4301,0
501,899000,5,2,L2N 4Z7,St. Catharines ,43.1923,-79.2559,1
502,950000,4,3,N2E 4K7,Kitchener,43.4106,-80.5011,2
504,2495000,4,2,L2H 0Z2,Niagara Falls ,43.1009,-79.1379,2
507,1499000,3,4,L6M 0Z4,Oakville,43.4464,-79.7593,0
508,2999000,4,3,L6J 2A4,Oakville,43.4757,-79.6591,2
509,1788000,6,6,L4S 0E9,Richmond Hill ,43.8985,-79.4143,0
510,1980000,6,5,L4E 4C7,Richmond Hill ,43.9394,-79.4349,3
511,1998000,3,3,L4C 6T7,Richmond Hill ,43.8669,-79.4414,1
513,1499000,4,4,L3X 2K3,Newmarket,44.0433,-79.4912,2
514,1188000,3,4,L4B 0A6,Richmond Hill ,43.8582,-79.3985,0
516,1680000,6,4,L3R 8K4,Markham,43.8479,-79.3288,2
518,1199000,4,3,M1C 2B8,Scarborough,43.7878,-79.1564,2
519,849000,2,1,M4C 1E2,East York ,43.6913,-79.3116,2
520,999000,3,1,M1J 1J0,Scarborough,43.7464,-79.2323,0
521,849900,2,2,L1C 0L3,Bowmanville,43.9714,-78.7095,3
522,1299000,3,2,M3A 2T7,North York ,43.7545,-79.33,0
523,699900,2,2,M6B 3T8,North York ,43.7081,-79.4479,2
524,600000,2,1,M3M 2G7,Downsview,43.7319,-79.4928,2
525,1249900,2,3,L5G 1E9,Mississauga,43.5647,-79.5852,1
526,499000,2,1,M1P 0B2,Scarborough,43.7612,-79.2707,2
527,999999,4,3,N1L 1N4,Guelph,43.516,-80.19,1
531,1649900,9,4,L8K 6N3,Hamilton,43.2211,-79.7994,1
533,899000,3,3,L9E 0B5,Halton,43.5168,-79.8829,2
535,1499900,3,3,L6L 6P7,Oakville,43.4032,-79.7186,1
536,1499990,5,5,L6R 0R4,Brampton,43.7592,-79.7605,3
537,1189000,5,3,L4T 4J3,Mississauga,43.7139,-79.6434,3
538,799000,3,3,L4Z 3N7,Mississauga,43.6192,-79.6538,3
540,2769880,5,6,L6H 7B8,Oakville,43.4881,-79.7098,1
542,849900,4,3,L4N 8R6,Barrie,44.3572,-79.6929,3
543,799900,3,4,L4N 9S9,Barrie,44.3572,-79.6929,3
545,4350000,4,4,K9J 6L3,Peterborough,44.3104,-78.2396,1
547,799000,3,1,L0E 1S0,Lake Simcoe ,44.3199,-79.2778,1
548,1390000,4,3,L3X 2M0,Newmarket,44.0433,-79.4912,3
550,988000,3,3,L3R 5C8,Markham,43.8479,-79.3288,1
552,1099000,3,4,L3S 3S9,Markham,43.8486,-79.2617,1
553,1299000,4,3,M4M 2M6,Toronto,43.6561,-79.3406,3
554,979900,5,2,M1J 1J0,Scarborough,43.7464,-79.2323,2
556,3999999,5,3,M2K 1W4,North York ,43.7797,-79.3813,1
557,2690000,6,4,M2N 4S3,Willowdale,43.7673,-79.4111,2
558,529000,2,1,L8E 6H2,Hamilton,43.2245,-79.6988,2
560,499900,2,2,M9M 0B7,North York ,43.7366,-79.5401,2
561,525000,1,1,L6Y 6H4,Brampton,43.6249,-79.7876,2
562,739990,2,2,M8V 1A2,Toronto,43.6075,-79.5013,1
563,499900,3,2,M9V 5C7,Etobicoke,43.7432,-79.5876,2
564,620000,3,3,M9B 6L5,Etobicoke,43.6505,-79.5517,1
565,499999,2,1,M1H 3B7,Scarborough,43.7686,-79.2389,1
566,599999,2,1,M5V 4B3,Toronto,43.6404,-79.3995,2
568,479900,1,1,M5A 0E9,Toronto,43.6555,-79.3626,2
569,3275000,2,2,M5R 1J3,Toronto,43.6736,-79.4035,2
570,699000,2,1,M2M 1A2,Willowdale,43.7915,-79.4103,2
571,548000,2,1,M6J 0A8,Toronto,43.648,-79.4177,3
572,938000,3,2,M5V 2V6,Toronto,43.6404,-79.3995,1
573,687500,1,1,M4P 1K5,Toronto,43.7135,-79.3887,3
574,908000,3,2,M5V 4A7,Toronto,43.6404,-79.3995,3
576,1299000,4,3,L0N 1M0,Dufferin County,44.0317,-80.2068,2
577,1499900,6,6,L9B 2N4,Hamilton,43.2055,-79.9004,1
578,725000,5,2,N1G 3R4,Guelph,43.5184,-80.2257,1
579,699900,4,3,N6P 0B6,London,42.8909,-81.3236,2
580,1099000,4,3,L3S 3K8,Markham,43.8486,-79.2617,1
581,699900,4,2,L9C 2B1,Hamilton,43.2313,-79.9049,2
583,599900,3,2,L9A 1C3,Hamilton,43.2271,-79.871,3
586,799900,8,6,P3C 2L7,Greater Sudbury ,46.5133,-81.0225,0
593,2747000,3,2,N3T 5M1,Brant,43.131,-80.3254,3
594,699900,6,3,L3C 7L7,Welland,42.9998,-79.2656,1
595,1050000,4,3,N2T 3A3,Waterloo,43.453,-80.5692,0
596,979900,9,6,P3C 3X8,Greater Sudbury ,46.5133,-81.0225,1
598,799900,3,2,L8K 5J4,Hamilton,43.2211,-79.7994,3
599,699000,5,2,L8T 1J4,Hamilton,43.2199,-79.8286,3
600,299000,3,2,P7A 0A4,Thunder Bay ,48.4601,-89.2035,1
601,620000,3,1,M9L 1G9,North York ,43.7598,-79.5565,3
603,599900,3,2,L2N 2Z7,St. Catharines ,43.1923,-79.2559,1
604,550000,5,3,L8L 5Y9,Hamilton,43.2783,-79.8344,3
605,699000,3,3,N2L 5P6,Waterloo,43.4715,-80.5454,3
606,799900,5,3,N1G 3R4,Guelph,43.5184,-80.2257,3
607,699900,3,2,L2M 1W3,St. Catharines ,43.196,-79.2161,3
608,449900,2,1,K9H 5J7,Peterborough,44.3245,-78.3184,3
609,749900,3,2,N2J 2K4,Waterloo,43.504,-80.5366,0
611,799900,6,3,N3T 1R6,Brant,43.131,-80.3254,2
612,1999900,5,4,L7R 1A3,Burlington,43.375,-79.8434,3
616,1899000,4,4,L5L 2B1,Mississauga,43.5373,-79.6903,1
617,1208000,3,3,L4Y 1A0,Mississauga,43.6028,-79.5929,2
619,1199000,6,4,L5K 1L2,Mississauga,43.5272,-79.6617,3
621,1289900,3,3,L6T 2C9,Brampton,43.7196,-79.6854,3
622,999900,4,3,L6S 3A3,Brampton,43.7379,-79.726,2
623,1099000,5,4,L6S 3R2,Brampton,43.7379,-79.726,2
624,1790000,5,5,L1N 3W4,Whitby,43.8721,-78.9273,3
625,849000,3,3,L6V 4L5,Brampton,43.7059,-79.7626,3
626,1050000,3,4,M6S,Toronto,43.6512,-79.4828,2
627,869000,3,3,L3C 3H1,Welland,42.9998,-79.2656,2
628,1659000,4,3,L7L 6W5,Burlington,43.3799,-79.7668,1
631,1225000,5,3,L6H 3H4,Oakville,43.4881,-79.7098,3
632,1299000,4,4,L5B 2M7,Mississauga,43.5771,-79.6306,3
633,1799000,5,4,L5N 7H5,Mississauga,43.5924,-79.7611,2
634,799900,3,2,L6S 1V8,Brampton,43.7379,-79.726,3
635,3900000,4,5,L7P 0J1,Burlington,43.3806,-79.886,3
636,2598000,5,4,L6H 7T5,Oakville,43.4881,-79.7098,3
637,899900,3,2,L9W 2W3,Orangeville,43.9702,-80.016,2
638,1390000,5,4,L5M 7L2,Mississauga,43.5637,-79.7202,1
639,968888,4,3,M9V 3W9,Etobicoke,43.7432,-79.5876,1
640,1339000,3,2,M8V 1K2,Toronto,43.6075,-79.5013,2
641,1088000,5,2,M9M 1S3,North York ,43.7366,-79.5401,0
