,Price,Beds,Baths,Postal_Code,City,Latitude,Longitude,Cluster
1153,898888,2,2,M8V 1A2,Toronto,43.6075,-79.5013,3
1154,549900,1,1,M9A 4Y1,Etobicoke,43.6662,-79.5282,1
1155,849900,4,3,L6Y 3M9,Brampton,43.6249,-79.7876,1
1156,989000,2,2,M8V 1A2,Toronto,43.6075,-79.5013,3
1157,799900,3,2,L5J 4S8,Mississauga,43.5102,-79.6296,2
1158,549900,1,1,L5B 0A1,Mississauga,43.5771,-79.6306,2
1161,749000,3,2,L4B 4V9,Richmond Hill ,43.8582,-79.3985,3
1162,888888,2,2,M1N 1S2,Scarborough,43.6952,-79.2646,3
1164,939900,4,4,N1S 1A9,Cambridge,43.3592,-80.3347,2
1165,699000,2,2,L3P 7P0,Markham,43.8769,-79.2686,2
1167,499999,2,1,M1P 4N7,Scarborough,43.7612,-79.2707,2
1168,899900,2,2,M5A 3H6,Toronto,43.6555,-79.3626,1
1170,849900,2,2,M2N 0C2,Willowdale,43.7673,-79.4111,3
1171,699900,2,1,N6A 1C5,London,42.9976,-81.2563,2
1172,619000,2,1,M5B 2L1,Toronto,43.6572,-79.3783,3
1173,649000,2,2,M2N 7J1,Willowdale,43.7673,-79.4111,1
1174,398888,2,1,M3A 3R1,North York ,43.7545,-79.33,2
1175,678888,3,2,M2K 0A4,North York ,43.7797,-79.3813,2
1177,1599900,2,3,L4N 3K6,Barrie,44.3572,-79.6929,2
1179,1188800,4,3,M2N 4S5,Willowdale,43.7673,-79.4111,2
1180,1029900,2,2,M5V 3L9,Toronto,43.6404,-79.3995,1
1181,599900,1,1,M2N 0C2,Willowdale,43.7673,-79.4111,2
1182,1048000,3,2,M2N 5R6,Willowdale,43.7673,-79.4111,2
1183,739000,2,2,M4S 2H3,Toronto,43.702,-79.3853,1
1184,599800,2,1,M5V 2V6,Toronto,43.6404,-79.3995,0
1185,499000,1,1,M5V 0G7,Toronto,43.6404,-79.3995,3
1186,745000,2,2,M2J 1M4,North York ,43.7801,-79.3479,1
1187,549000,1,1,M5V 1A9,Toronto,43.6404,-79.3995,1
1188,999000,1,2,M5V 2V5,Toronto,43.6404,-79.3995,0
1190,499900,1,1,M6J 0A9,Toronto,43.648,-79.4177,3
1191,699000,5,2,M5T 2E9,Toronto,43.6541,-79.3978,1
1193,1389000,5,4,L9K 0C3,Ancaster,43.225,-79.9427,2
1194,1100000,5,4,L9B 2X5,Hamilton,43.2055,-79.9004,2
1195,399900,2,1,K7L 4V3,Kingston,44.2955,-76.428,1
1196,1000000,6,5,N2A 2C4,Kitchener,43.4413,-80.4246,3
1197,599000,4,2,K7M 2J9,Kingston,44.2411,-76.5788,0
1199,799999,4,2,L8K 1V8,Hamilton,43.2211,-79.7994,2
1200,799999,3,3,N3C 0G1,Cambridge,43.4389,-80.2649,3
1201,599500,3,2,L8T 4Y4,Hamilton,43.2199,-79.8286,1
1203,885000,3,2,L8T 4Y4,Hamilton,43.2199,-79.8286,3
1208,599999,4,2,L2E 2E8,Niagara Falls ,43.0537,-79.1018,1
1210,1699000,6,4,N1G,Guelph,43.5184,-80.2257,1
1211,899900,2,3,K7L 3M6,Kingston,44.2955,-76.428,1
1213,799999,3,1,L9C 1N4,Hamilton,43.2313,-79.9049,1
1215,599900,4,2,P3L 1T7,Greater Sudbury ,46.5942,-80.85,0
1216,1479000,6,5,L7L 0B9,Burlington,43.3799,-79.7668,3
1217,1128800,4,3,L5C 3V9,Mississauga,43.5624,-79.6504,0
1218,999888,4,5,L6M 0M1,Oakville,43.4464,-79.7593,1
1219,899999,8,2,M6N,York,43.6748,-79.4839,3
1220,1599000,5,4,M8X 2Y4,Etobicoke,43.6518,-79.5076,1
1221,750000,3,1,L6S 1B6,Brampton,43.7379,-79.726,3
1222,1199900,3,3,L6H 6K7,Oakville,43.4881,-79.7098,1
1223,1200000,6,4,M6R 1A6,Toronto,43.6469,-79.4521,1
1224,899000,4,3,L6Z 1C7,Brampton,43.7328,-79.7953,3
1225,1249000,3,3,L4X 1V5,Mississauga,43.6178,-79.5786,0
1226,1300000,4,2,L5K 1M1,Mississauga,43.5272,-79.6617,3
1227,999000,3,4,L6H 5X5,Oakville,43.4881,-79.7098,0
1230,1589000,6,3,L5B 1K8,Mississauga,43.5771,-79.6306,2
1232,1699000,4,3,L5J 1Y8,Mississauga,43.5102,-79.6296,0
1234,2398000,5,3,L5K 2T0,Mississauga,43.5272,-79.6617,2
1235,1149000,5,4,L6P 3V8,Brampton,43.7942,-79.7021,1
1236,1749000,5,4,L6H 4L5,Oakville,43.4881,-79.7098,2
1238,1249900,4,3,L6P 1A1,Brampton,43.7942,-79.7021,2
1241,1099000,4,4,L6V 4T3,Brampton,43.7059,-79.7626,1
1243,2899000,5,5,M8W 2B3,Etobicoke,43.6021,-79.5402,3
1244,1099000,5,4,M8V 1H5,Toronto,43.6075,-79.5013,2
1245,999990,5,3,L6T 2Y9,Brampton,43.7196,-79.6854,2
1247,975000,4,4,L4N 6A3,Barrie,44.3572,-79.6929,2
1248,750000,6,3,L4N 5H7,Barrie,44.3572,-79.6929,2
1249,999000,3,6,L0L 1X1,Lake Simcoe ,44.4548,-79.7352,2
1251,595000,4,2,N2B 2X5,Kitchener,43.4646,-80.4467,2
1252,699900,4,2,L4N 8V5,Barrie,44.3572,-79.6929,1
1253,879900,3,3,L4M 4H5,Barrie,44.4001,-79.6663,2
1255,799900,4,2,L4N 8E1,Barrie,44.3572,-79.6929,3
1260,899000,3,2,K9H 3P5,Peterborough,44.3245,-78.3184,3
1261,1499900,4,5,K2J 2T2,Nepean,45.2691,-75.7518,2
1263,1100000,5,2,L3Y 7R5,Newmarket,44.0565,-79.4555,1
1267,1499000,4,2,L4S 1N5,Richmond Hill ,43.8985,-79.4143,0
1268,1388000,6,3,L3S 1R4,Markham,43.8486,-79.2617,3
1271,1798888,4,3,L4H 3J8,Woodbridge,43.8432,-79.5644,0
1272,1299000,2,1,K6H 1B2,Cornwall,45.0565,-74.6852,1
1273,1549000,4,3,L3P 4B5,Markham,43.8769,-79.2686,0
1274,1288000,4,5,L4E 4X5,Richmond Hill ,43.9394,-79.4349,2
1276,1288000,4,4,L4E 3B5,Richmond Hill ,43.9394,-79.4349,1
1277,999900,3,3,L3Y 0A3,Newmarket,44.0565,-79.4555,0
1278,619900,3,1,P6A 3Z5,Sault Ste. ,46.5168,-84.3333,0
1279,1399000,4,4,L1L 0R1,Oshawa,43.9581,-78.8972,3
1280,1450000,7,4,L1V 1J6,Pickering,43.8605,-79.1618,2
1281,899000,3,1,M4J 1M6,Toronto,43.6872,-79.3368,3
1282,999000,4,2,M4M 1L7,Toronto,43.6561,-79.3406,1
1283,649900,5,2,L1H 6C9,Oshawa,43.9721,-78.8837,3
1284,999999,4,2,M1R 2R9,Scarborough,43.7507,-79.3003,1
1285,1399000,3,3,L8L 4J5,Hamilton,43.2783,-79.8344,3
1286,1099000,4,4,L1C 3K2,Bowmanville,43.9714,-78.7095,2
1287,1249000,3,2,M4C 2C3,East York ,43.6913,-79.3116,1
1288,1199900,4,3,M4C 2V2,East York ,43.6913,-79.3116,3
1289,1188000,3,2,M1R 2L2,Scarborough,43.7507,-79.3003,2
1291,999000,4,2,L1W 1W7,Pickering,43.8197,-79.0803,2
1292,999000,5,2,L1S 6C9,Ajax,43.8404,-79.0251,1
1293,1249000,3,3,L1V 2W8,Pickering,43.8605,-79.1618,2
1294,998000,4,2,M5A 3E7,Toronto,43.6555,-79.3626,2
1295,1099000,5,2,M6G 1L6,Toronto,43.6683,-79.4205,2
1296,2988000,5,7,M2M 1V5,Willowdale,43.7915,-79.4103,2
1297,2995000,7,4,M5A 1Z9,Toronto,43.6555,-79.3626,2
1298,1399000,5,2,M2N 2B9,Willowdale,43.7673,-79.4111,3
1299,789000,3,3,N1L 1R3,Guelph,43.516,-80.19,2
1300,689900,2,2,K1N 0A9,Ottawa,45.4289,-75.6844,3
1301,749900,2,2,L5G 4V6,Mississauga,43.5647,-79.5852,2
1302,999900,3,2,L5W 1L9,Mississauga,43.6313,-79.7148,2
1303,999000,3,3,M6P,Toronto,43.6605,-79.4633,1
1304,659900,2,1,L5B 3R2,Mississauga,43.5771,-79.6306,3
1305,599000,2,2,M8Z 1R6,Etobicoke,43.6256,-79.5231,3
1306,699900,2,2,M9M 0B7,North York ,43.7366,-79.5401,3
1307,599900,1,1,L5B 4M6,Mississauga,43.5771,-79.6306,3
1308,640000,2,2,M9B 2R5,Etobicoke,43.6505,-79.5517,2
1309,499000,1,1,M6N,York,43.6748,-79.4839,0
1310,897700,1,1,M6R 2G6,Toronto,43.6469,-79.4521,0
1311,779888,2,2,L7L 0G2,Burlington,43.3799,-79.7668,1
1312,699900,3,2,L5N 2S1,Mississauga,43.5924,-79.7611,3
1313,379000,1,1,L7R 1J2,Burlington,43.375,-79.8434,1
1316,639999,2,1,L4L 8C3,Woodbridge,43.8064,-79.5995,3
1317,658000,2,2,M9L 1C8,North York ,43.7598,-79.5565,3
1319,599000,3,3,M1E 4C7,Scarborough,43.7678,-79.1866,1
1320,779000,3,2,L7P 4C3,Burlington,43.3806,-79.886,3
1321,499900,2,2,L1S 1N4,Ajax,43.8404,-79.0251,1
1322,438000,2,1,M4C 5M9,East York ,43.6913,-79.3116,1
1323,615000,3,2,M1H 3H8,Scarborough,43.7686,-79.2389,3
1324,679000,3,2,M1B 1M5,Scarborough,43.8113,-79.193,2
1326,850000,2,1,M5V 0C8,Toronto,43.6404,-79.3995,2
1327,2685000,3,3,M5R 1C1,Toronto,43.6736,-79.4035,1
1329,6600000,3,3,K1N 5K4,Ottawa,45.4289,-75.6844,1
1331,499900,1,1,M5V 0G7,Toronto,43.6404,-79.3995,2
1332,800000,2,2,M6C 1A6,York,43.6915,-79.4307,3
1333,599900,2,1,M2M 1A2,Willowdale,43.7915,-79.4103,3
1334,1199000,3,2,M9R 3V7,Etobicoke,43.6898,-79.5582,2
1335,899000,3,2,M6P,Toronto,43.6605,-79.4633,0
1336,599000,2,1,M2N 3Y2,Willowdale,43.7673,-79.4111,3
1337,950000,2,2,M4T 2B4,Toronto,43.6899,-79.3853,0
1338,424900,2,1,M3A 3R1,North York ,43.7545,-79.33,0
1339,525000,1,1,M6K 3P8,Toronto,43.6383,-79.4301,1
1340,1189000,2,2,L8M 1W7,Hamilton,43.2441,-79.8359,2
1341,1670000,3,2,M5V 1M7,Toronto,43.6404,-79.3995,2
1342,799000,5,2,N9G 3G5,Windsor,42.2481,-82.9952,1
1344,999999,4,2,M9A 1N4,Etobicoke,43.6662,-79.5282,2
1345,1399000,6,3,M8Y 4H5,Etobicoke,43.6325,-79.4939,2
1346,1090000,4,2,L6T 1V9,Brampton,43.7196,-79.6854,2
1348,1699000,5,5,L4S 2P1,Richmond Hill ,43.8985,-79.4143,0
1349,1599000,4,3,L3X 2T1,Newmarket,44.0433,-79.4912,1
1352,998000,3,3,L6E 0H0,Markham,43.9002,-79.2676,3
1354,1388000,4,3,M1W 2A3,Scarborough,43.8016,-79.3216,1
1355,899888,4,3,L2H 0K2,Niagara Falls ,43.1009,-79.1379,2
1356,1198999,4,4,M1C 3L6,Scarborough,43.7878,-79.1564,2
1357,1988000,6,4,M2M 2T2,Willowdale,43.7915,-79.4103,0
1358,780000,1,1,M5J,Toronto,43.623,-79.3936,3
1359,499900,1,1,M2N 0G2,Willowdale,43.7673,-79.4111,2
1360,609900,3,1,L8V 1H5,Hamilton,43.2266,-79.8499,1
1361,1098000,2,1,P0A 1M0,Nipissing,45.5881,-79.3546,2
1362,1699900,3,4,M4P 1A9,Toronto,43.7135,-79.3887,1
1365,649999,3,1,L2R 3M1,St. Catharines ,43.1419,-79.2966,2
1368,449000,3,1,M6E 3S2,York,43.6889,-79.4507,2
1369,1399000,3,3,L5L 4K7,Mississauga,43.5373,-79.6903,0
1370,999000,4,4,L3X 1S3,Newmarket,44.0433,-79.4912,1
1371,1399900,5,4,L4C 9W9,Richmond Hill ,43.8669,-79.4414,1
1373,1050000,3,3,L6B 1A8,Markham,43.9007,-79.2175,0
1376,899000,2,2,P3A 3M5,Greater Sudbury ,46.5187,-80.934,2
1377,899000,5,4,L1T 4N1,Ajax,43.8843,-79.0534,1
1378,599000,2,1,L5B 3R2,Mississauga,43.5771,-79.6306,1
1381,529900,2,1,N5R 3P1,St. Thomas ,42.7597,-81.1762,2
1383,549900,3,1,M8V 1M9,Toronto,43.6075,-79.5013,1
1384,399900,2,1,N3T 1C1,Brant,43.131,-80.3254,1
1388,859000,4,3,K9H 7E2,Peterborough,44.3245,-78.3184,1
1389,399000,2,1,K8N 3C7,Belleville,44.1735,-77.3684,1
1390,429900,2,1,L8L 3A9,Hamilton,43.2783,-79.8344,3
1391,474900,3,1,L3B 3J3,Welland,42.9878,-79.2219,1
1392,1249900,5,4,K2G 2S5,Nepean,45.3211,-75.7391,0
1394,549900,2,1,L8H 5Z1,Hamilton,43.2596,-79.7925,1
1397,849000,3,2,L1C 3C8,Bowmanville,43.9714,-78.7095,1
1398,1999900,6,4,L7M 5A5,Burlington,43.4342,-79.8701,3
1399,1099000,4,4,L6V 4P3,Brampton,43.7059,-79.7626,1
1400,599007,2,2,M8V 3W7,Toronto,43.6075,-79.5013,3
1401,1049000,4,3,L6R 1X2,Brampton,43.7592,-79.7605,2
1402,999999,5,4,L6Y 1N7,Brampton,43.6249,-79.7876,2
1403,799000,3,2,L6X 1K4,Brampton,43.6665,-79.8054,1
1404,1099000,3,3,L6R 3S7,Brampton,43.7592,-79.7605,1
1405,1488000,3,2,L6L 1Y9,Oakville,43.4032,-79.7186,0
1406,1299888,7,3,M9B 2R5,Etobicoke,43.6505,-79.5517,1
1407,999900,3,2,L5V 2V7,Mississauga,43.5972,-79.6931,1
1408,799900,4,4,L6S 4B7,Brampton,43.7379,-79.726,0
1409,1498800,3,2,L6K 2S3,Oakville,43.4396,-79.6878,2
1410,1199900,4,2,M9R 3N3,Etobicoke,43.6898,-79.5582,3
1412,1495000,3,4,N3T 2M3,Brant,43.131,-80.3254,3
1413,1188000,5,3,L4N 6H2,Barrie,44.3572,-79.6929,1
1415,1539000,6,4,L4C 9N9,Richmond Hill ,43.8669,-79.4414,3
1416,1500000,5,4,M1B 5J2,Scarborough,43.8113,-79.193,1
1420,2299900,10,7,K1R 6R5,Ottawa,45.4123,-75.7108,0
1422,1699999,5,6,L4S 2P3,Richmond Hill ,43.8985,-79.4143,1
1423,1300000,4,4,L3S 3P7,Markham,43.8486,-79.2617,0
1424,2499000,3,3,L0L 1R0,Lake Simcoe ,44.4548,-79.7352,1
1425,899900,4,4,L0K 2E0,Lake Simcoe ,44.6233,-79.1235,0
1426,899000,4,4,M4B 2E6,East York ,43.7063,-79.3094,2
1427,749000,7,3,L1J 1G5,Oshawa,43.8852,-78.8771,1
1428,1699900,6,5,M1K 3G5,Scarborough,43.7298,-79.2639,0
1429,1365000,4,4,L4N 9S9,Barrie,44.3572,-79.6929,3
1430,1399000,4,3,M1M 3B1,Scarborough,43.7247,-79.2312,2
1431,849000,4,3,K2G 6A4,Nepean,45.3211,-75.7391,2
1432,1099999,5,2,M1E 3Y3,Scarborough,43.7678,-79.1866,2
1433,580000,4,2,N7M 3N7,Chatham,42.4238,-82.1183,2
1434,1688000,4,3,M1C 1K9,Scarborough,43.7878,-79.1564,1
1435,579000,2,2,L1C 5B8,Bowmanville,43.9714,-78.7095,1
1436,799000,3,1,M1K 1E7,Scarborough,43.7298,-79.2639,1
1437,3049000,7,7,M6A 1B1,North York ,43.7223,-79.4504,2
1439,6600000,5,7,K0L 1Y0,Peterborough County,44.7767,-77.9687,3
1440,3295000,7,4,M4T 1C7,Toronto,43.6899,-79.3853,1
1441,1999000,6,2,M2K 1J4,North York ,43.7797,-79.3813,1
1443,2788800,4,5,M2N 3H5,Willowdale,43.7673,-79.4111,3
1445,637000,3,2,P3C 2V8,Greater Sudbury ,46.5133,-81.0225,2
1447,459900,1,1,K7L 1E5,Kingston,44.2955,-76.428,2
1448,789900,2,3,L6S 2P2,Brampton,43.7379,-79.726,3
1449,429000,3,2,M6L 3E7,North York ,43.7137,-79.4869,2
1450,649000,1,2,L5J 2Y4,Mississauga,43.5102,-79.6296,2
1451,665000,1,1,M8Y 4H5,Etobicoke,43.6325,-79.4939,2
1453,1100000,3,3,L6H 0G6,Oakville,43.4881,-79.7098,1
1454,720000,3,2,M8Z 1R6,Etobicoke,43.6256,-79.5231,3
1455,389900,2,1,M9R 2K5,Etobicoke,43.6898,-79.5582,1
1456,599000,3,2,L5B 3C3,Mississauga,43.5771,-79.6306,2
1457,619999,2,2,L4M 0J2,Barrie,44.4001,-79.6663,3
1458,568000,2,1,L4S 0E9,Richmond Hill ,43.8985,-79.4143,3
1459,399900,1,1,M1H 3H8,Scarborough,43.7686,-79.2389,1
1460,579000,3,1,M1P 2S1,Scarborough,43.7612,-79.2707,3
1461,699000,3,3,L1L 0R1,Oshawa,43.9581,-78.8972,1
1462,599900,2,2,M4J 3R7,Toronto,43.6872,-79.3368,3
1463,399900,2,1,M1B 2L2,Scarborough,43.8113,-79.193,3
1464,799000,3,1,M6K 1E4,Toronto,43.6383,-79.4301,1
1465,1998000,3,3,M5J 0E1,Toronto,43.623,-79.3936,1
1466,655000,2,1,M4S 1Z7,Toronto,43.702,-79.3853,0
1467,629900,2,1,M5V 3Z9,Toronto,43.6404,-79.3995,0
1468,688000,2,2,M2N 7A2,Willowdale,43.7673,-79.4111,0
1469,649900,2,2,M5A 0K7,Toronto,43.6555,-79.3626,3
1471,784999,3,2,M6K 3R9,Toronto,43.6383,-79.4301,2
1472,750000,2,2,M5J 2Y5,Toronto,43.623,-79.3936,2
1473,699998,2,2,M6A 3B7,North York ,43.7223,-79.4504,0
1474,747000,1,1,L8M 1K2,Hamilton,43.2441,-79.8359,2
1476,579000,1,1,M5T 2W7,Toronto,43.6541,-79.3978,1
1477,649900,3,4,K2J 4E6,Nepean,45.2691,-75.7518,0
1478,499900,3,1,K2P 2E6,Ottawa,45.4166,-75.6904,3
1479,999900,3,3,L8E 5C5,Hamilton,43.2245,-79.6988,3
1482,1489000,5,3,N9C 0B9,Windsor,42.2767,-83.0793,2
1484,528000,5,2,K9J 3P2,Peterborough,44.3104,-78.2396,2
1485,1000000,4,2,L5J 4B2,Mississauga,43.5102,-79.6296,3
1486,1699000,3,4,M6S,Toronto,43.6512,-79.4828,2
1487,1399900,4,4,L5C 1M8,Mississauga,43.5624,-79.6504,2
1488,849000,4,2,M6N,York,43.6748,-79.4839,2
1489,1249900,4,3,N5V 5C6,London,43.0233,-81.1643,3
1490,2400000,4,3,L6H 0G6,Oakville,43.4881,-79.7098,3
1491,1049000,3,3,L6M 0T7,Oakville,43.4464,-79.7593,2
1492,1450000,4,2,M6N,York,43.6748,-79.4839,2
1493,899900,5,2,M1T 1A4,Scarborough,43.7812,-79.3036,1
1494,2099000,5,3,M6S,Toronto,43.6512,-79.4828,2
1496,849900,4,2,L9W 1L1,Orangeville,43.9702,-80.016,2
1498,1299000,3,3,M6N,York,43.6748,-79.4839,1
1499,1249900,3,1,M6S,Toronto,43.6512,-79.4828,2
1500,1399000,3,1,L6L 2P6,Oakville,43.4032,-79.7186,0
1501,1299000,3,3,L6H 7B8,Oakville,43.4881,-79.7098,3
1502,2800000,4,3,L6J 6X8,Oakville,43.4757,-79.6591,0
1506,1788000,4,3,L6C 2R5,Markham,43.9045,-79.3392,3
1507,7995000,4,6,L4S 1N5,Richmond Hill ,43.8985,-79.4143,1
1511,999999,3,3,L3X 2T1,Newmarket,44.0433,-79.4912,2
1512,988888,4,4,M5A 2J1,Toronto,43.6555,-79.3626,2
1516,999000,3,3,L1R 2X0,Whitby,43.9215,-78.9412,0
1517,799990,4,2,L1G 6L4,Oshawa,43.9233,-78.8684,1
1518,799900,2,2,M4L 1C2,Toronto,43.6693,-79.3155,2
1519,1399000,2,1,M1M 1C7,Scarborough,43.7247,-79.2312,1
1520,899000,4,2,M1E 3C2,Scarborough,43.7678,-79.1866,3
1521,1099000,6,4,L1R 1H2,Whitby,43.9215,-78.9412,3
1522,349000,2,1,L1B 1A1,Bowmanville,43.9235,-78.5457,3
1523,1799900,5,2,M4L 1T9,Toronto,43.6693,-79.3155,1
1524,1999000,5,5,L1W 2G9,Pickering,43.8197,-79.0803,0
1525,2849000,6,5,M4J 2P4,Toronto,43.6872,-79.3368,3
1526,899000,4,3,L1N 6A3,Whitby,43.8721,-78.9273,1
1527,1688888,5,5,M2N 4S5,Willowdale,43.7673,-79.4111,3
1528,1849000,3,2,M5N 1B1,Toronto,43.7113,-79.4195,3
1530,999900,7,3,M4N 1X2,Toronto,43.7301,-79.3935,1
1532,1180000,5,3,M2H 1S9,North York ,43.8015,-79.3577,2
1533,6800000,6,6,M3C 2N2,Don Mills ,43.7334,-79.3329,1
1534,589000,2,2,N1R 2J2,Cambridge,43.3666,-80.2239,3
1535,699999,3,4,L1G 1B5,Oshawa,43.9233,-78.8684,2
1537,699000,4,2,L5J 1L8,Mississauga,43.5102,-79.6296,0
1538,529900,1,1,L6R 2W8,Brampton,43.7592,-79.7605,2
1539,479000,1,1,M6E 4Y2,York,43.6889,-79.4507,0
1540,539900,1,1,M6P,Toronto,43.6605,-79.4633,2
1541,600000,1,1,M6M 1T9,York,43.6934,-79.4857,0
1542,529800,2,1,L5L 3N1,Mississauga,43.5373,-79.6903,2
1543,499900,1,1,L7M 0H6,Burlington,43.4342,-79.8701,2
1544,619900,2,1,M8X 2M6,Etobicoke,43.6518,-79.5076,3
1545,649900,2,1,M9C 5S3,Etobicoke,43.6437,-79.5767,3
1547,1375000,4,3,M4K 1E8,Toronto,43.6803,-79.3538,3
1549,599999,3,3,L4C 5E2,Richmond Hill ,43.8669,-79.4414,1
1550,799000,2,2,L6C 1P8,Markham,43.9045,-79.3392,2
1551,499000,2,1,L4S 0E9,Richmond Hill ,43.8985,-79.4143,2
1553,899999,3,3,L3P 7Y6,Markham,43.8769,-79.2686,2
1555,399900,3,1,L1J 3T9,Oshawa,43.8852,-78.8771,2
1556,499000,2,1,L1C 0C6,Bowmanville,43.9714,-78.7095,2
1557,499000,3,2,M1K 5J3,Scarborough,43.7298,-79.2639,2
1558,849000,2,2,M9R 3V7,Etobicoke,43.6898,-79.5582,0
1560,599900,2,2,M2J 1M4,North York ,43.7801,-79.3479,2
1562,700000,1,1,M5S 2S3,Toronto,43.6629,-79.3987,1
1563,599000,1,1,M5V 4A1,Toronto,43.6404,-79.3995,2
1565,629000,2,1,M5T 2W5,Toronto,43.6541,-79.3978,2
1567,769000,2,1,M6K 3R9,Toronto,43.6383,-79.4301,3
1569,799000,2,2,M5V 1K1,Toronto,43.6404,-79.3995,2
1570,1299000,2,2,M4T 1X3,Toronto,43.6899,-79.3853,3
1571,899000,3,2,M2P 2E3,North York ,43.75,-79.3978,2
1572,549000,1,1,M4Y 1X7,Toronto,43.6656,-79.383,3
1574,699900,3,2,M6H 3M8,Toronto,43.6655,-79.4378,2
1575,1499000,5,4,N2R 0A4,Kitchener,43.3849,-80.487,1
1576,899900,5,5,L2V 4Y6,St. Catharines ,43.1142,-79.2035,1
1578,1149900,4,4,L6V 4K2,Brampton,43.7059,-79.7626,2
1579,1879900,5,3,L5G 1T1,Mississauga,43.5647,-79.5852,3
1580,1998000,3,4,L6C 1P8,Markham,43.9045,-79.3392,2
1581,1499888,5,5,L1K 0C8,Oshawa,43.9251,-78.8287,2
1583,799000,3,1,M5B 2L1,Toronto,43.6572,-79.3783,1
1584,899999,4,4,L7L 1N3,Burlington,43.3799,-79.7668,2
1586,899000,4,3,L3S 3P7,Markham,43.8486,-79.2617,2
1588,1650000,4,4,L7M 0N6,Burlington,43.4342,-79.8701,2
1589,899000,4,3,M1P 3Z1,Scarborough,43.7612,-79.2707,2
1590,1928000,4,2,L4E 5B9,Richmond Hill ,43.9394,-79.4349,2
1591,1599000,6,5,L6B 0L9,Markham,43.9007,-79.2175,0
1593,1370000,4,4,M4C 4L2,East York ,43.6913,-79.3116,2
1594,1498000,5,4,M6C 1X3,York,43.6915,-79.4307,1
1595,360900,1,1,K1P 6A9,Ottawa,45.4225,-75.7026,3
1596,479990,2,1,P7A 8C7,Thunder Bay ,48.4601,-89.2035,1
1597,499900,2,1,M9R 3V7,Etobicoke,43.6898,-79.5582,3
1598,450000,3,2,M3N 2K7,North York ,43.7568,-79.521,3
1599,479000,1,1,M9W 6T4,Etobicoke,43.7144,-79.5909,2
1600,668888,3,2,M9W 2N8,Etobicoke,43.7144,-79.5909,3
1604,649990,7,3,N3S 2E3,Brant,43.1394,-80.2357,2
1605,2100000,4,3,L9V 1B6,Orangeville,43.9597,-80.1079,2
1606,489000,3,2,N1H 5W4,Guelph,43.5588,-80.3004,1
1607,749900,3,3,L2M 7C4,St. Catharines ,43.196,-79.2161,2
1608,1295000,7,3,N2A 1C1,Kitchener,43.4413,-80.4246,0
1610,599900,4,2,M6H 1N7,Toronto,43.6655,-79.4378,1
1612,985000,4,2,L5J 4B2,Mississauga,43.5102,-79.6296,3
1613,1499000,3,1,L6K 2S2,Oakville,43.4396,-79.6878,2
1614,1299000,7,4,L6Y 1Z4,Brampton,43.6249,-79.7876,3
1615,1199000,4,3,L6L 6A4,Oakville,43.4032,-79.7186,3
1616,1099900,6,2,L6W 2L4,Brampton,43.68,-79.7273,1
1617,2499000,5,4,M8V 2X4,Toronto,43.6075,-79.5013,3
1618,1299000,4,3,M8Y 1B7,Etobicoke,43.6325,-79.4939,3
1619,6995000,13,14,M6K 1L7,Toronto,43.6383,-79.4301,0
1621,4850000,4,4,L6J 4V5,Oakville,43.4757,-79.6591,0
1622,1899000,4,4,L7R 1J2,Burlington,43.375,-79.8434,0
1624,828000,3,2,L0K 1B0,Lake Simcoe ,44.6233,-79.1235,0
1625,849900,3,4,N1E 0G1,Guelph,43.5677,-80.2418,0
1627,1899000,5,4,L6C 1A3,Markham,43.9045,-79.3392,2
1628,519000,3,2,K7K 2Y5,Kingston,44.2569,-76.4717,1
1632,999000,3,3,P3C 2V9,Greater Sudbury ,46.5133,-81.0225,2
1633,1299000,6,4,L1X 2K5,Pickering,43.8558,-79.0972,3
1634,769000,3,3,L1Z 0H6,Ajax,43.8773,-79.0055,1
1635,1199900,5,4,M1L 3H1,Scarborough,43.7122,-79.2843,2
1636,899900,9,4,L1J 0A1,Oshawa,43.8852,-78.8771,0
1638,988000,5,4,M1E 4P6,Scarborough,43.7678,-79.1866,1
1640,1188800,4,3,M1E 4N1,Scarborough,43.7678,-79.1866,2
1641,799000,4,2,L1M 1B0,Whitby,43.9566,-78.9779,2
1642,5998800,6,7,M2L 1L3,North York ,43.7547,-79.3764,2
1643,6280000,5,5,M4W 1J4,Toronto,43.6827,-79.373,3
1644,1345000,2,2,M6H 3L8,Toronto,43.6655,-79.4378,1
1645,2698000,6,4,M2J 2P9,North York ,43.7801,-79.3479,0
1646,410000,1,2,N2J 4V2,Waterloo,43.504,-80.5366,0
1647,334900,2,1,K2C 3G1,Ottawa,45.3679,-75.7381,3
1648,959900,3,2,M6S 5B5,Toronto,43.6512,-79.4828,0
1649,1500000,4,5,N5P 1Z1,St. Thomas ,42.7779,-81.1769,3
1650,559900,3,2,M9C 3S6,Etobicoke,43.6437,-79.5767,3
1651,288800,2,1,M3N 2S6,North York ,43.7568,-79.521,2
1652,749000,2,2,M6S 5B5,Toronto,43.6512,-79.4828,3
1653,525500,2,1,M9A 5G1,Etobicoke,43.6662,-79.5282,0
1655,648000,2,2,L4C 3L3,Richmond Hill ,43.8669,-79.4414,1
1656,499800,2,1,M1H 1H9,Scarborough,43.7686,-79.2389,1
1657,749888,2,2,M1E 1N9,Scarborough,43.7678,-79.1866,3
