,City,Year,Month,Sold,List_price_avg,Sold_price_avg,above_below,monthly_change,monthly_change_per,days_on_mar
1407,toronto,2014,September,"3,249","$509,900","$523,750",2.71%,"$37,688",7.75%,14
1408,toronto,2014,August,"2,830","$484,175","$486,062",0.38%,"-$15,281",-3.04%,17
1409,toronto,2014,July,"3,419","$499,112","$501,343",0.44%,"-$16,532",-3.19%,15
1410,toronto,2014,June,"3,907","$509,912","$517,875",1.56%,"-$1,125",-0.21%,13
1411,toronto,2014,May,"4,181","$508,975","$519,000",1.96%,-$212,-0.04%,12
1412,toronto,2014,April,"3,727","$507,425","$519,212",2.32%,"$16,812",3.34%,12
1413,toronto,2014,March,"3,183","$489,712","$502,400",2.59%,"-$26,350",-4.98%,11
1414,toronto,2014,February,"2,256","$519,075","$528,750",1.86%,"$56,313",11.91%,13
1415,toronto,2014,January,"1,699","$476,100","$472,437",-0.76%,"$3,062",0.65%,18
1416,toronto,2013,December,"1,528","$467,961","$469,375",0.3%,"-$13,225",-2.74%,20
1417,toronto,2013,November,"2,606","$482,175","$482,600",0.08%,"-$4,150",-0.85%,17
1418,toronto,2013,October,"3,152","$485,200","$486,750",0.31%,"$12,525",2.64%,16
1419,toronto,2013,September,"2,906","$471,950","$474,225",0.48%,"$34,038",7.73%,15
1420,toronto,2013,August,"2,693","$446,800","$440,187",-1.48%,"-$21,063",-4.56%,17
1421,toronto,2013,July,"3,042","$461,337","$461,250",-0.01%,"-$10,768",-2.28%,17
1422,toronto,2013,June,"3,315","$470,000","$472,018",0.42%,"-$7,457",-1.55%,15
1423,toronto,2013,May,"3,794","$476,999","$479,475",0.51%,"$5,725",1.2%,14
1424,toronto,2013,April,"3,689","$469,950","$473,750",0.8%,$938,0.19%,14
1425,toronto,2013,March,"3,035","$471,972","$472,812",0.17%,"$4,750",1.01%,13
1426,toronto,2013,February,"2,241","$465,436","$468,062",0.56%,"$19,262",4.29%,15
1427,toronto,2013,January,"1,686","$451,936","$448,800",-0.69%,"$26,925",6.38%,22
1428,toronto,2012,December,"1,420","$431,234","$421,875",-2.17%,"-$18,893",-4.28%,28
1429,toronto,2012,November,"2,269","$449,045","$440,768",-1.84%,"-$13,732",-3.02%,22
1430,toronto,2012,October,"2,684","$457,737","$454,500",-0.7%,"$4,638",1.03%,17
1431,toronto,2012,September,"2,391","$444,137","$449,862",1.28%,"$28,862",6.85%,17
1432,toronto,2012,August,"2,162","$425,700","$421,000",-1.1%,"-$9,375",-2.17%,20
1433,toronto,2012,July,"2,661","$436,700","$430,375",-1.44%,"-$19,588",-4.35%,18
1434,toronto,2012,June,"3,450","$448,225","$449,963",0.38%,"-$22,876",-4.83%,14
1435,toronto,2012,May,"4,012","$464,450","$472,839",1.8%,"$8,764",1.88%,12
1436,toronto,2012,April,"3,947","$450,725","$464,075",2.96%,"$13,325",2.95%,12
1437,toronto,2012,March,"3,741","$437,062","$450,750",3.13%,"-$5,787",-1.26%,12
1438,toronto,2012,February,"2,821","$448,099","$456,537",1.88%,"$36,912",8.79%,12
1439,toronto,2012,January,"1,797","$420,950","$419,625",-0.31%,"$419,625",0%,18
1440,vaughan,2021,December,255,"$1,091,497","$1,203,375",10.24%,"$73,313",6.48%,7
1441,vaughan,2021,November,382,"$1,047,737","$1,130,062",7.85%,"$49,287",4.56%,8
1442,vaughan,2021,October,440,"$972,098","$1,080,775",11.17%,"$26,325",2.49%,8
1443,vaughan,2021,September,434,"$984,424","$1,054,450",7.11%,"$21,200",2.05%,7
1444,vaughan,2021,August,416,"$1,012,325","$1,033,250",2.06%,"$38,376",3.85%,9
1445,vaughan,2021,July,389,"$959,812","$994,874",3.65%,"$14,749",1.5%,12
1446,vaughan,2021,June,482,"$962,936","$980,125",1.78%,"-$15,825",-1.58%,8
1447,vaughan,2021,May,518,"$956,700","$995,950",4.1%,"-$44,675",-4.29%,8
1448,vaughan,2021,April,545,"$990,200","$1,040,625",5.09%,"$35,000",3.48%,9
1449,vaughan,2021,March,705,"$930,000","$1,005,625",8.13%,"$36,813",3.79%,6
1450,vaughan,2021,February,492,"$898,887","$968,812",7.77%,"-$16,413",-1.66%,7
1451,vaughan,2021,January,330,"$927,987","$985,225",6.16%,"$89,450",9.98%,12
1452,vaughan,2020,December,314,"$899,325","$895,775",-0.39%,"$32,900",3.81%,23
1453,vaughan,2020,November,360,"$860,475","$862,875",0.27%,"-$8,437",-0.96%,15
1454,vaughan,2020,October,459,"$880,125","$871,312",-1%,"$8,339",0.96%,15
1455,vaughan,2020,September,444,"$863,075","$862,973",-0.01%,"-$22,227",-2.51%,12
1456,vaughan,2020,August,440,"$881,397","$885,200",0.43%,"-$12,487",-1.39%,12
1457,vaughan,2020,July,471,"$900,336","$897,687",-0.29%,"$70,937",8.58%,13
1458,vaughan,2020,June,314,"$824,724","$826,750",0.24%,"-$7,175",-0.86%,11
1459,vaughan,2020,May,176,"$857,346","$833,925",-2.73%,"$66,550",8.67%,18
1460,vaughan,2020,April,90,"$788,700","$767,375",-2.7%,"-$92,437",-10.75%,14
1461,vaughan,2020,March,339,"$837,975","$859,812",2.6%,"-$9,563",-1.09%,7
1462,vaughan,2020,February,327,"$856,337","$869,375",1.52%,"$8,979",1.04%,9
1463,vaughan,2020,January,184,"$849,225","$860,396",1.31%,"$42,521",5.19%,14
1464,vaughan,2019,December,157,"$831,687","$817,875",-1.66%,"$2,657",0.32%,20
1465,vaughan,2019,November,273,"$817,800","$815,218",-0.31%,"$48,443",6.31%,16
1466,vaughan,2019,October,244,"$770,950","$766,775",-0.54%,"-$10,350",-1.33%,18
1467,vaughan,2019,September,269,"$785,924","$777,125",-1.11%,"-$1,472",-0.18%,14
1468,vaughan,2019,August,280,"$787,550","$778,597",-1.13%,"-$1,003",-0.12%,17
1469,vaughan,2019,July,333,"$784,504","$779,600",-0.62%,"$12,275",1.59%,17
1470,vaughan,2019,June,323,"$780,937","$767,325",-1.74%,"-$5,425",-0.7%,18
1471,vaughan,2019,May,391,"$792,585","$772,750",-2.5%,"$11,375",1.49%,15
1472,vaughan,2019,April,389,"$770,750","$761,375",-1.21%,"$12,875",1.72%,14
1473,vaughan,2019,March,294,"$762,674","$748,500",-1.85%,"$1,063",0.14%,14
1474,vaughan,2019,February,204,"$762,629","$747,437",-1.99%,"-$10,063",-1.32%,23
1475,vaughan,2019,January,145,"$779,200","$757,500",-2.78%,"$7,125",0.94%,27
1476,vaughan,2018,December,161,"$774,100","$750,375",-3.06%,"$22,250",3.05%,27
1477,vaughan,2018,November,260,"$749,112","$728,125",-2.8%,"-$39,875",-5.19%,22
1478,vaughan,2018,October,252,"$791,950","$768,000",-3.02%,"-$29,875",-3.74%,21
1479,vaughan,2018,September,234,"$819,834","$797,875",-2.67%,"$37,250",4.89%,23
1480,vaughan,2018,August,231,"$777,300","$760,625",-2.14%,"$14,875",1.99%,24
1481,vaughan,2018,July,194,"$769,450","$745,750",-3.08%,"$7,250",0.98%,23
1482,vaughan,2018,June,261,"$758,223","$738,500",-2.6%,"-$23,187",-3.04%,25
1483,vaughan,2018,May,322,"$779,825","$761,687",-2.32%,"-$8,781",-1.13%,16
1484,vaughan,2018,April,291,"$792,009","$770,468",-2.71%,"$10,718",1.41%,18
1485,vaughan,2018,March,286,"$773,937","$759,750",-1.83%,"-$8,625",-1.12%,15
1486,vaughan,2018,February,209,"$792,700","$768,375",-3.06%,"$48,250",6.7%,22
1487,vaughan,2018,January,126,"$739,650","$720,125",-2.63%,"-$33,625",-4.46%,26
1488,vaughan,2017,December,156,"$781,225","$753,750",-3.51%,"-$8,187",-1.07%,30
1489,vaughan,2017,November,220,"$785,937","$761,937",-3.05%,"-$3,674",-0.47%,17
1490,vaughan,2017,October,231,"$782,072","$765,611",-2.1%,"$16,736",2.23%,19
1491,vaughan,2017,September,171,"$772,199","$748,875",-3.02%,"-$19,562",-2.54%,17
1492,vaughan,2017,August,157,"$782,711","$768,437",-1.82%,"$10,150",1.33%,22
1493,vaughan,2017,July,135,"$780,724","$758,287",-2.87%,"-$30,838",-3.9%,15
1494,vaughan,2017,June,217,"$785,249","$789,125",0.49%,"-$9,250",-1.15%,12
1495,vaughan,2017,May,346,"$785,850","$798,375",1.59%,"-$90,500",-10.18%,8
1496,vaughan,2017,April,414,"$792,375","$888,875",12.17%,"-$23,700",-2.59%,6
1497,vaughan,2017,March,445,"$786,162","$912,575",16.07%,"$55,825",6.51%,6
1498,vaughan,2017,February,361,"$763,450","$856,750",12.22%,"$32,550",3.94%,6
1499,vaughan,2017,January,217,"$790,062","$824,200",4.32%,"$81,075",10.91%,9
1500,vaughan,2016,December,228,"$712,725","$743,125",4.26%,"$15,000",2.06%,13
1501,vaughan,2016,November,372,"$703,836","$728,125",3.45%,"$15,625",2.19%,11
1502,vaughan,2016,October,345,"$694,297","$712,500",2.62%,"-$22,000",-2.99%,15
1503,vaughan,2016,September,335,"$701,472","$734,500",4.7%,"$13,875",1.92%,10
1504,vaughan,2016,August,370,"$706,183","$720,625",2.04%,"$44,625",6.6%,12
1505,vaughan,2016,July,271,"$654,522","$676,000",3.28%,"-$9,787",-1.42%,16
1506,vaughan,2016,June,485,"$658,925","$685,787",4.07%,"-$2,838",-0.41%,11
1507,vaughan,2016,May,600,"$656,700","$688,625",4.86%,"$8,250",1.21%,11
1508,vaughan,2016,April,609,"$658,894","$680,375",3.26%,"$20,875",3.16%,11
1509,vaughan,2016,March,475,"$638,399","$659,500",3.3%,"$1,213",0.18%,11
1510,vaughan,2016,February,372,"$643,662","$658,287",2.27%,"$21,786",3.42%,14
1511,vaughan,2016,January,242,"$637,597","$636,501",-0.17%,"$41,151",6.91%,23
1512,vaughan,2015,December,195,"$590,623","$595,350",0.8%,"$5,700",0.96%,19
1513,vaughan,2015,November,283,"$590,800","$589,650",-0.19%,"-$5,100",-0.85%,16
1514,vaughan,2015,October,359,"$600,537","$594,750",-0.96%,"$10,500",1.79%,16
1515,vaughan,2015,September,328,"$589,086","$584,250",-0.82%,"-$15,000",-2.5%,16
1516,vaughan,2015,August,295,"$600,325","$599,250",-0.17%,"-$6,125",-1.01%,19
1517,vaughan,2015,July,393,"$598,025","$605,375",1.22%,"$2,438",0.4%,15
1518,vaughan,2015,June,505,"$607,975","$602,937",-0.82%,"-$1,938",-0.32%,15
1519,vaughan,2015,May,528,"$592,925","$604,875",2.01%,"$23,213",3.99%,12
1520,vaughan,2015,April,553,"$580,900","$581,662",0.13%,"$12,676",2.22%,12
1521,vaughan,2015,March,511,"$571,912","$568,986",-0.51%,"$2,299",0.4%,14
1522,vaughan,2015,February,313,"$562,400","$566,687",0.76%,"$19,812",3.62%,13
1523,vaughan,2015,January,212,"$550,450","$546,875",-0.64%,"-$13,850",-2.47%,15
1524,vaughan,2014,December,188,"$569,025","$560,725",-1.45%,"$2,225",0.39%,23
1525,vaughan,2014,November,284,"$569,225","$558,500",-1.88%,"$24,125",4.51%,20
1526,vaughan,2014,October,361,"$543,200","$534,375",-1.62%,"-$18,087",-3.27%,19
1527,vaughan,2014,September,351,"$561,450","$552,462",-1.6%,"$1,212",0.21%,18
1528,vaughan,2014,August,347,"$557,937","$551,250",-1.19%,"$14,750",2.74%,21
1529,vaughan,2014,July,410,"$547,012","$536,500",-1.92%,"$2,875",0.53%,20
1530,vaughan,2014,June,387,"$541,662","$533,625",-1.48%,"-$7,375",-1.36%,16
1531,vaughan,2014,May,491,"$548,662","$541,000",-1.39%,"-$5,000",-0.91%,18
1532,vaughan,2014,April,421,"$553,922","$546,000",-1.43%,-$500,-0.09%,16
1533,vaughan,2014,March,378,"$539,808","$546,500",1.23%,"$31,750",6.16%,12
1534,vaughan,2014,February,262,"$519,162","$514,750",-0.84%,"$10,250",2.03%,15
1535,vaughan,2014,January,179,"$513,662","$504,500",-1.78%,"-$18,262",-3.49%,34
1536,vaughan,2013,December,185,"$534,448","$522,762",-2.18%,"$27,950",5.64%,21
1537,vaughan,2013,November,294,"$505,312","$494,812",-2.07%,"-$16,038",-3.13%,26
1538,vaughan,2013,October,323,"$526,062","$510,850",-2.89%,"-$5,211",-1%,20
1539,vaughan,2013,September,329,"$530,275","$516,061",-2.68%,"$3,561",0.69%,23
1540,vaughan,2013,August,314,"$523,211","$512,500",-2.04%,"$2,875",0.56%,21
1541,vaughan,2013,July,357,"$519,300","$509,625",-1.86%,"$9,000",1.79%,22
1542,vaughan,2013,June,399,"$505,550","$500,625",-0.97%,"$5,690",1.14%,18
1543,vaughan,2013,May,437,"$505,062","$494,935",-2%,"-$5,112",-1.02%,16
1544,vaughan,2013,April,421,"$512,200","$500,047",-2.37%,"$16,547",3.42%,17
1545,vaughan,2013,March,370,"$487,824","$483,500",-0.88%,"-$3,875",-0.79%,17
1546,vaughan,2013,February,268,"$497,475","$487,375",-2.03%,"$29,625",6.47%,23
1547,vaughan,2013,January,232,"$470,687","$457,750",-2.74%,"-$13,625",-2.89%,23
1548,vaughan,2012,December,166,"$482,800","$471,375",-2.36%,"-$9,112",-1.89%,27
1549,vaughan,2012,November,269,"$488,297","$480,487",-1.59%,"$10,737",2.28%,25
1550,vaughan,2012,October,286,"$482,137","$469,750",-2.56%,"-$6,887",-1.44%,21
1551,vaughan,2012,September,264,"$484,560","$476,637",-1.63%,"-$8,925",-1.83%,23
1552,vaughan,2012,August,244,"$497,024","$485,562",-2.3%,"$12,081",2.55%,23
1553,vaughan,2012,July,315,"$483,562","$473,481",-2.08%,"-$17,894",-3.64%,24
1554,vaughan,2012,June,387,"$500,087","$491,375",-1.74%,"$6,813",1.4%,15
1555,vaughan,2012,May,447,"$483,262","$484,562",0.26%,"$11,187",2.36%,16
1556,vaughan,2012,April,449,"$478,369","$473,375",-1.04%,"-$20,737",-4.19%,15
1557,vaughan,2012,March,491,"$494,225","$494,112",-0.02%,"$23,675",5.03%,13
1558,vaughan,2012,February,363,"$479,450","$470,437",-1.87%,"-$1,288",-0.27%,11
1559,vaughan,2012,January,218,"$476,700","$471,725",-1.04%,"$471,725",0%,21
1560,whitchurch-stouffville,2021,December,42,"$932,125","$1,051,030",12.75%,"$61,030",6.16%,11
1561,whitchurch-stouffville,2021,November,67,"$894,612","$990,000",10.66%,"$36,251",3.8%,5
1562,whitchurch-stouffville,2021,October,80,"$875,624","$953,749",8.92%,"-$1,126",-0.11%,22
1563,whitchurch-stouffville,2021,September,87,"$879,237","$954,875",8.6%,"$27,000",2.9%,12
1564,whitchurch-stouffville,2021,August,67,"$839,000","$927,875",10.59%,"$9,225",1%,11
1565,whitchurch-stouffville,2021,July,80,"$873,723","$918,650",5.14%,"-$6,350",-0.68%,10
1566,whitchurch-stouffville,2021,June,82,"$886,750","$925,000",4.31%,"$17,375",1.91%,18
1567,whitchurch-stouffville,2021,May,101,"$834,500","$907,625",8.76%,"-$4,375",-0.47%,7
1568,whitchurch-stouffville,2021,April,133,"$867,700","$912,000",5.1%,"$53,375",6.21%,11
1569,whitchurch-stouffville,2021,March,135,"$803,575","$858,625",6.85%,"-$19,487",-2.21%,6
1570,whitchurch-stouffville,2021,February,119,"$790,675","$878,112",11.05%,"$208,425",31.12%,11
1571,whitchurch-stouffville,2021,January,61,"$622,250","$669,687",7.62%,"-$162,813",-19.55%,26
1572,whitchurch-stouffville,2020,December,64,"$792,862","$832,500",4.99%,"$26,784",3.32%,13
1573,whitchurch-stouffville,2020,November,68,"$788,972","$805,716",2.12%,"$48,127",6.35%,17
1574,whitchurch-stouffville,2020,October,99,"$727,300","$757,589",4.16%,"-$55,161",-6.78%,16
1575,whitchurch-stouffville,2020,September,100,"$796,475","$812,750",2.04%,"$75,100",10.18%,10
1576,whitchurch-stouffville,2020,August,95,"$733,822","$737,650",0.52%,"-$1,912",-0.25%,13
1577,whitchurch-stouffville,2020,July,110,"$735,922","$739,562",0.49%,"$29,175",4.1%,18
1578,whitchurch-stouffville,2020,June,90,"$706,973","$710,387",0.48%,"-$24,563",-3.34%,12
1579,whitchurch-stouffville,2020,May,40,"$739,161","$734,950",-0.56%,"$306,700",71.61%,19
1580,whitchurch-stouffville,2020,April,15,"$448,500","$428,250",-4.51%,"-$278,236",-39.38%,13
1581,whitchurch-stouffville,2020,March,44,"$695,075","$706,486",1.64%,"$22,375",3.27%,30
1582,whitchurch-stouffville,2020,February,58,"$681,937","$684,111",0.31%,"-$53,564",-7.26%,12
1583,whitchurch-stouffville,2020,January,31,"$741,662","$737,675",-0.53%,"$62,050",9.18%,41
1584,whitchurch-stouffville,2019,December,41,"$690,322","$675,625",-2.12%,"-$45,543",-6.31%,41
1585,whitchurch-stouffville,2019,November,56,"$735,087","$721,168",-1.89%,"$46,793",6.93%,23
1586,whitchurch-stouffville,2019,October,72,"$691,187","$674,375",-2.43%,"$114,763",20.5%,22
1587,whitchurch-stouffville,2019,September,65,"$564,237","$559,612",-0.81%,"$30,637",5.79%,25
1588,whitchurch-stouffville,2019,August,71,"$542,950","$528,975",-2.57%,"-$141,775",-21.13%,33
1589,whitchurch-stouffville,2019,July,63,"$674,175","$670,750",-0.5%,"$84,625",14.43%,32
1590,whitchurch-stouffville,2019,June,75,"$597,725","$586,125",-1.94%,"-$72,850",-11.05%,25
1591,whitchurch-stouffville,2019,May,75,"$663,675","$658,975",-0.7%,"-$11,775",-1.75%,18
1592,whitchurch-stouffville,2019,April,59,"$678,950","$670,750",-1.2%,"$7,500",1.13%,21
1593,whitchurch-stouffville,2019,March,60,"$671,950","$663,250",-1.29%,"-$20,875",-3.05%,18
1594,whitchurch-stouffville,2019,February,33,"$698,325","$684,125",-2.03%,"$316,275",85.97%,29
1595,whitchurch-stouffville,2019,January,21,"$379,600","$367,850",-3.09%,"-$3,650",-0.98%,19
1596,whitchurch-stouffville,2018,December,25,"$375,500","$371,500",-1.06%,"-$142,550",-27.73%,14
1597,whitchurch-stouffville,2018,November,38,"$530,073","$514,050",-3.02%,"-$120,852",-19.03%,41
1598,whitchurch-stouffville,2018,October,58,"$650,437","$634,902",-2.38%,"$19,802",3.21%,34
1599,whitchurch-stouffville,2018,September,56,"$627,525","$615,100",-1.98%,"-$20,837",-3.27%,23
1600,whitchurch-stouffville,2018,August,60,"$651,725","$635,937",-2.42%,"-$21,063",-3.2%,39
1601,whitchurch-stouffville,2018,July,49,"$661,362","$657,000",-0.65%,"$10,938",1.69%,35
1602,whitchurch-stouffville,2018,June,66,"$662,099","$646,062",-2.42%,"-$14,312",-2.16%,37
1603,whitchurch-stouffville,2018,May,59,"$673,200","$660,374",-1.9%,"-$9,501",-1.41%,26
1604,whitchurch-stouffville,2018,April,50,"$684,109","$669,875",-2.08%,"$122,250",22.32%,27
1605,whitchurch-stouffville,2018,March,48,"$549,100","$547,625",-0.26%,"$155,750",39.74%,9
1606,whitchurch-stouffville,2018,February,38,"$401,587","$391,875",-2.41%,-$787,-0.2%,9
1607,whitchurch-stouffville,2018,January,22,"$401,987","$392,662",-2.31%,"-$114,325",-22.54%,21
1608,whitchurch-stouffville,2017,December,25,"$527,323","$506,987",-3.85%,"-$170,762",-25.19%,16
1609,whitchurch-stouffville,2017,November,57,"$698,700","$677,749",-2.99%,"$286,777",73.34%,65
1610,whitchurch-stouffville,2017,October,54,"$401,750","$390,972",-2.68%,"-$277,153",-41.48%,10
1611,whitchurch-stouffville,2017,September,39,"$684,650","$668,125",-2.41%,"$171,889",34.63%,36
1612,whitchurch-stouffville,2017,August,43,"$502,474","$496,236",-1.24%,"$113,136",29.53%,18
1613,whitchurch-stouffville,2017,July,22,"$392,450","$383,100",-2.38%,"-$248,875",-39.38%,13
1614,whitchurch-stouffville,2017,June,44,"$633,850","$631,975",-0.29%,"$48,850",8.37%,20
1615,whitchurch-stouffville,2017,May,54,"$576,825","$583,125",1.09%,"-$156,225",-21.13%,27
1616,whitchurch-stouffville,2017,April,88,"$690,409","$739,350",7.08%,"$238,725",47.68%,24
1617,whitchurch-stouffville,2017,March,88,"$423,724","$500,625",18.14%,"-$80,875",-13.9%,3
1618,whitchurch-stouffville,2017,February,56,"$519,120","$581,500",12.01%,"-$52,500",-8.28%,6
1619,whitchurch-stouffville,2017,January,38,"$609,825","$634,000",3.96%,"$141,250",28.66%,12
1620,whitchurch-stouffville,2016,December,54,"$487,062","$492,750",1.16%,"-$5,625",-1.12%,9
1621,whitchurch-stouffville,2016,November,80,"$494,375","$498,375",0.8%,"$76,875",18.23%,10
1622,whitchurch-stouffville,2016,October,70,"$393,722","$421,500",7.05%,"$25,500",6.43%,3
1623,whitchurch-stouffville,2016,September,79,"$377,175","$396,000",4.99%,"-$245,725",-38.29%,2
1624,whitchurch-stouffville,2016,August,87,"$632,048","$641,725",1.53%,"$257,125",66.85%,19
1625,whitchurch-stouffville,2016,July,69,"$373,211","$384,600",3.05%,"-$96,750",-20.09%,3
1626,whitchurch-stouffville,2016,June,127,"$461,537","$481,350",4.29%,"-$47,275",-8.94%,26
1627,whitchurch-stouffville,2016,May,130,"$518,000","$528,625",2.05%,"$81,486",18.22%,7
1628,whitchurch-stouffville,2016,April,134,"$434,700","$447,139",2.86%,"-$4,861",-1.07%,7
1629,whitchurch-stouffville,2016,March,83,"$449,225","$452,000",0.61%,"-$19,000",-4.03%,4
1630,whitchurch-stouffville,2016,February,67,"$465,447","$471,000",1.19%,"-$15,762",-3.23%,6
1631,whitchurch-stouffville,2016,January,41,"$481,174","$486,762",1.16%,"$7,300",1.52%,5
1632,whitchurch-stouffville,2015,December,42,"$496,375","$479,462",-3.4%,"$152,712",46.73%,24
1633,whitchurch-stouffville,2015,November,51,"$329,500","$326,750",-0.83%,"-$80,250",-19.71%,7
1634,whitchurch-stouffville,2015,October,74,"$404,300","$407,000",0.66%,"-$117,062",-22.33%,10
1635,whitchurch-stouffville,2015,September,69,"$533,087","$524,062",-1.69%,"$205,687",64.6%,7
1636,whitchurch-stouffville,2015,August,75,"$322,100","$318,375",-1.15%,"-$349,250",-52.31%,6
1637,whitchurch-stouffville,2015,July,86,"$668,800","$667,625",-0.17%,"$171,900",34.67%,24
1638,whitchurch-stouffville,2015,June,120,"$491,462","$495,725",0.86%,"$111,475",29.01%,10
1639,whitchurch-stouffville,2015,May,116,"$378,075","$384,250",1.63%,"-$86,250",-18.33%,6
1640,whitchurch-stouffville,2015,April,125,"$472,975","$470,500",-0.52%,"$175,778",59.64%,15
1641,whitchurch-stouffville,2015,March,78,"$294,725","$294,722",0%,"-$189,153",-39.09%,4
1642,whitchurch-stouffville,2015,February,60,"$485,325","$483,875",-0.29%,"$124,250",34.54%,15
1643,whitchurch-stouffville,2015,January,44,"$358,550","$359,625",0.29%,"-$92,625",-20.48%,8
1644,whitchurch-stouffville,2014,December,34,"$458,687","$452,250",-1.4%,"-$28,887",-6%,61
1645,whitchurch-stouffville,2014,November,51,"$499,650","$481,137",-3.7%,"$190,825",65.73%,61
1646,whitchurch-stouffville,2014,October,63,"$290,975","$290,312",-0.22%,"-$86,563",-22.96%,8
1647,whitchurch-stouffville,2014,September,82,"$385,950","$376,875",-2.35%,"-$92,843",-19.76%,14
1648,whitchurch-stouffville,2014,August,69,"$479,550","$469,718",-2.05%,"$108,031",29.86%,39
1649,whitchurch-stouffville,2014,July,94,"$362,073","$361,687",-0.1%,"-$91,000",-20.1%,11
1650,whitchurch-stouffville,2014,June,94,"$458,725","$452,687",-1.31%,"$22,312",5.18%,26
1651,whitchurch-stouffville,2014,May,117,"$437,837","$430,375",-1.7%,"-$41,475",-8.78%,24
1652,whitchurch-stouffville,2014,April,89,"$477,400","$471,850",-1.16%,"$41,288",9.58%,34
1653,whitchurch-stouffville,2014,March,65,"$435,447","$430,562",-1.12%,"$74,062",20.77%,36
1654,whitchurch-stouffville,2014,February,47,"$368,475","$356,500",-3.24%,"$43,125",13.76%,23
1655,whitchurch-stouffville,2014,January,44,"$319,450","$313,375",-1.9%,"$12,875",4.28%,29
1656,whitchurch-stouffville,2013,December,22,"$305,212","$300,500",-1.54%,"-$39,875",-11.71%,14
1657,whitchurch-stouffville,2013,November,59,"$346,325","$340,375",-1.71%,"-$9,000",-2.57%,60
1658,whitchurch-stouffville,2013,October,56,"$351,407","$349,375",-0.57%,"-$22,175",-5.96%,26
1659,whitchurch-stouffville,2013,September,69,"$380,437","$371,550",-2.33%,"$24,050",6.92%,20
1660,whitchurch-stouffville,2013,August,71,"$365,000","$347,500",-4.79%,"-$70,375",-16.84%,13
1661,whitchurch-stouffville,2013,July,72,"$425,587","$417,875",-1.81%,-$125,-0.02%,28
1662,whitchurch-stouffville,2013,June,94,"$426,725","$418,000",-2.04%,"$112,625",36.88%,60
1663,whitchurch-stouffville,2013,May,84,"$311,925","$305,375",-2.09%,"-$79,850",-20.72%,19
1664,whitchurch-stouffville,2013,April,84,"$391,437","$385,225",-1.58%,"$84,675",28.17%,36
1665,whitchurch-stouffville,2013,March,63,"$303,100","$300,550",-0.84%,"-$110,262",-26.84%,26
1666,whitchurch-stouffville,2013,February,57,"$419,162","$410,812",-1.99%,"$175,437",74.53%,18
1667,whitchurch-stouffville,2013,January,44,"$238,937","$235,375",-1.49%,"-$12,612",-5.08%,11
1668,whitchurch-stouffville,2012,December,23,"$253,087","$247,987",-2.01%,"$24,862",11.14%,20
1669,whitchurch-stouffville,2012,November,34,"$230,347","$223,125",-3.13%,"-$72,750",-24.58%,7
1670,whitchurch-stouffville,2012,October,70,"$302,223","$295,875",-2.1%,"$64,813",28.05%,25
1671,whitchurch-stouffville,2012,September,51,"$236,212","$231,062",-2.18%,"-$12,313",-5.05%,8
1672,whitchurch-stouffville,2012,August,47,"$242,337","$243,375",0.42%,"-$83,400",-25.52%,9
1673,whitchurch-stouffville,2012,July,54,"$334,225","$326,775",-2.22%,"$27,475",9.17%,17
1674,whitchurch-stouffville,2012,June,77,"$302,075","$299,300",-0.91%,"-$9,825",-3.17%,88
1675,whitchurch-stouffville,2012,May,92,"$314,587","$309,125",-1.73%,"$1,275",0.41%,12
1676,whitchurch-stouffville,2012,April,78,"$311,725","$307,850",-1.24%,"$4,738",1.56%,23
1677,whitchurch-stouffville,2012,March,95,"$309,200","$303,112",-1.96%,"$3,212",1.07%,13
1678,whitchurch-stouffville,2012,February,59,"$304,175","$299,900",-1.4%,"$66,650",28.57%,10
1679,whitchurch-stouffville,2012,January,32,"$234,950","$233,250",-0.72%,"$233,250",0%,13
