,NOC_CNP,NOC_Title,Titre_CNP,PROV,ER_Code_Code_RE,ER_Name_Nom_RE,Low_Wage_Salaire_Minium,Median_Wage_Salaire_Median,High_Wage_Salaire_Maximal,Data_Source_E,Data_Source_F,Reference_Period,Revision_Date_Date_revision,Wage_Comment_E,Wage_Comment_F
13462,NOC_2241,Electrical and electronics engineering technologists and technicians,Technologues et techniciens/techniciennes en génie électronique et électrique,ON,ER3580,Stratford--Bruce Peninsula,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13463,NOC_2241,Electrical and electronics engineering technologists and technicians,Technologues et techniciens/techniciennes en génie électronique et électrique,ON,ER3590,Northeast,39520.0,66123.2,112673.6,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13464,NOC_2241,Electrical and electronics engineering technologists and technicians,Technologues et techniciens/techniciennes en génie électronique et électrique,ON,ER3595,Northwest,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13539,NOC_2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),ON,ER35,Ontario,33280.0,52000.0,79206.4,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13540,NOC_2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),ON,ER3510,Ottawa,39520.0,52000.0,72800.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13541,NOC_2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),ON,ER3515,Kingston--Pembroke,33280.0,52000.0,79206.4,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13542,NOC_2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),ON,ER3520,Muskoka--Kawarthas,33280.0,52000.0,79206.4,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13543,NOC_2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),ON,ER3530,Toronto,33280.0,52000.0,77272.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13544,NOC_2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),ON,ER3540,Kitchener--Waterloo--Barrie,36670.4,47507.2,83075.2,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13545,NOC_2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),ON,ER3550,Hamilton--Niagara Peninsula,36379.2,52000.0,90667.20000000001,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13546,NOC_2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),ON,ER3560,London,37980.8,49920.0,79996.8,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13547,NOC_2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),ON,ER3570,Windsor--Sarnia,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13548,NOC_2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),ON,ER3580,Stratford--Bruce Peninsula,33280.0,52000.0,79206.4,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13549,NOC_2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),ON,ER3590,Northeast,33280.0,52000.0,79206.4,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13550,NOC_2242,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),ON,ER3595,Northwest,37440.0,45760.0,69326.4,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13625,NOC_2243,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,ON,ER35,Ontario,49108.799999999996,83761.6,138736.0,2016 Census,Recensement 2016,2016,11/17/2021,,
13626,NOC_2243,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,ON,ER3510,Ottawa,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13627,NOC_2243,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,ON,ER3515,Kingston--Pembroke,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13628,NOC_2243,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,ON,ER3520,Muskoka--Kawarthas,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13629,NOC_2243,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,ON,ER3530,Toronto,44241.6,80641.6,148345.59999999998,2016 Census,Recensement 2016,2016,11/17/2021,,
13630,NOC_2243,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,ON,ER3540,Kitchener--Waterloo--Barrie,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13631,NOC_2243,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,ON,ER3550,Hamilton--Niagara Peninsula,60798.4,80641.6,121534.4,2016 Census,Recensement 2016,2016,11/17/2021,,
13632,NOC_2243,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,ON,ER3560,London,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13633,NOC_2243,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,ON,ER3570,Windsor--Sarnia,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13634,NOC_2243,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,ON,ER3580,Stratford--Bruce Peninsula,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13635,NOC_2243,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,ON,ER3590,Northeast,55619.2,89585.6,118539.2,2016 Census,Recensement 2016,2016,11/17/2021,,
13636,NOC_2243,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,ON,ER3595,Northwest,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13711,NOC_2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",ON,ER35,Ontario,41600.0,73902.40000000001,82160.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13712,NOC_2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",ON,ER3510,Ottawa,41600.0,73902.40000000001,82160.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13713,NOC_2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",ON,ER3515,Kingston--Pembroke,41600.0,73902.40000000001,82160.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13714,NOC_2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",ON,ER3520,Muskoka--Kawarthas,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13715,NOC_2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",ON,ER3530,Toronto,41600.0,74880.0,82160.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13716,NOC_2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",ON,ER3540,Kitchener--Waterloo--Barrie,41600.0,73902.40000000001,82160.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13717,NOC_2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",ON,ER3550,Hamilton--Niagara Peninsula,41600.0,73902.40000000001,82160.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13718,NOC_2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",ON,ER3560,London,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13719,NOC_2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",ON,ER3570,Windsor--Sarnia,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13720,NOC_2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",ON,ER3580,Stratford--Bruce Peninsula,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13721,NOC_2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",ON,ER3590,Northeast,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13722,NOC_2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",ON,ER3595,Northwest,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13797,NOC_2251,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,ON,ER35,Ontario,37440.0,52000.0,96616.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13798,NOC_2251,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,ON,ER3510,Ottawa,37440.0,52000.0,96616.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13799,NOC_2251,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,ON,ER3515,Kingston--Pembroke,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13800,NOC_2251,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,ON,ER3520,Muskoka--Kawarthas,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13801,NOC_2251,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,ON,ER3530,Toronto,37440.0,50003.2,83200.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13802,NOC_2251,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,ON,ER3540,Kitchener--Waterloo--Barrie,37440.0,52000.0,96616.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13803,NOC_2251,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,ON,ER3550,Hamilton--Niagara Peninsula,37440.0,52000.0,96616.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13804,NOC_2251,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,ON,ER3560,London,37440.0,52000.0,96616.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13805,NOC_2251,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,ON,ER3570,Windsor--Sarnia,37440.0,52000.0,96616.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13806,NOC_2251,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,ON,ER3580,Stratford--Bruce Peninsula,37440.0,52000.0,96616.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13807,NOC_2251,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,ON,ER3590,Northeast,37440.0,52000.0,96616.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13808,NOC_2251,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,ON,ER3595,Northwest,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13883,NOC_2252,Industrial designers,Designers industriels/designers industrielles,ON,ER35,Ontario,41142.4,65000.0,113630.40000000001,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13884,NOC_2252,Industrial designers,Designers industriels/designers industrielles,ON,ER3510,Ottawa,58240.0,66560.0,95992.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13885,NOC_2252,Industrial designers,Designers industriels/designers industrielles,ON,ER3515,Kingston--Pembroke,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13886,NOC_2252,Industrial designers,Designers industriels/designers industrielles,ON,ER3520,Muskoka--Kawarthas,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13887,NOC_2252,Industrial designers,Designers industriels/designers industrielles,ON,ER3530,Toronto,41142.4,65000.0,113630.40000000001,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13888,NOC_2252,Industrial designers,Designers industriels/designers industrielles,ON,ER3540,Kitchener--Waterloo--Barrie,41142.4,65000.0,113630.40000000001,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13889,NOC_2252,Industrial designers,Designers industriels/designers industrielles,ON,ER3550,Hamilton--Niagara Peninsula,59092.8,68640.0,70990.40000000001,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13890,NOC_2252,Industrial designers,Designers industriels/designers industrielles,ON,ER3560,London,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13891,NOC_2252,Industrial designers,Designers industriels/designers industrielles,ON,ER3570,Windsor--Sarnia,41142.4,65000.0,113630.40000000001,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13892,NOC_2252,Industrial designers,Designers industriels/designers industrielles,ON,ER3580,Stratford--Bruce Peninsula,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13893,NOC_2252,Industrial designers,Designers industriels/designers industrielles,ON,ER3590,Northeast,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13894,NOC_2252,Industrial designers,Designers industriels/designers industrielles,ON,ER3595,Northwest,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
13969,NOC_2253,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,ON,ER35,Ontario,41600.0,57990.4,87360.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13970,NOC_2253,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,ON,ER3510,Ottawa,44574.4,57491.200000000004,78000.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13971,NOC_2253,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,ON,ER3515,Kingston--Pembroke,41600.0,57990.4,87360.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13972,NOC_2253,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,ON,ER3520,Muskoka--Kawarthas,41600.0,57990.4,87360.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13973,NOC_2253,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,ON,ER3530,Toronto,41600.0,57990.4,87360.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13974,NOC_2253,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,ON,ER3540,Kitchener--Waterloo--Barrie,45760.0,54288.0,95992.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13975,NOC_2253,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,ON,ER3550,Hamilton--Niagara Peninsula,41600.0,56160.0,89440.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13976,NOC_2253,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,ON,ER3560,London,41600.0,57990.4,87360.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13977,NOC_2253,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,ON,ER3570,Windsor--Sarnia,41600.0,57990.4,87360.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13978,NOC_2253,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,ON,ER3580,Stratford--Bruce Peninsula,41600.0,57990.4,87360.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13979,NOC_2253,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,ON,ER3590,Northeast,41600.0,62400.0,70720.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
13980,NOC_2253,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,ON,ER3595,Northwest,41600.0,57990.4,87360.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
14055,NOC_2254,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,ON,ER35,Ontario,30576.0,53123.2,84011.2,2016 Census,Recensement 2016,2016,11/17/2021,,
14056,NOC_2254,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,ON,ER3510,Ottawa,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
14057,NOC_2254,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,ON,ER3515,Kingston--Pembroke,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
14058,NOC_2254,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,ON,ER3520,Muskoka--Kawarthas,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
14059,NOC_2254,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,ON,ER3530,Toronto,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
14060,NOC_2254,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,ON,ER3540,Kitchener--Waterloo--Barrie,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
14061,NOC_2254,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,ON,ER3550,Hamilton--Niagara Peninsula,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
14062,NOC_2254,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,ON,ER3560,London,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
14063,NOC_2254,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,ON,ER3570,Windsor--Sarnia,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
14064,NOC_2254,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,ON,ER3580,Stratford--Bruce Peninsula,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
14065,NOC_2254,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,ON,ER3590,Northeast,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
14066,NOC_2254,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,ON,ER3595,Northwest,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
14141,NOC_2255,Technical occupations in geomatics and meteorology,Personnel technique en géomatique et en météorologie,ON,ER35,Ontario,52000.0,70720.0,88524.8,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
14142,NOC_2255,Technical occupations in geomatics and meteorology,Personnel technique en géomatique et en météorologie,ON,ER3510,Ottawa,52000.0,70720.0,88524.8,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
14143,NOC_2255,Technical occupations in geomatics and meteorology,Personnel technique en géomatique et en météorologie,ON,ER3515,Kingston--Pembroke,52000.0,70720.0,88524.8,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
14144,NOC_2255,Technical occupations in geomatics and meteorology,Personnel technique en géomatique et en météorologie,ON,ER3520,Muskoka--Kawarthas,52000.0,70720.0,88524.8,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
14145,NOC_2255,Technical occupations in geomatics and meteorology,Personnel technique en géomatique et en météorologie,ON,ER3530,Toronto,52000.0,70720.0,88524.8,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
