,NOC_CNP,NOC_Title,Titre_CNP,PROV,ER_Code_Code_RE,ER_Name_Nom_RE,Low_Wage_Salaire_Minium,Median_Wage_Salaire_Median,High_Wage_Salaire_Maximal,Data_Source_E,Data_Source_F,Reference_Period,Revision_Date_Date_revision,Wage_Comment_E,Wage_Comment_F
19998,NOC_4312,Firefighters,Pompiers/pompières,ON,ER3580,Stratford--Bruce Peninsula,58323.2,93600.0,115668.8,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
19999,NOC_4312,Firefighters,Pompiers/pompières,ON,ER3590,Northeast,46800.0,85716.8,119995.2,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20000,NOC_4312,Firefighters,Pompiers/pompières,ON,ER3595,Northwest,31200.0,87360.0,115668.8,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20075,NOC_4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes,ON,ER35,Ontario,45260.8,66456.0,88067.20000000001,2016 Census,Recensement 2016,2016,11/17/2021,,
20076,NOC_4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes,ON,ER3510,Ottawa,51064.0,73195.2,107494.4,2016 Census,Recensement 2016,2016,11/17/2021,,
20077,NOC_4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes,ON,ER3515,Kingston--Pembroke,50627.2,66060.8,83262.40000000001,2016 Census,Recensement 2016,2016,11/17/2021,,
20078,NOC_4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes,ON,ER3520,Muskoka--Kawarthas,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20079,NOC_4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes,ON,ER3530,Toronto,29848.0,54724.799999999996,85529.59999999999,2016 Census,Recensement 2016,2016,11/17/2021,,
20080,NOC_4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes,ON,ER3540,Kitchener--Waterloo--Barrie,38875.200000000004,64875.200000000004,79809.59999999999,2016 Census,Recensement 2016,2016,11/17/2021,,
20081,NOC_4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes,ON,ER3550,Hamilton--Niagara Peninsula,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20082,NOC_4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes,ON,ER3560,London,29848.0,56076.8,82222.40000000001,2016 Census,Recensement 2016,2016,11/17/2021,,
20083,NOC_4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes,ON,ER3570,Windsor--Sarnia,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20084,NOC_4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes,ON,ER3580,Stratford--Bruce Peninsula,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20085,NOC_4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes,ON,ER3590,Northeast,40518.4,58697.6,76960.0,2016 Census,Recensement 2016,2016,11/17/2021,,
20086,NOC_4313,Non-commissioned ranks of the Canadian Forces,Sous-officiers/sous-officières des Forces canadiennes,ON,ER3595,Northwest,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20161,NOC_4411,Home child care providers,Gardiens/gardiennes d'enfants en milieu familial,ON,ER35,Ontario,29848.0,34361.6,46342.4,Employment Insurance Survey Data,Données de l'enquête de l’Assurance-emploi,2019-2020,11/17/2021,,
20162,NOC_4411,Home child care providers,Gardiens/gardiennes d'enfants en milieu familial,ON,ER3510,Ottawa,29848.0,34320.0,43139.2,Employment Insurance Survey Data,Données de l'enquête de l’Assurance-emploi,2019-2020,11/17/2021,,
20163,NOC_4411,Home child care providers,Gardiens/gardiennes d'enfants en milieu familial,ON,ER3515,Kingston--Pembroke,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20164,NOC_4411,Home child care providers,Gardiens/gardiennes d'enfants en milieu familial,ON,ER3520,Muskoka--Kawarthas,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20165,NOC_4411,Home child care providers,Gardiens/gardiennes d'enfants en milieu familial,ON,ER3530,Toronto,29848.0,35360.0,47278.4,Employment Insurance Survey Data,Données de l'enquête de l’Assurance-emploi,2019-2020,11/17/2021,,
20166,NOC_4411,Home child care providers,Gardiens/gardiennes d'enfants en milieu familial,ON,ER3540,Kitchener--Waterloo--Barrie,29848.0,32240.0,41600.0,Employment Insurance Survey Data,Données de l'enquête de l’Assurance-emploi,2019-2020,11/17/2021,,
20167,NOC_4411,Home child care providers,Gardiens/gardiennes d'enfants en milieu familial,ON,ER3550,Hamilton--Niagara Peninsula,29848.0,33280.0,43680.0,Employment Insurance Survey Data,Données de l'enquête de l’Assurance-emploi,2019-2020,11/17/2021,,
20168,NOC_4411,Home child care providers,Gardiens/gardiennes d'enfants en milieu familial,ON,ER3560,London,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20169,NOC_4411,Home child care providers,Gardiens/gardiennes d'enfants en milieu familial,ON,ER3570,Windsor--Sarnia,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20170,NOC_4411,Home child care providers,Gardiens/gardiennes d'enfants en milieu familial,ON,ER3580,Stratford--Bruce Peninsula,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20171,NOC_4411,Home child care providers,Gardiens/gardiennes d'enfants en milieu familial,ON,ER3590,Northeast,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20172,NOC_4411,Home child care providers,Gardiens/gardiennes d'enfants en milieu familial,ON,ER3595,Northwest,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20247,NOC_4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé",ON,ER35,Ontario,29848.0,37523.2,52000.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20248,NOC_4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé",ON,ER3510,Ottawa,29848.0,37523.2,52000.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20249,NOC_4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé",ON,ER3515,Kingston--Pembroke,29848.0,35048.0,41600.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20250,NOC_4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé",ON,ER3520,Muskoka--Kawarthas,29848.0,37523.2,52000.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20251,NOC_4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé",ON,ER3530,Toronto,29848.0,36400.0,52000.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20252,NOC_4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé",ON,ER3540,Kitchener--Waterloo--Barrie,33280.0,36400.0,41600.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20253,NOC_4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé",ON,ER3550,Hamilton--Niagara Peninsula,30992.0,39520.0,52000.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20254,NOC_4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé",ON,ER3560,London,29848.0,40268.799999999996,49920.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20255,NOC_4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé",ON,ER3570,Windsor--Sarnia,31200.0,37440.0,47840.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20256,NOC_4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé",ON,ER3580,Stratford--Bruce Peninsula,35006.399999999994,41600.0,59009.6,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20257,NOC_4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé",ON,ER3590,Northeast,33696.0,39520.0,61942.4,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20258,NOC_4412,"Home support workers, housekeepers and related occupations","Aides familiaux résidents/aides familiales résidentes, aides de maintien à domicile et personnel assimilé",ON,ER3595,Northwest,34320.0,39603.2,61443.2,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20333,NOC_4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,ON,ER35,Ontario,29848.0,48672.0,62400.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20334,NOC_4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,ON,ER3510,Ottawa,31200.0,52000.0,64480.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20335,NOC_4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,ON,ER3515,Kingston--Pembroke,37440.0,49504.0,50211.200000000004,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20336,NOC_4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,ON,ER3520,Muskoka--Kawarthas,42681.6,47382.4,51625.6,Employment Insurance Survey Data,Données de l'enquête de l’Assurance-emploi,2019-2020,11/17/2021,,
20337,NOC_4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,ON,ER3530,Toronto,29848.0,47548.799999999996,66560.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20338,NOC_4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,ON,ER3540,Kitchener--Waterloo--Barrie,29848.0,50190.4,63211.200000000004,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20339,NOC_4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,ON,ER3550,Hamilton--Niagara Peninsula,30305.600000000002,49795.200000000004,58281.6,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20340,NOC_4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,ON,ER3560,London,39998.4,49920.0,58905.6,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20341,NOC_4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,ON,ER3570,Windsor--Sarnia,29848.0,45760.0,62400.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20342,NOC_4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,ON,ER3580,Stratford--Bruce Peninsula,41600.0,43680.0,54080.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20343,NOC_4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,ON,ER3590,Northeast,30451.2,48796.8,58656.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20344,NOC_4413,Elementary and secondary school teacher assistants,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,ON,ER3595,Northwest,29848.0,48880.0,58240.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20419,NOC_4421,Sheriffs and bailiffs,Shérifs et huissiers/huissières de justice,ON,ER35,Ontario,29848.0,52332.8,85196.8,2016 Census,Recensement 2016,2016,11/17/2021,,
20420,NOC_4421,Sheriffs and bailiffs,Shérifs et huissiers/huissières de justice,ON,ER3510,Ottawa,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20421,NOC_4421,Sheriffs and bailiffs,Shérifs et huissiers/huissières de justice,ON,ER3515,Kingston--Pembroke,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20422,NOC_4421,Sheriffs and bailiffs,Shérifs et huissiers/huissières de justice,ON,ER3520,Muskoka--Kawarthas,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20423,NOC_4421,Sheriffs and bailiffs,Shérifs et huissiers/huissières de justice,ON,ER3530,Toronto,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20424,NOC_4421,Sheriffs and bailiffs,Shérifs et huissiers/huissières de justice,ON,ER3540,Kitchener--Waterloo--Barrie,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20425,NOC_4421,Sheriffs and bailiffs,Shérifs et huissiers/huissières de justice,ON,ER3550,Hamilton--Niagara Peninsula,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20426,NOC_4421,Sheriffs and bailiffs,Shérifs et huissiers/huissières de justice,ON,ER3560,London,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20427,NOC_4421,Sheriffs and bailiffs,Shérifs et huissiers/huissières de justice,ON,ER3570,Windsor--Sarnia,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20428,NOC_4421,Sheriffs and bailiffs,Shérifs et huissiers/huissières de justice,ON,ER3580,Stratford--Bruce Peninsula,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20429,NOC_4421,Sheriffs and bailiffs,Shérifs et huissiers/huissières de justice,ON,ER3590,Northeast,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20430,NOC_4421,Sheriffs and bailiffs,Shérifs et huissiers/huissières de justice,ON,ER3595,Northwest,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20505,NOC_4422,Correctional service officers,Agents/agentes de services correctionnels,ON,ER35,Ontario,53331.200000000004,70907.20000000001,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20506,NOC_4422,Correctional service officers,Agents/agentes de services correctionnels,ON,ER3510,Ottawa,53331.200000000004,70907.20000000001,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20507,NOC_4422,Correctional service officers,Agents/agentes de services correctionnels,ON,ER3515,Kingston--Pembroke,57720.0,76003.2,88004.8,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20508,NOC_4422,Correctional service officers,Agents/agentes de services correctionnels,ON,ER3520,Muskoka--Kawarthas,53331.200000000004,70907.20000000001,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20509,NOC_4422,Correctional service officers,Agents/agentes de services correctionnels,ON,ER3530,Toronto,52000.0,68640.0,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20510,NOC_4422,Correctional service officers,Agents/agentes de services correctionnels,ON,ER3540,Kitchener--Waterloo--Barrie,53331.200000000004,70907.20000000001,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20511,NOC_4422,Correctional service officers,Agents/agentes de services correctionnels,ON,ER3550,Hamilton--Niagara Peninsula,56076.8,72488.0,83200.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20512,NOC_4422,Correctional service officers,Agents/agentes de services correctionnels,ON,ER3560,London,53331.200000000004,70907.20000000001,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20513,NOC_4422,Correctional service officers,Agents/agentes de services correctionnels,ON,ER3570,Windsor--Sarnia,53331.200000000004,70907.20000000001,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20514,NOC_4422,Correctional service officers,Agents/agentes de services correctionnels,ON,ER3580,Stratford--Bruce Peninsula,53331.200000000004,70907.20000000001,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20515,NOC_4422,Correctional service officers,Agents/agentes de services correctionnels,ON,ER3590,Northeast,59488.0,70720.0,79040.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20516,NOC_4422,Correctional service officers,Agents/agentes de services correctionnels,ON,ER3595,Northwest,56076.8,70907.20000000001,108284.8,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20591,NOC_4423,"By-law enforcement and other regulatory officers, n.e.c.","Agents/agentes d'application de règlements municipaux et autres agents/agentes de réglementation, n.c.a.",ON,ER35,Ontario,37440.0,75441.6,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20592,NOC_4423,"By-law enforcement and other regulatory officers, n.e.c.","Agents/agentes d'application de règlements municipaux et autres agents/agentes de réglementation, n.c.a.",ON,ER3510,Ottawa,37440.0,75441.6,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20593,NOC_4423,"By-law enforcement and other regulatory officers, n.e.c.","Agents/agentes d'application de règlements municipaux et autres agents/agentes de réglementation, n.c.a.",ON,ER3515,Kingston--Pembroke,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20594,NOC_4423,"By-law enforcement and other regulatory officers, n.e.c.","Agents/agentes d'application de règlements municipaux et autres agents/agentes de réglementation, n.c.a.",ON,ER3520,Muskoka--Kawarthas,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20595,NOC_4423,"By-law enforcement and other regulatory officers, n.e.c.","Agents/agentes d'application de règlements municipaux et autres agents/agentes de réglementation, n.c.a.",ON,ER3530,Toronto,37440.0,75441.6,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20596,NOC_4423,"By-law enforcement and other regulatory officers, n.e.c.","Agents/agentes d'application de règlements municipaux et autres agents/agentes de réglementation, n.c.a.",ON,ER3540,Kitchener--Waterloo--Barrie,55473.600000000006,79040.0,85716.8,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20597,NOC_4423,"By-law enforcement and other regulatory officers, n.e.c.","Agents/agentes d'application de règlements municipaux et autres agents/agentes de réglementation, n.c.a.",ON,ER3550,Hamilton--Niagara Peninsula,37440.0,75441.6,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20598,NOC_4423,"By-law enforcement and other regulatory officers, n.e.c.","Agents/agentes d'application de règlements municipaux et autres agents/agentes de réglementation, n.c.a.",ON,ER3560,London,50398.4,76960.0,80620.8,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20599,NOC_4423,"By-law enforcement and other regulatory officers, n.e.c.","Agents/agentes d'application de règlements municipaux et autres agents/agentes de réglementation, n.c.a.",ON,ER3570,Windsor--Sarnia,37440.0,75441.6,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20600,NOC_4423,"By-law enforcement and other regulatory officers, n.e.c.","Agents/agentes d'application de règlements municipaux et autres agents/agentes de réglementation, n.c.a.",ON,ER3580,Stratford--Bruce Peninsula,37440.0,75441.6,95680.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20601,NOC_4423,"By-law enforcement and other regulatory officers, n.e.c.","Agents/agentes d'application de règlements municipaux et autres agents/agentes de réglementation, n.c.a.",ON,ER3590,Northeast,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20602,NOC_4423,"By-law enforcement and other regulatory officers, n.e.c.","Agents/agentes d'application de règlements municipaux et autres agents/agentes de réglementation, n.c.a.",ON,ER3595,Northwest,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20677,NOC_5111,Librarians,Bibliothécaires,ON,ER35,Ontario,37460.8,68432.0,102856.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20678,NOC_5111,Librarians,Bibliothécaires,ON,ER3510,Ottawa,37460.8,68432.0,102856.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20679,NOC_5111,Librarians,Bibliothécaires,ON,ER3515,Kingston--Pembroke,37460.8,68432.0,102856.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20680,NOC_5111,Librarians,Bibliothécaires,ON,ER3520,Muskoka--Kawarthas,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20681,NOC_5111,Librarians,Bibliothécaires,ON,ER3530,Toronto,37460.8,68432.0,102856.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20682,NOC_5111,Librarians,Bibliothécaires,ON,ER3540,Kitchener--Waterloo--Barrie,51001.6,63564.799999999996,125715.2,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20683,NOC_5111,Librarians,Bibliothécaires,ON,ER3550,Hamilton--Niagara Peninsula,37460.8,68432.0,102856.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20684,NOC_5111,Librarians,Bibliothécaires,ON,ER3560,London,37460.8,68432.0,102856.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20685,NOC_5111,Librarians,Bibliothécaires,ON,ER3570,Windsor--Sarnia,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20686,NOC_5111,Librarians,Bibliothécaires,ON,ER3580,Stratford--Bruce Peninsula,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20687,NOC_5111,Librarians,Bibliothécaires,ON,ER3590,Northeast,37460.8,68432.0,102856.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
20688,NOC_5111,Librarians,Bibliothécaires,ON,ER3595,Northwest,,,,,,,11/17/2021,"Due to data limitations, the wage for this occupation cannot be published. Please refer to the wage published for this occupation at the provincial level.","En raison des limites associées aux données, le salaire pour cette profession ne peut être diffusé. Veuillez vous référer au salaire publié au niveau provincial pour cette profession."
20763,NOC_5112,Conservators and curators,Restaurateurs/restauratrices et conservateurs/conservatrices,ON,ER35,Ontario,31200.0,43160.0,98280.0,Labour Force Survey,Enquête sur la population active,2019-2020,11/17/2021,,
