,Price,Beds,Baths,Address,Postal_Code,City,Latitude,Longitude,Cluster
1718,549000,1,1,2787 Eglinton Ave 401,M9R 3V7,Etobicoke,43.6898,-79.5582,0
1719,749999,3,2,1255 Bayly St 2406,L1V 2B8,Pickering,43.8605,-79.1618,0
1720,599900,2,1,40 Homewood Ave 917,M4X 1K2,Toronto,43.6684,-79.3689,0
1721,499000,2,2,298 Jarvis St 1202,M5B 1M1,Toronto,43.6572,-79.3783,3
1722,1528000,2,2,151 Avenue Rd 901,K7M 3E1,Kingston,44.2411,-76.5788,2
1723,2395000,2,2,175 Cumberland St 1701,M5R 3V5,Toronto,43.6736,-79.4035,3
1724,650000,2,1,20 Blue Jays Way 1120,M5V 1J4,Toronto,43.6404,-79.3995,1
1725,669000,1,1,100 Harbour St 2807,M5J 0B5,Toronto,43.623,-79.3936,1
1726,579000,1,1,35 Bales Ave 1107,M2N 7L6,Willowdale,43.7673,-79.4111,2
1727,629000,2,1,231 Fort York Blvd 818,M5V 1A9,Toronto,43.6404,-79.3995,2
1728,2295000,5,4,50 Chartwell Rd,M8Z 1N7,Etobicoke,43.6256,-79.5231,3
1729,1399000,3,2,227 Windermere Ave,M6S,Toronto,43.6512,-79.4828,2
1730,1798880,4,5,43 Baleberry Cres,M9P 2C3,Etobicoke,43.6949,-79.5323,2
1733,1288000,4,2,66 Beacham Cres,M1T 1M6,Scarborough,43.7812,-79.3036,1
1734,1149000,5,2,26 Linville Rd,M1G 2L6,Scarborough,43.7712,-79.2144,2
1735,519000,2,1,7711 Green Vista Gate 505,L2G 0C7,Niagara Falls ,43.0696,-79.0818,2
1736,1225000,3,3,3 Concorde Pl 2603,M3C 1J3,Don Mills ,43.7334,-79.3329,2
1737,638900,2,1,21 Thelma Ave 307,N7M 1G8,Chatham,42.4238,-82.1183,2
1739,1350000,5,2,982 King Rd,L7T 3Z7,Burlington,43.3081,-79.8507,2
1740,588000,2,2,27 Deneb St,L4N 9C2,Barrie,44.3572,-79.6929,0
1743,998000,3,3,20 Vanity Cres,L4C 7A1,Richmond Hill ,43.8669,-79.4414,3
1744,999800,7,2,59 Holford Cres,M1R 2L2,Scarborough,43.7507,-79.3003,3
1745,2395000,6,4,260 Concord Ave,M6H 1L4,Toronto,43.6655,-79.4378,0
1746,799900,3,2,3880 Duke Of York Blvd 2207,L5B 2T4,Mississauga,43.5771,-79.6306,1
1747,625000,2,3,1720 Eglinton Ave 116,M9R 3V7,Etobicoke,43.6898,-79.5582,2
1748,999900,4,2,122 Anderson Ave,L6E 0H0,Markham,43.9002,-79.2676,1
1751,349900,4,1,1690 Marentette Ave,N8X 3Y8,Windsor,42.2926,-83.0186,2
1753,2488000,5,3,187 Humbervale Blvd,M8Y 2M2,Etobicoke,43.6325,-79.4939,3
1754,999000,4,4,21 Eastview Gate 17,L6P 2G7,Brampton,43.7942,-79.7021,2
1760,1100000,4,4,48 Carpendale Cres,L1Z 0H6,Ajax,43.8773,-79.0055,1
1761,1690000,6,4,29 Hobart Dr,M2J 3H9,North York ,43.7801,-79.3479,3
1762,449000,1,1,55 Yarmouth St 205,N1H 7R4,Guelph,43.5588,-80.3004,0
1763,599797,3,2,40 Panorama Crt 101,M9V 3A8,Etobicoke,43.7432,-79.5876,0
1764,729900,2,2,3888 Duke Of York Blvd 1026,L5B 2T4,Mississauga,43.5771,-79.6306,1
1765,847000,2,3,3160 Boxford Cres 3,L5M 7M4,Mississauga,43.5637,-79.7202,3
1766,435000,2,1,340 Dixon Rd 716,M9R,Etobicoke,43.6898,-79.5582,0
1767,849900,3,2,10 Mendelssohn St 409,M1L 0G9,Scarborough,43.7122,-79.2843,3
1768,1088888,3,2,135 East Liberty St,M6K 3P8,Toronto,43.6383,-79.4301,0
1769,868000,3,2,500 Doris Ave 429,M2N 7A2,Willowdale,43.7673,-79.4111,2
1770,950000,3,3,47 Padua Cres,L8E 0J7,Hamilton,43.2245,-79.6988,1
1771,799000,3,3,62 East St,N5R 3P1,St. Thomas ,42.7597,-81.1762,2
1772,599900,5,1,228 East 22nd St,L8V 1T9,Hamilton,43.2266,-79.8499,0
1773,1161000,4,3,62 Toba Cres,L6V 3V6,Brampton,43.7059,-79.7626,0
1774,799900,2,2,76 Greendale Ave,M6N,York,43.6748,-79.4839,0
1775,1299999,6,4,2 Fairbank Crt,L6X 4K9,Brampton,43.6665,-79.8054,3
1776,749900,2,2,25 Steelhead Lane,L1B 1E2,Bowmanville,43.9235,-78.5457,2
1780,1349000,3,2,380 Macpherson Ave 102,M5R 1V7,Toronto,43.6736,-79.4035,2
1781,1990000,6,4,49 Kiwi Cres,L4S 0B6,Richmond Hill ,43.8985,-79.4143,3
1782,1379000,4,4,24 Legacy Lane,L6X 4T7,Brampton,43.6665,-79.8054,1
1785,800000,4,4,326 Chandler Cres,K9K 2J6,Peterborough,44.3138,-78.3606,1
1786,899000,5,4,23 Mccormack St,M6N,York,43.6748,-79.4839,0
1787,1699900,4,4,2234 Falling Green Dr,L6M 0G5,Oakville,43.4464,-79.7593,1
1789,3995000,2,4,37 Alvin Ave,M4T 3A4,Toronto,43.6899,-79.3853,3
1790,450000,2,1,72 Main St 217,M4E 2V6,Toronto,43.6784,-79.2941,3
1791,439000,3,2,345 Driftwood Ave 512,M3N 2K7,North York ,43.7568,-79.521,2
1792,1798000,4,4,4135 Shipp Dr 41,L4Z 1S1,Mississauga,43.6192,-79.6538,2
1793,599999,2,2,144 Kingston Rd,M4L 1P3,Toronto,43.6693,-79.3155,1
1794,449900,5,2,654 Elm St,N5R 4Y8,St. Thomas ,42.7597,-81.1762,3
1795,599000,4,3,98 Queenston St,L2R 4A7,St. Catharines ,43.1419,-79.2966,0
1796,2499999,4,3,484 Westmount Dr,N6K 4X9,London,42.9536,-81.3418,2
1797,1188900,4,4,859 Fallis Line,M5J 2G2,Toronto,43.623,-79.3936,2
1799,659888,3,2,87 Edenrock Dr,L8E 5H1,Hamilton,43.2245,-79.6988,0
1800,999000,3,2,2201 Silverbirch Crt,L7M 3X6,Burlington,43.4342,-79.8701,2
1801,2288000,3,2,406 Christina Dr,L6K 2S3,Oakville,43.4396,-79.6878,1
1802,2900000,7,6,79 Latania Blvd,L6P 1E7,Brampton,43.7942,-79.7021,0
1803,1490000,4,2,320 Ashbury Rd,L6K 3S4,Oakville,43.4396,-79.6878,3
1805,1589000,6,5,9 Goldeneye Dr,L3Y 7C1,Newmarket,44.0565,-79.4555,0
1807,889999,4,3,37 Davidson St,L1P 1W7,Whitby,43.8866,-78.975,3
1808,1399000,3,4,375 Jones Ave,M4J 3G8,Toronto,43.6872,-79.3368,2
1809,1399000,5,4,11 Lysander Crt,M1V 1P6,Scarborough,43.8177,-79.2819,3
1810,549000,2,1,7 Michael Power Pl 704,M9A 5G1,Etobicoke,43.6662,-79.5282,1
1811,999800,2,2,70 Annie Craig Dr 5206,M8V 1A2,Toronto,43.6075,-79.5013,3
1817,750000,3,3,11 Falaise Rd A,K2E 6N6,Nepean,45.3438,-75.7157,2
1818,799900,2,2,1055 Bay St 1002,M5S 3A5,Toronto,43.6629,-79.3987,2
1819,1269000,3,2,50 Charles St 3607,K1M 2B2,Ottawa,45.4491,-75.6818,0
1824,699900,3,2,29 Patricia Dr,M4C 1K4,East York ,43.6913,-79.3116,3
1825,1699900,4,4,25 Openbay Gdns,L6R 0W1,Brampton,43.7592,-79.7605,1
1828,1449000,4,4,29 Bellefond St,L4H 3Z3,Woodbridge,43.8432,-79.5644,0
1830,3680000,7,6,131 Grey Alder Ave,L4C 7A7,Richmond Hill ,43.8669,-79.4414,0
1832,999000,4,2,439 Maine St,L1G 7Y6,Oshawa,43.9233,-78.8684,2
1833,899000,4,2,788 Balaton Ave,L1W 1W7,Pickering,43.8197,-79.0803,2
1834,1699000,4,4,25 Beaverdams Dr,L1R 0J2,Whitby,43.9215,-78.9412,1
1835,2100000,5,2,4284 Lawrence Ave,L8G 2E9,Hamilton,43.2164,-79.7423,3
1836,799800,4,2,82 James St,K2P 2A8,Ottawa,45.4166,-75.6904,1
1837,1949000,5,5,162 Cedric Ave,M6C 2R1,York,43.6915,-79.4307,1
1838,2835000,7,5,399 Connaught Ave,M2M 1V5,Willowdale,43.7915,-79.4103,3
1841,599000,2,1,3121 Sheppard Ave 330,M2N 0G2,Willowdale,43.7673,-79.4111,1
1842,1049000,3,2,55 Skymark Dr #701,M2J 4X9,North York ,43.7801,-79.3479,1
1843,725000,1,1,21 Scollard St #212,M4W 0A4,Toronto,43.6827,-79.373,3
1844,1288000,3,2,11 Wellesley St 3705,L8R 2Y6,Hamilton,43.2726,-79.8792,3
1845,599000,2,2,27 Rean Dr 516,M2K 0A4,North York ,43.7797,-79.3813,3
1846,899000,2,2,260 Finch Ave 18,L1V 1H5,Pickering,43.8605,-79.1618,2
1847,750000,2,2,77 Maitland Pl 1924,M4Y 2G8,Toronto,43.6656,-79.383,0
1849,775000,2,2,4 Spadina Rd 725,M5R 2S9,Toronto,43.6736,-79.4035,1
1850,3680000,4,2,5299 Chippewa Rd,P7J 1B6,Thunder Bay ,48.2834,-89.3668,2
1851,1298000,3,3,32 Pillar Rock Cres,L6C 3H6,Markham,43.9045,-79.3392,3
1852,1488000,5,4,46 Strathmore Dr,L3P 7M8,Markham,43.8769,-79.2686,2
1853,1699999,6,4,35 Golden Meadow Dr,L6E 1E8,Markham,43.9002,-79.2676,1
1854,1280000,3,1,40 Sylvan Cres,L4E 2L3,Richmond Hill ,43.9394,-79.4349,2
1855,1268000,3,3,54 Gloxinia Cres,M1W 2S2,Scarborough,43.8016,-79.3216,1
1856,599900,1,1,457 Cromwell Ave,L1J 6L7,Oshawa,43.8852,-78.8771,1
1857,2720000,5,3,23 Shouldice Crt,M2L 2S1,North York ,43.7547,-79.3764,3
1858,849900,3,2,1 Neighbourhood Lane 509,M8Y 1T3,Etobicoke,43.6325,-79.4939,1
1859,1199900,3,3,2590 Carberry Way 19,L6M 4V6,Oakville,43.4464,-79.7593,1
1860,1688000,8,5,239 The Lions Gate,N2J 4Z2,Waterloo,43.504,-80.5366,0
1864,2999900,4,4,2196 Bridge Rd,L6L 2B1,Oakville,43.4032,-79.7186,1
1865,3988000,4,6,938 Whittier Cres,L5H 3J2,Mississauga,43.5419,-79.6164,3
1866,1499900,4,4,59 Beck Dr,L3P 7M8,Markham,43.8769,-79.2686,1
1867,1498888,4,4,95 Scarlet Way,L3C 0C1,Welland,42.9998,-79.2656,3
1868,649900,2,2,537 Grierson St,L1G 5T9,Oshawa,43.9233,-78.8684,3
1869,439900,1,1,467 Charlton Ave 309,N3T 5B1,Brant,43.131,-80.3254,3
1870,574900,2,1,60 Absolute Ave 3304,L4Z 0A9,Mississauga,43.6192,-79.6538,0
1872,1190000,3,2,8 Eglinton Ave 5111,M9R 3V7,Etobicoke,43.6898,-79.5582,1
1873,950000,2,2,38 Grenville St 2609,M4Y 1X5,Toronto,43.6656,-79.383,1
1875,649900,3,2,82 Booth St,L2N 3N6,St. Catharines ,43.1923,-79.2559,2
1876,1590000,4,3,7977 Cathedral Dr,L2H 0K2,Niagara Falls ,43.1009,-79.1379,0
1879,1499900,4,3,116 Dolomiti Crt,L8J 3T1,Hamilton,43.1836,-79.721,3
1880,790000,5,4,2975 Curry Ave,N9B 0B6,Windsor,42.2949,-83.052,3
1882,499000,2,1,163 James St,K1Y 0H3,Ottawa,45.4023,-75.7329,2
1883,774999,3,2,10 Elm St,L8M 1M8,Hamilton,43.2441,-79.8359,1
1889,1249000,5,3,93 Collier Rd,L2V 3H3,St. Catharines ,43.1142,-79.2035,2
1890,469900,2,1,11142 Churchill Ave,M6J 3A5,Toronto,43.648,-79.4177,0
1891,1100000,4,3,33 Pergola Way,L6Y 5N2,Brampton,43.6249,-79.7876,3
1893,1199900,3,3,10 Collingwood Ave,L6Z 4P8,Brampton,43.7328,-79.7953,0
1894,2899899,5,2,350 Lake Promenade,M8W 1P7,Etobicoke,43.6021,-79.5402,2
1895,2950000,4,3,964 Parkland Ave,L5H 3J2,Mississauga,43.5419,-79.6164,2
1896,2999000,4,3,393 Maple Leaf Dr,M6L 2V4,North York ,43.7137,-79.4869,1
1899,1999000,6,5,144 Bloomsbury Ave,L6P 2X4,Brampton,43.7942,-79.7021,3
1900,899000,4,2,20 Edelwild Dr,L9W 1S8,Orangeville,43.9702,-80.016,1
1901,1099000,4,2,2374 Mountainside Dr,L7P 1C6,Burlington,43.3806,-79.886,2
1902,2488000,7,5,59 Maniza Rd,M3K 1R6,Toronto,43.739,-79.4692,2
1903,2499888,4,5,1834 Grosvenor Pl,L5L 2Z5,Mississauga,43.5373,-79.6903,1
1904,2699000,8,6,3656 Banff Crt,L5N 6S9,Mississauga,43.5924,-79.7611,0
1905,1149000,5,2,179 Kennedy Ave,L0L 1T0,Lake Simcoe ,44.4548,-79.7352,1
1911,499000,2,1,8 Christidis Dr,L0E 1S0,Lake Simcoe ,44.3199,-79.2778,1
1913,2888000,5,5,197 Cooks Mill Cres,K1V 2M1,Ottawa,45.3281,-75.6719,1
1915,1198000,4,4,6 Belford Cres,L3S 1R4,Markham,43.8486,-79.2617,0
1916,2188000,5,5,42 Oldham St,L4H 4G1,Woodbridge,43.8432,-79.5644,2
1917,999000,4,3,16 Calora Crt,M1W 2K1,Scarborough,43.8016,-79.3216,0
1918,1299000,6,2,3286 Lawrence Ave,L8G 2E9,Hamilton,43.2164,-79.7423,1
1919,1485000,7,4,146 Placentia Blvd,M1S 4C5,Scarborough,43.7946,-79.2644,3
1920,569000,2,2,5 Wheelhouse Dr,L1B 1A6,Bowmanville,43.9235,-78.5457,3
1921,999000,4,2,42 Kessack Crt,M1B 1M4,Scarborough,43.8113,-79.193,1
1922,1199999,3,2,82 Botany Hill Rd,M1G 3K5,Scarborough,43.7712,-79.2144,2
1923,1688000,4,3,57 Anndale Dr,M2N 0C8,Willowdale,43.7673,-79.4111,2
1925,1588000,5,3,67 Goulding Ave,M2R 2R1,Willowdale,43.7786,-79.445,2
1926,499000,2,2,300 Croft St 3503,K2B 6Z9,Ottawa,45.3645,-75.7934,2
1927,699000,3,2,427 Aberdeen Ave 504,L8P 4L6,Hamilton,43.2514,-79.8925,3
1928,629900,3,2,1235 Richmond St 917,N6G 2V4,London,43.0147,-81.3049,2
1929,299999,1,1,920 Ford St 103,K9J 5R2,Peterborough,44.3104,-78.2396,3
1930,610000,2,2,60 George Butchart Dr 718,M3K 0A5,Toronto,43.739,-79.4692,0
1931,979000,2,2,1237 North Shore Blvd 301,L7T 3P3,Burlington,43.3081,-79.8507,2
1932,849900,2,3,5630 Winston Churchill Blvd 3,L9W 0A3,Orangeville,43.9702,-80.016,0
1934,625000,2,2,55 Yorkland Blvd 601,M2J 0G7,North York ,43.7801,-79.3479,2
1935,675000,3,2,4065 Brickstone Mews 1906,L5B 0A1,Mississauga,43.5771,-79.6306,1
1938,399999,2,1,10 Coulter St 231,L4M 3C1,Barrie,44.4001,-79.6663,2
1940,807880,3,2,3220 Sheppard Ave 421,M2N 0G2,Willowdale,43.7673,-79.4111,0
1942,515000,1,1,32 Trolley Cres 1008,M5A 0E9,Toronto,43.6555,-79.3626,3
1943,574900,1,1,412 Jarvis St 205,M4Y 3C1,Toronto,43.6656,-79.383,3
1944,680000,2,1,210 Simcoe St 2104,M5T 2W5,Toronto,43.6541,-79.3978,3
1945,1099900,2,2,55 Ontario St 709,L1C 1N6,Bowmanville,43.9714,-78.7095,2
1946,3339000,3,2,88 Davenport Rd 1801,M5R 1H4,Toronto,43.6736,-79.4035,2
1947,699900,2,2,18 Wanless Ave 606,M4N 3N1,Toronto,43.7301,-79.3935,2
1948,1000000,3,3,57 Finch Ave 3,M2N 7H2,Willowdale,43.7673,-79.4111,1
1949,899990,3,3,4069 Maitland St,M4Y 1E3,Toronto,43.6656,-79.383,1
1950,799000,3,2,73 Biehn Dr,N2P 1R6,Kitchener,43.3878,-80.4296,2
1952,659900,3,1,430 Parkview Crescent Cres On,N3H 4X5,Cambridge,43.4267,-80.3699,1
1954,725000,3,2,4102 Portage Rd,L2J 1A4,Niagara Falls ,43.1296,-79.1034,2
1955,849000,6,2,521 Thorold Rd,L3C 3W6,Welland,42.9998,-79.2656,2
1956,824900,3,1,33 Shelley Dr,P3A 3K3,Greater Sudbury ,46.5187,-80.934,0
1960,950000,3,2,5 Scott Cres,L4N 1P5,Barrie,44.3572,-79.6929,3
1961,2399000,3,3,18 Blueheron Lane,L8N 2Z7,Hamilton,43.4017,-80.017,0
1962,1250000,5,3,50 King St,N3T 3N4,Brant,43.131,-80.3254,2
1963,1499000,6,4,3291 Nobleton Dr,L4X 1S5,Mississauga,43.6178,-79.5786,0
1964,979900,6,3,11 Pennywood Rd,L6V 2C1,Brampton,43.7059,-79.7626,2
1965,799900,5,2,9 Heatherside Crt,L6S 2G1,Brampton,43.7379,-79.726,0
1966,1579000,3,3,1547 Sandpiper Rd,L6M 3K1,Oakville,43.4464,-79.7593,1
1967,1499888,7,5,5105 Heritage Hills Blvd,L5R 1Y3,Mississauga,43.606,-79.6708,1
1968,6299999,8,11,1816 Mississauga Rd,L5N 1P7,Mississauga,43.5924,-79.7611,0
1969,5899999,8,11,1808 Mississauga Rd,L5N 1P7,Mississauga,43.5924,-79.7611,1
1971,5999999,8,10,1800 Mississauga Rd,L5N 1P7,Mississauga,43.5924,-79.7611,2
1972,1779000,5,5,38 Sierra Peak Crt,L6R 1J1,Brampton,43.7592,-79.7605,1
1973,2799000,3,2,18489 The Gore Rd,L0N 1P0,Dufferin County,44.0317,-80.2068,1
1974,799000,2,2,178 Rosethorn Ave,M6N,York,43.6748,-79.4839,2
1975,1299000,3,3,107 William Duncan Rd,M3K 0A5,Toronto,43.739,-79.4692,2
1977,5388000,5,7,45 Birch Ave,K1K 3C9,Ottawa,45.4448,-75.6431,2
1978,998888,3,3,9928 Mccowan Rd,M1V 4P1,Scarborough,43.8177,-79.2819,2
1981,4588000,6,7,118 Dexter Rd,L4C 7N1,Richmond Hill ,43.8669,-79.4414,0
1982,999000,3,3,186 Sunway Sq,L3P 5J5,Markham,43.8769,-79.2686,1
1985,1158000,6,5,2226 Brimley Rd,M1S 1K6,Scarborough,43.7946,-79.2644,1
1986,1399000,3,2,53 Glenwood Cres,M4B 1M3,East York ,43.7063,-79.3094,2
1987,820000,3,2,67 Hobbs Dr,L1C 3X1,Bowmanville,43.9714,-78.7095,2
1990,1299900,5,3,7 Millville Ave,K6H 4M1,Cornwall,45.0565,-74.6852,3
1991,899000,6,4,1840 Dalhousie Cres,L1G 4Y3,Oshawa,43.9233,-78.8684,2
1992,1690000,3,3,484 Hounslow Ave,M2R 1K1,Willowdale,43.7786,-79.445,3
1993,1499000,5,3,261 Finch Ave,L1V 1H5,Pickering,43.8605,-79.1618,1
1994,397000,3,2,380 Springbank Ave 3,N4S 5S1,Woodstock,43.1432,-80.7338,1
1995,479900,3,2,390 Dixon Rd 2014,M9R 2K5,Etobicoke,43.6898,-79.5582,2
1996,624000,2,2,2 Eva Rd 1222,L2M 7Y2,St. Catharines ,43.196,-79.2161,3
1998,1050000,3,3,1183 Dufferin St 111,M6H 4B5,Toronto,43.6655,-79.4378,2
1999,849990,1,1,1183 Dufferin St 110,M6H 4B5,Toronto,43.6655,-79.4378,1
2000,699000,2,2,1940 Ironstone Dr 1608,L7L 0G5,Burlington,43.3799,-79.7668,1
2002,489900,2,1,106 Aspen Springs Dr 305,L1C 0C6,Bowmanville,43.9714,-78.7095,2
2003,1189000,3,3,80 Vanauley St 108,M5V 2V4,Toronto,43.6404,-79.3995,1
2004,1119000,2,2,77 Harbour Sq 1312,M5J 2S2,Toronto,43.623,-79.3936,1
2005,649900,3,2,117 Gerrard St 209,L8L 4J5,Hamilton,43.2783,-79.8344,0
2006,699900,2,2,5 Soudan Ave #710,M4S 2N3,Toronto,43.702,-79.3853,2
2007,829900,2,1,10 York St 2204,M5J 0E1,Toronto,43.623,-79.3936,0
2008,599900,1,1,980 Yonge St 703,M4Y 2H2,Toronto,43.6656,-79.383,1
2009,2047990,3,2,6 Jackes Ave 306,M4T 1X3,Toronto,43.6899,-79.3853,2
2010,1199000,7,3,363 Sentinel Rd,M3J 1T9,North York ,43.7694,-79.4921,1
2011,1199000,4,3,1078 Lansdowne Ave,M6H 1V4,Toronto,43.6655,-79.4378,3
2012,5350000,6,8,320 Dalewood Dr,L6J 4M6,Oakville,43.4757,-79.6591,3
2013,1999990,4,4,35 Yarmouth St,N1H 4G2,Guelph,43.5588,-80.3004,2
2014,3980000,8,6,286 Fern Ave,L4C 7A7,Richmond Hill ,43.8669,-79.4414,2
2016,4280000,4,4,761 Bay St 4001,M5G 2J9,Toronto,43.6564,-79.386,2
2017,750000,1,1,30 Ordnance St 1612,M6K 3P8,Toronto,43.6383,-79.4301,3
2019,399900,3,1,19 Clearview Dr,L8G 4H8,Hamilton,43.2164,-79.7423,1
2020,349900,2,1,47 Sixth Ave,N3S 2R4,Brant,43.1394,-80.2357,3
2021,599000,5,3,5001 Huron St,L2E 4B8,Niagara Falls ,43.0537,-79.1018,3
2022,799000,3,4,5110 Fairview St 34,L7L 4J8,Burlington,43.3799,-79.7668,2
2024,2599900,5,5,7169 Upton Cres,L5N 7K8,Mississauga,43.5924,-79.7611,3
2025,629900,4,2,244 Poplar Ave,P7B 1Z7,Thunder Bay ,48.9475,-89.4063,1
2028,1498000,3,1,230 Lawrence Ave,L4C 8T3,Richmond Hill ,43.8669,-79.4414,2
2029,729000,2,2,55 Duke St 2502,P7A 8C7,Thunder Bay ,48.4601,-89.2035,1
2030,539900,2,1,5879 Bathurst St 207,M2R 1Y8,Willowdale,43.7786,-79.445,1
2031,899000,3,2,5444 Yonge St 1003,M2N 5R6,Willowdale,43.7673,-79.4111,2
2032,766000,3,3,12 St Ola Rd,K0L 1W0,Peterborough County,44.7767,-77.9687,2
2033,799000,6,3,30 Larchwood Dr,L2T 2M9,St. Catharines ,43.1313,-79.2317,1
2035,488800,5,2,314 Dalhousie St,K9J 3N9,Peterborough,44.3104,-78.2396,0
2037,2400982,3,1,1562 Hooton Dr,K9J 0G5,Peterborough,44.3104,-78.2396,2
2038,1185000,3,2,564 Aberdeen Ave,L8P 4L6,Hamilton,43.2514,-79.8925,1
2041,2099999,7,3,613 Woodland Ave,L7R 1J2,Burlington,43.375,-79.8434,2
2042,2349000,8,7,79 Crystalhill Dr,L6P 2X4,Brampton,43.7942,-79.7021,3
2043,1299000,5,4,471 Silverstone Dr,M9V 3L5,Etobicoke,43.7432,-79.5876,2
2044,2350000,4,4,3202 Post Rd,M2L 1E4,North York ,43.7547,-79.3764,2
2045,980000,4,4,391 Kipling Ave,M8V 2E8,Toronto,43.6075,-79.5013,0
2046,1845000,6,4,50 Hillside Dr,L6S 4C4,Brampton,43.7379,-79.726,1
2047,979000,4,3,7245 Lancaster Ave,L4T 1X3,Mississauga,43.7139,-79.6434,3
2048,699900,3,3,45 Heritage Crt,L4N 9S9,Barrie,44.3572,-79.6929,1
2050,2895000,5,3,66 Maple St,N1G 1B3,Guelph,43.5184,-80.2257,1
2052,2680000,6,5,71 Sutcliffe Cres,L3R 7R6,Markham,43.8479,-79.3288,3
2053,999000,4,3,1165 Glen Kerr Dr,L0L 1R0,Lake Simcoe ,44.4548,-79.7352,0
2055,988888,12,5,83 High St,L0E 1R0,Lake Simcoe ,44.3199,-79.2778,3
2056,1580000,5,2,296 Sussex Ave,L4C 2H4,Richmond Hill ,43.8669,-79.4414,2
2057,4500000,5,1,6025 Latimer Rd,L0E 1R0,Lake Simcoe ,44.3199,-79.2778,1
2058,899991,3,3,485 Rossland Rd,L1Z 0T4,Ajax,43.8773,-79.0055,3
2060,949900,3,1,20 Sandown Ave,M1N 1T0,Scarborough,43.6952,-79.2646,3
2061,2495000,4,5,63 Jones Ave,M4M 1L4,Toronto,43.6561,-79.3406,1
2062,1588000,7,4,33 Rutledge Ave,M1K 2R4,Scarborough,43.7298,-79.2639,1
2063,1198000,5,2,26 Frances Cres,M1S 2E2,Scarborough,43.7946,-79.2644,1
2064,4250000,7,5,5104 Tom Thomson Crt,L1Y 1A4,Pickering,43.9555,-79.1194,0
2065,899000,4,2,1259 Ilona Park Rd,L1W 1W7,Pickering,43.8197,-79.0803,1
2066,3700000,5,4,22 Lytton Blvd,M4P 2J5,Toronto,43.7135,-79.3887,3
2067,541900,1,1,128 King St 1408,L2R 7K2,St. Catharines ,43.1419,-79.2966,3
2069,390000,2,1,3 Marine Parade Dr 1906,M8V 1A2,Toronto,43.6075,-79.5013,1
2070,529900,2,1,9 Michael Power Pl 703,M9A 5G1,Etobicoke,43.6662,-79.5282,1
2071,549000,3,2,18 Balmoral Dr,N3R 5E3,Brant,43.1692,-80.2684,0
2072,265000,2,1,4645 Jane St 339,M3N 2S6,North York ,43.7568,-79.521,3
2073,989000,2,3,125 Long Branch Ave 31,M8W 0A3,Etobicoke,43.6021,-79.5402,1
2074,455000,4,4,252 Penetanguishene Rd 10,L4M 7B6,Barrie,44.4001,-79.6663,1
2075,375000,2,1,1047 Mississaga St 306,L6L 6A4,Oakville,43.4032,-79.7186,2
2079,781880,2,2,3220 Sheppard Ave 208,M2N 0G2,Willowdale,43.7673,-79.4111,1
2080,1690000,3,2,100 Harbour St 6910,M5J 0B5,Toronto,43.623,-79.3936,2
2081,3595000,3,3,88 Davenport Rd 501,M5R 1H4,Toronto,43.6736,-79.4035,2
2082,2188000,2,3,180 University Ave 2909,M5H 2X7,Toronto,43.6496,-79.3833,2
2083,649000,2,2,97 Lawton Blvd 202,M4T 2S9,Toronto,43.6899,-79.3853,3
2084,1429000,2,2,55 Harbour Sq 1913,M5J 2R0,Toronto,43.623,-79.3936,1
2085,649500,3,3,1 Duplex Ave 105,M2N 7H2,Willowdale,43.7673,-79.4111,2
2086,649999,3,3,45 Curtis St,N5R 3P1,St. Thomas ,42.7597,-81.1762,0
2089,1099949,5,3,11 Blossom Rdge,N5P 3S7,St. Thomas ,42.7779,-81.1769,2
2091,949900,3,2,9 Crestcombe Rd,L2S 3S9,St. Catharines ,43.1447,-79.2634,1
2092,1300000,3,3,33 Edinborough Crt,M6N,York,43.6748,-79.4839,1
2093,1099000,4,4,74 Royal Palm Dr,L6Z 1Y6,Brampton,43.7328,-79.7953,1
2094,1588000,4,2,1467 Kenmuir Ave,L5G 2G6,Mississauga,43.5647,-79.5852,1
2096,2788888,4,3,2033 Lakeshore Rd,N7W 1B6,Sarnia,42.9644,-82.3259,3
2101,999900,4,3,170 Tango Cres,L3X 3G6,Newmarket,44.0433,-79.4912,0
2103,699900,6,2,185 Frederick St,M5A 4M5,Toronto,43.6555,-79.3626,2
2104,799900,4,2,108 Porchester Dr,M1J 2H1,Scarborough,43.7464,-79.2323,1
2105,899000,3,2,875 Finley Ave,L1S 4X1,Ajax,43.8404,-79.0251,0
2107,2395000,4,4,23 Woodfield Rd,M4L 1E2,Toronto,43.6693,-79.3155,1
2108,359900,1,1,308 Lester St #514,N2L 3W6,Waterloo,43.4715,-80.5454,3
2109,1100000,3,4,60 Arkell Rd 95,N1L 0M5,Guelph,43.516,-80.19,1
2110,649900,1,1,39 Annie Craig Dr #407,M8V 1A2,Toronto,43.6075,-79.5013,1
2113,875000,4,3,250 Sunny Meadow Blvd 260,L6R 3C3,Brampton,43.7592,-79.7605,1
2114,599000,2,2,50 Absolute Ave 1001,L4Z 0A3,Mississauga,43.6192,-79.6538,1
2115,750000,2,1,1183 Dufferin St 108,M6H 4B5,Toronto,43.6655,-79.4378,1
2117,899999,4,2,80 Absolute Ave 3403,L4Z 0A3,Mississauga,43.6192,-79.6538,3
2118,700000,3,2,670 Gibney Cres,L3X 1V5,Newmarket,44.0433,-79.4912,2
