,Price,Beds,Baths,Address,Postal_Code,City,Latitude,Longitude,Cluster
381,1178888,4,4,39 Pentonville Rd,L6R 3S7,Brampton,43.7592,-79.7605,2
382,799000,3,1,1363 Seaview Dr,L5J 3X1,Mississauga,43.5102,-79.6296,2
383,1699900,6,4,9 Severin St,L6R 3C3,Brampton,43.7592,-79.7605,2
384,1599900,4,4,3904 Swiftdale Dr,L5M 7M8,Mississauga,43.5637,-79.7202,1
385,999000,5,2,67 Mcmurchy Ave,L6Y 1J2,Brampton,43.6249,-79.7876,1
386,1998000,4,4,3271 Larry Cres,L6M 0T7,Oakville,43.4464,-79.7593,1
387,1299900,3,4,5261 Palmetto Pl,L5M 7M4,Mississauga,43.5637,-79.7202,1
388,2288000,6,6,28 Algonquin Ave,M6R 2V4,Toronto,43.6469,-79.4521,0
389,1680000,5,4,3147 Robert Brown Blvd,L6M 5K3,Oakville,43.4464,-79.7593,0
390,1250000,5,3,523 Valley Dr,L6L 2C3,Oakville,43.4032,-79.7186,2
391,1388888,5,4,2627 Council Ring Rd,L5L 1G5,Mississauga,43.5373,-79.6903,1
393,1299000,5,4,8 Outlook Ave,L6Y 5N2,Brampton,43.6249,-79.7876,1
394,899999,4,3,54 Magdalene Cres,L6Z 0E4,Brampton,43.7328,-79.7953,2
395,1995000,9,6,59 Kenpark Ave,L6Z 3L5,Brampton,43.7328,-79.7953,3
396,1399000,3,3,185 Margaret Dr,L6K 2X3,Oakville,43.4396,-79.6878,2
397,1499000,6,5,3254 Bloomfield Dr,L5N 6X7,Mississauga,43.5924,-79.7611,3
398,1038888,3,2,195 Bowie Ave,M6E 4Y2,York,43.6889,-79.4507,1
400,1449900,6,5,10 Rainforest Dr,L6R 1B9,Brampton,43.7592,-79.7605,3
401,2649000,3,4,29 Cedar Dr,M1J 3M5,Scarborough,43.7464,-79.2323,1
402,1399900,4,4,60 Forsyth Cres,L4N 7H6,Barrie,44.3572,-79.6929,2
403,1299000,5,4,136 Edenbrook Hill,M9A 3E1,Etobicoke,43.6662,-79.5282,3
405,899000,4,2,124 Poplar Ave,N7T 4K7,Sarnia,42.9578,-82.2777,1
407,799900,3,2,608 Bennett Crt,L7L 5P9,Burlington,43.3799,-79.7668,3
410,1099000,4,4,4781 Colombo Cres,L5M 7J8,Mississauga,43.5637,-79.7202,0
411,1399900,6,4,64 Scott St,N2H 6R3,Kitchener,43.4581,-80.4818,3
412,1699900,4,4,27 Cirillo St,L6X 0H7,Brampton,43.6665,-79.8054,3
413,1825000,5,4,1332 Outlook Terr,L6M 2G3,Oakville,43.4464,-79.7593,0
414,1899000,7,5,3 Yellow Pine Rd,L6P 2B1,Brampton,43.7942,-79.7021,1
415,1599999,4,4,21 Speckled Alder St,N2V 2W9,Waterloo,43.4764,-80.5842,1
417,1199900,3,3,2111 Dunmore Ave,L7L 0B9,Burlington,43.3799,-79.7668,1
418,1798000,6,3,633 Arbor Rd,L5G 4G8,Mississauga,43.5647,-79.5852,2
422,1199900,5,4,77 Eastview Gate,L6P 2G7,Brampton,43.7942,-79.7021,1
423,1049000,4,4,79 Alaskan Summit Crt,L6R 1J1,Brampton,43.7592,-79.7605,1
424,799000,4,2,1478 Sandgate Cres,L5J 2B5,Mississauga,43.5102,-79.6296,3
425,1499900,6,4,3 Worth Ave,L6X 3V2,Brampton,43.6665,-79.8054,2
427,699900,3,3,137 Pringle Dr,L4N 1C3,Barrie,44.3572,-79.6929,3
428,699900,4,2,43 D'ambrosio Dr,L4N 4E2,Barrie,44.3572,-79.6929,2
429,1425000,4,4,17 Sandalwood Crt,L4N 9R6,Barrie,44.3572,-79.6929,2
431,699000,3,2,91 Coughlin Rd 37,L4N 6A9,Barrie,44.3572,-79.6929,2
432,474900,3,1,90 Elgin St,K1A 0G5,Ottawa,45.4207,-75.7023,2
437,1098800,3,3,24 Marchwood Cres,L4C 0A6,Richmond Hill ,43.8669,-79.4414,3
438,2639000,7,5,1 Via Campanile,L4H 3J8,Woodbridge,43.8432,-79.5644,1
439,499000,2,1,275 Pefferlaw Rd,L0E 1N0,Lake Simcoe ,44.3199,-79.2778,3
445,999000,4,4,32 Forestwood St,L4S 2K9,Richmond Hill ,43.8985,-79.4143,3
446,1890000,4,2,146 Howard Rd,L3Y 5W1,Newmarket,44.0565,-79.4555,0
447,2300000,4,4,5556 Vivian Rd,L3Y 4W1,Newmarket,44.0565,-79.4555,2
450,899900,3,4,83 Mantz Cres,L1R 2K5,Whitby,43.9215,-78.9412,1
451,1079888,6,5,87 Hurst Dr,L4N 9R6,Barrie,44.3572,-79.6929,2
452,888000,5,3,1901 Poppy Lane,L1V 1X2,Pickering,43.8605,-79.1618,1
453,1398800,8,5,1893 Rosebank Rd,L1V 7A3,Pickering,43.8605,-79.1618,2
454,2389999,5,4,29 Sarah Ashbridge Ave,M4L 6S5,Toronto,43.6693,-79.3155,1
455,949000,3,3,45 Cheetah Cres,M1B 5S1,Scarborough,43.8113,-79.193,2
457,1049000,5,4,22 Teresa Dr,L1N 2A3,Whitby,43.8721,-78.9273,2
458,1649900,6,4,91 Glencrest Blvd,M4B 2J0,East York ,43.7063,-79.3094,2
459,799900,3,2,1418 Colmar Ave,L1W 1W7,Pickering,43.8197,-79.0803,2
460,600000,3,3,257 Overbank Dr,L1J 2L4,Oshawa,43.8852,-78.8771,3
462,949000,4,4,36 Sudbury Hall Dr,M1B 2X2,Scarborough,43.8113,-79.193,1
463,899900,4,2,7 Aspendale Dr,M1P 4N7,Scarborough,43.7612,-79.2707,1
464,699000,2,2,5 Fairway Dr,M1J 2V6,Scarborough,43.7464,-79.2323,1
465,1189000,3,2,9 Fitzgerald Mews,M4L 3G8,Toronto,43.6693,-79.3155,3
466,649900,4,2,13 Orchardview Blvd,L1C 1P8,Bowmanville,43.9714,-78.7095,3
467,999000,3,3,40 Dalebrooke Cres,L1P 1N9,Whitby,43.8866,-78.975,3
468,1699000,4,2,11 Elder St,M3H 2T1,North York ,43.7535,-79.4472,0
469,999998,4,1,259 Robina Ave,M6E 2W1,York,43.6889,-79.4507,3
471,499900,3,2,358 Waterloo Ave 301,N1H 3C3,Guelph,43.5588,-80.3004,2
472,549900,3,2,151 Gateshead Cres 11,L8G 1C2,Hamilton,43.2164,-79.7423,3
474,499000,3,2,61 Markbrook Lane 1806,M9V 4P2,Etobicoke,43.7432,-79.5876,1
475,749000,3,3,1552 Kerns Rd 6,L7P 3G9,Burlington,43.3806,-79.886,1
476,569000,2,1,1070 Sheppard Ave 312,M2N 0G2,Willowdale,43.7673,-79.4111,3
477,629900,1,1,35 Watergarden Dr 1017,L5R 0E5,Mississauga,43.606,-79.6708,3
478,539900,1,1,4235 Sherwoodtowne Blvd 1209,L4Z 1V9,Mississauga,43.6192,-79.6538,1
479,985000,2,3,1183 Dufferin St 103,M6H 4B5,Toronto,43.6655,-79.4378,1
480,458800,3,2,15 London Green Crt 509,M3N 1L6,North York ,43.7568,-79.521,1
481,929000,3,2,100 Burloak Dr 1411,L7L 1C7,Burlington,43.3799,-79.7668,3
482,499000,2,1,70 Absolute Ave 2310,L4Z 0A3,Mississauga,43.6192,-79.6538,2
483,1299000,5,4,12 Seedhouse Rd,L6R 3S7,Brampton,43.7592,-79.7605,1
484,499900,1,1,816 Lansdowne Ave 426,M6H 3Z6,Toronto,43.6655,-79.4378,3
485,1599999,3,3,117 Thomas Fisher Dr,M8Z 2R4,Etobicoke,43.6256,-79.5231,3
487,599900,3,2,50 Brian Harrison Way 3009,M1P 4N7,Scarborough,43.7612,-79.2707,1
490,635000,1,1,75 Queens Wharf Rd 2812,M5V 2V6,Toronto,43.6404,-79.3995,3
493,599990,1,1,5500 Yonge St 1201,M2N 7L3,Willowdale,43.7673,-79.4111,0
494,599000,2,1,60 Byng Ave 2607,M2N 7H4,Willowdale,43.7673,-79.4111,2
495,569000,1,1,270 Wellington St 418,N3S 5M2,Brant,43.1394,-80.2357,1
496,639900,2,2,1700 Eglinton Ave 513,L5M 3A9,Mississauga,43.5637,-79.7202,0
497,699999,2,2,210 Grandview Way,M2N 7B2,Willowdale,43.7673,-79.4111,3
498,899500,2,2,100 Harbour St 5004,M5J 0B5,Toronto,43.623,-79.3936,0
500,899900,3,2,125 Western Battery Rd 715,M6K 3R9,Toronto,43.6383,-79.4301,0
501,899000,5,2,32 Bayview Dr,L2N 4Z7,St. Catharines ,43.1923,-79.2559,1
502,950000,4,3,940 Copper Leaf Cres,N2E 4K7,Kitchener,43.4106,-80.5011,2
504,2495000,4,2,1058 Garner Rd,L2H 0Z2,Niagara Falls ,43.1009,-79.1379,2
507,1499000,3,4,3073 George Savage Ave,L6M 0Z4,Oakville,43.4464,-79.7593,0
508,2999000,4,3,1251 Hillhurst Rd,L6J 2A4,Oakville,43.4757,-79.6591,2
509,1788000,6,6,38 Devonsleigh Blvd,L4S 0E9,Richmond Hill ,43.8985,-79.4143,0
510,1980000,6,5,39 Richvalley Cres,L4E 4C7,Richmond Hill ,43.9394,-79.4349,3
511,1998000,3,3,39 Orlon Cres,L4C 6T7,Richmond Hill ,43.8669,-79.4414,1
513,1499000,4,4,225 Chouinard Way,L3X 2K3,Newmarket,44.0433,-79.4912,2
514,1188000,3,4,5 Navarre St,L4B 0A6,Richmond Hill ,43.8582,-79.3985,0
516,1680000,6,4,5 Queensgate Crt,L3R 8K4,Markham,43.8479,-79.3288,2
518,1199000,4,3,79 Conference Blvd,M1C 2B8,Scarborough,43.7878,-79.1564,2
519,849000,2,1,146 Hanson St,M4C 1E2,East York ,43.6913,-79.3116,2
520,999000,3,1,25 Rossander Crt,M1J 1J0,Scarborough,43.7464,-79.2323,0
521,849900,2,2,75 Keeler Cres,L1C 0L3,Bowmanville,43.9714,-78.7095,3
522,1299000,3,2,2 Tanburn Pl,M3A 2T7,North York ,43.7545,-79.33,0
523,699900,2,2,3091 Dufferin St 626,M6B 3T8,North York ,43.7081,-79.4479,2
524,600000,2,1,2800 Keele St 1109,M3M 2G7,Downsview,43.7319,-79.4928,2
525,1249900,2,3,9 Compass Way,L5G 1E9,Mississauga,43.5647,-79.5852,1
526,499000,2,1,50 Town Centre Crt 3003,M1P 0B2,Scarborough,43.7612,-79.2707,2
527,999999,4,3,350 Porter Dr,N1L 1N4,Guelph,43.516,-80.19,1
531,1649900,9,4,81 Montmorency Dr,L8K 6N3,Hamilton,43.2211,-79.7994,1
533,899000,3,3,1155 Duignan Cres,L9E 0B5,Halton,43.5168,-79.8829,2
535,1499900,3,3,2055 Waters Edge Dr,L6L 6P7,Oakville,43.4032,-79.7186,1
536,1499990,5,5,21 Sherbrooke St,L6R 0R4,Brampton,43.7592,-79.7605,3
537,1189000,5,3,7 Studley St,L4T 4J3,Mississauga,43.7139,-79.6434,3
538,799000,3,3,5515 Cosmic Cres,L4Z 3N7,Mississauga,43.6192,-79.6538,3
540,2769880,5,6,80 Bowbeer Rd,L6H 7B8,Oakville,43.4881,-79.7098,1
542,849900,4,3,187 Wessenger Dr,L4N 8R6,Barrie,44.3572,-79.6929,3
543,799900,3,4,136 Country Lane,L4N 9S9,Barrie,44.3572,-79.6929,3
545,4350000,4,4,50 Kingswood Dr,K9J 6L3,Peterborough,44.3104,-78.2396,1
547,799000,3,1,837 Montsell Ave,L0E 1S0,Lake Simcoe ,44.3199,-79.2778,1
548,1390000,4,3,406 Silken Laumann Dr,L3X 2M0,Newmarket,44.0433,-79.4912,3
550,988000,3,3,82 Zio Carlo Dr,L3R 5C8,Markham,43.8479,-79.3288,1
552,1099000,3,4,21 Vogue St,L3S 3S9,Markham,43.8486,-79.2617,1
553,1299000,4,3,31 Colgate Ave,M4M 2M6,Toronto,43.6561,-79.3406,3
554,979900,5,2,564 Mccowan Rd,M1J 1J0,Scarborough,43.7464,-79.2323,2
556,3999999,5,3,29 Hi Mount Dr,M2K 1W4,North York ,43.7797,-79.3813,1
557,2690000,6,4,46 Winlock Park,M2N 4S3,Willowdale,43.7673,-79.4111,2
558,529000,2,1,125 Shoreview Pl 533,L8E 6H2,Hamilton,43.2245,-79.6988,2
560,499900,2,2,3077 Weston Rd 1603,M9M 0B7,North York ,43.7366,-79.5401,2
561,525000,1,1,50 Sky Harbour Dr 414,L6Y 6H4,Brampton,43.6249,-79.7876,2
562,739990,2,2,70 Annie Craig Dr 902,M8V 1A2,Toronto,43.6075,-79.5013,1
563,499900,3,2,1 Rowntree Rd 612,M9V 5C7,Etobicoke,43.7432,-79.5876,2
564,620000,3,3,364 The East Mall 217,M9B 6L5,Etobicoke,43.6505,-79.5517,1
565,499999,2,1,30 Meadowglen Pl 1504,M1H 3B7,Scarborough,43.7686,-79.2389,1
566,599999,2,1,25 Capreol Crt 203,M5V 4B3,Toronto,43.6404,-79.3995,2
568,479900,1,1,47 Lower River St 430,M5A 0E9,Toronto,43.6555,-79.3626,2
569,3275000,2,2,128 Hazelton Ave 403,M5R 1J3,Toronto,43.6736,-79.4035,2
570,699000,2,1,15 Greenview Ave 1603,M2M 1A2,Willowdale,43.7915,-79.4103,2
571,548000,2,1,150 Sudbury St 405,M6J 0A8,Toronto,43.648,-79.4177,3
572,938000,3,2,90 Queens Wharf Rd 203,M5V 2V6,Toronto,43.6404,-79.3995,1
573,687500,1,1,185 Roehampton Ave 2911,M4P 1K5,Toronto,43.7135,-79.3887,3
574,908000,3,2,151 Dan Leckie Way 516,M5V 4A7,Toronto,43.6404,-79.3995,3
576,1299000,4,3,11 Jeffery Dr,L0N 1M0,Dufferin County,44.0317,-80.2068,2
577,1499900,6,6,11 Moonstone Crt,L9B 2N4,Hamilton,43.2055,-79.9004,1
578,725000,5,2,141 Ironwood Rd,N1G 3R4,Guelph,43.5184,-80.2257,1
579,699900,4,3,48 Birchmount St,N6P 0B6,London,42.8909,-81.3236,2
580,1099000,4,3,7 Macklin St,L3S 3K8,Markham,43.8486,-79.2617,1
581,699900,4,2,88 West 34th St,L9C 2B1,Hamilton,43.2313,-79.9049,2
583,599900,3,2,113 East 19th St,L9A 1C3,Hamilton,43.2271,-79.871,3
586,799900,8,6,177 Kathleen St,P3C 2L7,Greater Sudbury ,46.5133,-81.0225,0
593,2747000,3,2,188 Old Onondaga Rd,N3T 5M1,Brant,43.131,-80.3254,3
594,699900,6,3,37 Macoomb Dr,L3C 7L7,Welland,42.9998,-79.2656,1
595,1050000,4,3,310 Brandenburg Pl,N2T 3A3,Waterloo,43.453,-80.5692,0
596,979900,9,6,270 Whittaker St,P3C 3X8,Greater Sudbury ,46.5133,-81.0225,1
598,799900,3,2,36 Forest Hill Cres,L8K 5J4,Hamilton,43.2211,-79.7994,3
599,699000,5,2,9 Mulock Ave,L8T 1J4,Hamilton,43.2199,-79.8286,3
600,299000,3,2,37 Front St,P7A 0A4,Thunder Bay ,48.4601,-89.2035,1
601,620000,3,1,28 Whitfield Ave,M9L 1G9,North York ,43.7598,-79.5565,3
603,599900,3,2,7 Woodglen Dr,L2N 2Z7,St. Catharines ,43.1923,-79.2559,1
604,550000,5,3,73 Stirton St,L8L 5Y9,Hamilton,43.2783,-79.8344,3
605,699000,3,3,590 Canewood Cres,N2L 5P6,Waterloo,43.4715,-80.5454,3
606,799900,5,3,16 Laurelwood Crt,N1G 3R4,Guelph,43.5184,-80.2257,3
607,699900,3,2,13 Eastfield Crt,L2M 1W3,St. Catharines ,43.196,-79.2161,3
608,449900,2,1,437 Wellington St,K9H 5J7,Peterborough,44.3245,-78.3184,3
609,749900,3,2,185 Washington Ave,N2J 2K4,Waterloo,43.504,-80.5366,0
611,799900,6,3,151 Tuxedo Ave,N3T 1R6,Brant,43.131,-80.3254,2
612,1999900,5,4,2173 Lakeshore Rd,L7R 1A3,Burlington,43.375,-79.8434,3
616,1899000,4,4,3526 Pitch Pine Cres,L5L 2B1,Mississauga,43.5373,-79.6903,1
617,1208000,3,3,2020 Russett Rd,L4Y 1A0,Mississauga,43.6028,-79.5929,2
619,1199000,6,4,2509 Frankfield Rd,L5K 1L2,Mississauga,43.5272,-79.6617,3
621,1289900,3,3,11 Cotswold Crt,L6T 2C9,Brampton,43.7196,-79.6854,3
622,999900,4,3,46 Massey St,L6S 3A3,Brampton,43.7379,-79.726,2
623,1099000,5,4,40 Borden Hill Crt,L6S 3R2,Brampton,43.7379,-79.726,2
624,1790000,5,5,10 Sandpiper Crt,L1N 3W4,Whitby,43.8721,-78.9273,3
625,849000,3,3,81 Yellow Brick Rd,L6V 4L5,Brampton,43.7059,-79.7626,3
626,1050000,3,4,51 Evans Ave,M6S,Toronto,43.6512,-79.4828,2
627,869000,3,3,48 C Line Ave 119,L3C 3H1,Welland,42.9998,-79.2656,2
628,1659000,4,3,3443 Whilabout Terr,L7L 6W5,Burlington,43.3799,-79.7668,1
631,1225000,5,3,1204 Hudson Pl,L6H 3H4,Oakville,43.4881,-79.7098,3
632,1299000,4,4,2394 Chilsworthy Ave,L5B 2M7,Mississauga,43.5771,-79.6306,3
633,1799000,5,4,8047 Financial Dr,L5N 7H5,Mississauga,43.5924,-79.7611,2
634,799900,3,2,93 Greenbriar Rd,L6S 1V8,Brampton,43.7379,-79.726,3
635,3900000,4,5,1140 Bryn Mawr Lane,L7P 0J1,Burlington,43.3806,-79.886,3
636,2598000,5,4,493 Coleen Dr,L6H 7T5,Oakville,43.4881,-79.7098,3
637,899900,3,2,37 Carlton Dr,L9W 2W3,Orangeville,43.9702,-80.016,2
638,1390000,5,4,3444 Angel Pass Dr,L5M 7L2,Mississauga,43.5637,-79.7202,1
639,968888,4,3,11 Four Leaf Dr,M9V 3W9,Etobicoke,43.7432,-79.5876,1
640,1339000,3,2,84 Eighth St,M8V 1K2,Toronto,43.6075,-79.5013,2
641,1088000,5,2,43 Coral Gable Dr,M9M 1S3,North York ,43.7366,-79.5401,0
642,1499900,4,3,32 Cape Dorset Cres,L6R 3G2,Brampton,43.7592,-79.7605,1
643,899900,4,3,22 Hobart Gdns,L6Z 0E4,Brampton,43.7328,-79.7953,1
644,1880000,5,4,3171 William Rose Way,L6H 7A2,Oakville,43.4881,-79.7098,0
647,1500000,4,3,2421 Old Pheasant Rd,L5A 2P1,Mississauga,43.5883,-79.6091,3
649,899000,4,4,210 Edgehill Dr,L4N 1M1,Barrie,44.3572,-79.6929,2
653,999900,4,3,90 Versailles Cres,L4M 7J3,Barrie,44.4001,-79.6663,3
654,1199000,6,4,7 Black Willow Dr,L4N 9M5,Barrie,44.3572,-79.6929,2
655,989000,4,4,359 Emms Dr,L4N 9N7,Barrie,44.3572,-79.6929,2
658,699900,3,3,27 Bailey St,L2S 1S9,St. Catharines ,43.1447,-79.2634,2
660,2699000,5,5,40 Meteorite St,L4C 2H4,Richmond Hill ,43.8669,-79.4414,1
662,1885000,4,3,11 Penny Pl,L4E 1A5,Richmond Hill ,43.9394,-79.4349,1
663,1795000,3,3,25 Brolley Cres,L0L 2N0,Lake Simcoe ,44.4548,-79.7352,1
670,1599900,7,4,44 Presidential St,L4L 5J4,Woodbridge,43.8064,-79.5995,2
671,1199900,7,3,358 The Queensway,M8Z 1N5,Etobicoke,43.6256,-79.5231,3
678,799900,5,4,193 Bellefontaine St,M1S 1J1,Scarborough,43.7946,-79.2644,1
679,749000,2,3,27 Blunden Rd,L1Z 0M6,Ajax,43.8773,-79.0055,0
680,1488000,6,5,2026 Solar Pl,L1L 1C4,Oshawa,43.9581,-78.8972,3
682,889000,3,2,295 Dover St,L1G 6E2,Oshawa,43.9233,-78.8684,1
683,999900,6,2,149 Garrard Rd,L1N 3K4,Whitby,43.8721,-78.9273,3
684,1599000,4,4,17 Ferrier Ave,M4K 1P6,Toronto,43.6803,-79.3538,3
685,988000,4,3,17 Lord Sydenham Crt,M1W 2S2,Scarborough,43.8016,-79.3216,2
686,899900,6,4,25 Dorvis Dr,L1N 8M4,Whitby,43.8721,-78.9273,3
687,699900,4,2,644 Annapolis Ave,L1J 2W3,Oshawa,43.8852,-78.8771,3
688,1288000,5,3,179 Lynnbrook Dr,M1H 2P4,Scarborough,43.7686,-79.2389,3
689,899900,4,3,78 Erickson Dr,L1N 3K6,Whitby,43.8721,-78.9273,1
690,899900,4,4,131 John St,M5V 2E2,Toronto,43.6404,-79.3995,1
691,1089000,3,2,348 Springdale Blvd,M4C 3X9,East York ,43.6913,-79.3116,3
692,1050000,5,3,1176 Park Ridge Dr,L1K 0G1,Oshawa,43.9251,-78.8287,3
693,899000,5,3,813 Black Cherry Dr,L1K 0C8,Oshawa,43.9251,-78.8287,3
694,899000,4,3,92 Hartrick Pl,L1R 2S6,Whitby,43.9215,-78.9412,1
695,899999,3,5,2517 Castlegate Crossing,L1X 2S9,Pickering,43.8558,-79.0972,2
696,829900,3,3,56 Juneau Cres,L1R 2K5,Whitby,43.9215,-78.9412,1
697,899900,4,3,79 Fencerow Dr,L1R 2A1,Whitby,43.9215,-78.9412,1
698,699900,3,4,50 Westover Dr,L1C 3K2,Bowmanville,43.9714,-78.7095,3
699,699900,3,3,106 Creekwood Cres,L1R 2S6,Whitby,43.9215,-78.9412,2
700,2000000,2,2,45 Chine Dr,M1M 2K8,Scarborough,43.7247,-79.2312,1
701,3599000,6,7,20 Daniel Cozens Crt,M2R 1Y8,Willowdale,43.7786,-79.445,3
702,5800000,7,7,2 Brian Cliff Dr,M3C 2K9,Don Mills ,43.7334,-79.3329,2
703,4399000,5,7,216 Yonge Blvd,M4N 2N4,Toronto,43.7301,-79.3935,2
704,1499000,5,2,196 Goulding Ave,M2R 2R1,Willowdale,43.7786,-79.445,1
705,999000,4,2,84 Murellen Cres,M1R 1T1,Scarborough,43.7507,-79.3003,2
706,899888,3,2,17 Clematis Rd,M2J 5B3,North York ,43.7801,-79.3479,2
707,2049000,3,4,267 Major St,M5S 1X4,Toronto,43.6629,-79.3987,2
709,999000,1,3,150 Main St 1208,L3R 2G9,Markham,43.8479,-79.3288,2
713,620000,1,2,200 Stinson St 308,L8N 2Z1,Hamilton,43.4017,-80.017,1
714,329900,1,1,4658 Drummond Rd 128,L2E 6C8,Niagara Falls ,43.0537,-79.1018,2
715,449900,1,1,90 Charlton Ave 506,N3T 5B1,Brant,43.131,-80.3254,2
717,699900,2,1,4633 Glen Erin Dr 1002,L5M 4G8,Mississauga,43.5637,-79.7202,2
719,529000,1,1,120 Varna Dr 525,M6A 1B1,North York ,43.7223,-79.4504,1
720,899900,3,2,70 Annie Craig Dr 607,M8V 1A2,Toronto,43.6075,-79.5013,2
721,625000,2,2,50 Absolute Ave 3505,L4Z 0A3,Mississauga,43.6192,-79.6538,2
722,299000,3,2,4673 Jane St 906,M3N 2S6,North York ,43.7568,-79.521,1
723,499900,1,1,17 Zorra St 205,M8Z 1R6,Etobicoke,43.6256,-79.5231,2
724,405000,2,1,3533 Derry Rd 201,L7P 0B4,Burlington,43.3806,-79.886,2
725,784000,2,2,1300 Islington Ave 404,M9A 1B4,Etobicoke,43.6662,-79.5282,1
726,799900,4,3,65 Brickyard Way 31,L6X 1N9,Brampton,43.6665,-79.8054,1
727,599000,3,2,80 Grandravine Dr 909,M3J 1A7,North York ,43.7694,-79.4921,3
728,1250000,3,2,100 Quebec Ave 1001,M6P,Toronto,43.6605,-79.4633,1
729,380000,3,1,236 Albion Rd 1712,M9W 6A6,Etobicoke,43.7144,-79.5909,3
730,524900,4,2,625 The West Mall 2002,M9C 3S6,Etobicoke,43.6437,-79.5767,3
731,489000,1,1,1 Valhalla Inn Rd 207,M9C 0B1,Etobicoke,43.6437,-79.5767,3
732,939900,3,3,66 High St 203,L5G 1K1,Mississauga,43.5647,-79.5852,3
733,619999,3,2,10 Markbrook Lane 1512,M9V 4P2,Etobicoke,43.7432,-79.5876,3
735,999999,4,4,7385 Magistrate Terr 13,L5W 1M1,Mississauga,43.6313,-79.7148,1
736,1025000,2,3,251 Manitoba St 102,M8Y 4H5,Etobicoke,43.6325,-79.4939,1
737,899000,3,2,5260 Mcfarren Blvd 56,L5M 5E8,Mississauga,43.5637,-79.7202,2
738,589888,2,2,4080 Living Arts Dr 1103,L5B 3C9,Mississauga,43.5771,-79.6306,1
739,630000,2,2,3077 Weston Rd 905,M9M 0B7,North York ,43.7366,-79.5401,0
740,574500,2,1,225 Webb Dr 3601,L5B 1T8,Mississauga,43.5771,-79.6306,3
741,599900,2,2,58 Lakeside Terr 208,L4M 0J2,Barrie,44.4001,-79.6663,1
743,999000,3,3,190 Harding Blvd 33,M1N 1S2,Scarborough,43.6952,-79.2646,3
744,579000,2,2,30 Wilson St 203,L8R 1C4,Hamilton,43.2726,-79.8792,1
745,399900,3,2,960 Glen St 44,L1J 3T9,Oshawa,43.8852,-78.8771,2
747,450000,2,1,90 Ling Rd 1402,M1E 4S6,Scarborough,43.7678,-79.1866,1
748,599000,2,2,50 Town Centre Crt 902,M1P 0B2,Scarborough,43.7612,-79.2707,1
749,679900,3,2,1610 Crawforth St 62,L1N 9L6,Whitby,43.8721,-78.9273,3
750,699900,3,2,8835 Sheppard Ave 112,M2N 0G2,Willowdale,43.7673,-79.4111,1
753,539900,1,1,2799 Kingston Rd 612,M1M 1V3,Scarborough,43.7247,-79.2312,2
755,589000,2,1,29 Singer Crt 1712,M2K 0B3,North York ,43.7797,-79.3813,2
756,699000,1,1,16 Bonnycastle St 1903,M5A 0L1,Toronto,43.6555,-79.3626,2
757,720000,2,2,32 Forest Manor Rd 210,M2J 1M4,North York ,43.7801,-79.3479,3
758,599000,2,1,275 Yorkland Rd 1906,M2J 0B3,North York ,43.7801,-79.3479,1
759,699880,3,2,10 Capreol Crt 1056,M5V 4B3,Toronto,43.6404,-79.3995,1
760,619900,2,1,12 York St 1411,M5J 0E1,Toronto,43.623,-79.3936,3
761,888000,2,2,71 Simcoe St 901,M5V 3H6,Toronto,43.6404,-79.3995,3
762,1190000,2,2,88 Scott St 207,M5E 1J8,Toronto,43.6456,-79.3754,3
763,1088000,3,3,1555 Finch Ave 2907,L1V 3R6,Pickering,43.8605,-79.1618,0
765,748888,3,2,220 Victoria St 1706,P3C 1K3,Greater Sudbury ,46.5133,-81.0225,1
766,1389000,3,3,117 Dundas St 1601,K7L 1N2,Kingston,44.2955,-76.428,3
767,899000,2,2,300 Front St 3009,K8N 2Z2,Belleville,44.1735,-77.3684,1
768,2499000,6,9,2 Old Stone Crt,N1G 3A2,Guelph,43.5184,-80.2257,3
769,399900,3,1,7 Simcoe St,K1S 0C6,Ottawa,45.399,-75.6871,3
770,359900,4,1,135 Spring St,P6A 2J8,Sault Ste. ,46.5168,-84.3333,1
771,899000,4,3,447 Crestview Rd,K1H 5M9,Ottawa,45.3876,-75.6593,3
772,649000,4,2,86 Century Hill Dr,N2E 2G7,Kitchener,43.4106,-80.5011,3
773,739900,3,2,21 Forster St,L2N 1V9,St. Catharines ,43.1923,-79.2559,2
774,649000,4,3,35 Madison Ave,L8L 5V7,Hamilton,43.2783,-79.8344,0
775,575000,4,2,599 Scott St,L2M 3A9,St. Catharines ,43.196,-79.2161,1
777,800000,4,3,216 Cherry St,L0K 2C0,Lake Simcoe ,44.6233,-79.1235,3
778,749900,4,3,171 Norfolk Ave,N1R 5R5,Cambridge,43.3666,-80.2239,2
782,799900,3,3,1890 Rymal Rd 72,L4Y 4E2,Mississauga,43.6028,-79.5929,3
784,638000,4,2,5783 Summer St,L2G 5Z3,Niagara Falls ,43.0696,-79.0818,3
785,829000,4,4,4100 Canby St,L3B 5N4,Welland,42.9878,-79.2219,1
787,719900,3,2,235 Auden Rd,N1E 5G6,Guelph,43.5677,-80.2418,2
789,599000,3,2,166 Gage Ave,M1J 1T3,Scarborough,43.7464,-79.2323,2
790,1790000,6,5,358 Pelham Rd,L2R 6P7,St. Catharines ,43.1419,-79.2966,3
791,549000,3,2,39 Third Ave,K1S 3V8,Ottawa,45.399,-75.6871,3
